darija,eng,darija_ar
ranrkb tobis,,رانركب توبيس
chhal taman,,شهال تامان
kantfrj flmatch,,كانتفرج فلماتش
achno kaddir,,أشنو كادّير
tiran 3amr bljomhor,,تيران عامر بلجومهور
3ndk ticket?,,عندك تيككت?
markaw 3lihom,,ماركاو عليهوم
wach katklm blongli,,واش كاتكلم بلونڭلي
achno hada?,,أشنو هادا?
kayn siba9 sayarat,,كاين سيباق سايارات
lmarghib blad zwina,,لمارغيب بلاد زوينا
badya nachra ljawya,,باديا ناشرا لجاويا
kayna hda wahd l9ahwa,,كاينا هدا واهد لقاهوا
mskin mrid,,مسكين مريد
kay9t3o chjr,,كايقتعو شجر
ghadi nmchiw lraba ndiro rihla,,غادي نمشيو لرابا نديرو ريهلا
nhar zwin dir casket chms skhona,,نهار زوين دير كاسكت شمس سخونا
ghadi nmchi ftobis,,غادي نمشي فتوبيس
diw m3akom lma,,ديو معاكوم لما
hna katnbt dra,,هنا كاتنبت درا
so9 3amr rkbt fo9 lhisan,,سوق عامر ركبت فوق لهيسان
hna kaydiro bzaf dyal lancheta,,هنا كايديرو بزاف ديال لانشتا
3afak chi hôtel 9rib,,عافاك شي هôتل قريب
fin jat lmahta,,فين جات لماهتا
wach ghadi lkhdma,,واش غادي لخدما
had jrda zwina,,هاد جردا زوينا
rja3ti wala mazal,,رجاعتي والا مازال
ckon galik tamchi bwahdk,,ككون ڭاليك تامشي بواهدك
khaski txawri m3aya,,خاسكي تشاوري معايا
ma3ndi mandir blbsala,,ماعندي ماندير بلبسالا
lwahd howa li y3awak 3la raso,,لواهد هووا لي يعاواك علا راسو
wa9ila ghadi na3ess,,واقيلا غادي ناعسّ
ndiro lihom ghir xi tamarin wasaf,,نديرو ليهوم غير شي تامارين واساف
ms hna rah machi bhalkom kola mostawa 3ndo,,مس هنا راه ماشي بهالكوم كولا موستاوا عندو
ghansift lik chi l'affaire,,غانسيفت ليك شي ل'افّاير
mohim telbo lya,,موهيم تلبو ليا
ne3mro dakechi on3awd nesifto,,نعمرو داكشي أُنعاود نسيفتو
chof lina neta allh yehfdk,,شوف لينا نتا ألّه يهفدك
wa dwezha liya,,وا دوزها لييا
tandiro chi blan,,تانديرو شي بلان
dber fchi pikala,,دبر فشي پيكالا
ila geltihalih ghaygolik wi bgha imchi ta howach7al hada kaygolha.,,إلا ڭلتيهاليه غايڭوليك وي بغا إمشي تا هوواشحال هادا كايڭولها.
wkifax nta fik lifi9.,,وكيفاش نتا فيك ليفيق.
oui ghanfi9 nchalah.,,وي غانفيق نشالاه.
machi mochkil wa rta7 ghanfi9 ndreb jerya,,ماشي موشكيل وا رتاح غانفيق ندرب جريا
tal mra khra,,تال مرا خرا
wach 9 dyal lil wla sba7,,واش 9 ديال ليل ولا سباح
rak 3arf nidam,,راك عارف نيدام
ghda sbah onsoni lik,,غدا سباه أُنسوني ليك
ana lyum jit kow mn lkhadma,,أنا ليوم جيت كوو من لخادما
bonne nuit lbeaugoss,,بونّ نويت لبوڭوسّ
fink atabi3a,,فينك أتابيعا
hna aned mostapha,,هنا أند موستاپها
m3ach atjii nta,,معاش أتجيّ نتا
nichan kon hanii akhy,,نيشان كون هانيّ أخي
raha ana baghi ntrini,,راها أنا باغي نتريني
fin kayn ani kharaj,,فين كاين أني خاراج
jay ldar 3andak,,جاي لدار عانداك
ach galo a3chiri,,أش ڭالو أعشيري
lbarah knt masalit,,لباراه كنت ماساليت
otjlw lia swaret dar,,أُتجلو ليا سوارت دار
madkhaltlt tal 1:00 dlil,,مادخالتلت تال 1:00 دليل
ana nfetar db,,أنا نفتار دب
9njma3 hwyjii bzrba,,قنجماع هويجيّ بزربا
sbr yalh anbdal hwayejii,,سبر ياله أنبدال حوايجيّ
bach twasalni m3ak.,,باش تواسالني معاك.
ani jay db bghi nhaz sak,,أني جاي دب بغي نهاز ساك
wach nta f dar,,واش نتا ف دار
ghanmchi nakhedam.,,غانمشي ناخدام.
wakha wlh masalit,,واخا وله ماساليت
ghadi nkhetaf xi w9ita,,غادي نختاف شي وقيتا
insan rah fih khalal,,إنسان راه فيه خالال
la hania imkan biti tmchi tn3as.,,لا هانيا إمكان بيتي تمشي تنعاس.
hna yalah kandawzo sif.,,هنا يالاه كانداوزو سيف.
hamdolah kolchi mzn,,هامدولاه كولشي مزن
iwa had sa3a bien .,,إوا هاد ساعا بين .
isawal fik lkhir abebe,,إساوال فيك لخير أبب
ma ana martak,,ما أنا مارتاك
ma ana bentak,,ما أنا بنتاك
ma ana jartak,,ما أنا جارتاك
ma ana hbibtak,,ما أنا هبيبتاك
ma ana sahbtak,,ما أنا ساهبتاك
ma ana khatibtk,,ما أنا خاتيبتك
la ri3 hdar hd sa3a.,,لا ريع هدار هد ساعا.
ahna hta hna m3aha,,أهنا هتا هنا معاها
lwa9t khyabt akhoya.,,لواقت خيابت أخويا.
w bshtak laftour zin.,,و بسهتاك لافتور زين.
tkon 3andna monasba.,,تكون عاندنا موناسبا.
wghadi ongolk marhba.,,وغادي أُنڭولك مارهبا.
drt m3ah lmazyan.,,درت معاه لمازيان.
xof hta t3ya wtskot.,,شوف هتا تعيا وتسكوت.
wlmhm bnadam mrfo33,,ولمهم بنادام مرفوعّ
ay haja 3andha 9anon.,,أي حاجة عاندها قانون.
3tini gha tissa3 nwali b1.,,عتيني غا تيسّاع نوالي ب1.
bhat 3la rasak almardi.,,بهات علا راساك ألماردي.
lwalid dima rajal .,,لواليد ديما راجال .
idrab youmayn safi.,,إدراب يوماين سافي.
insan tama3 m3a rasoo,,إنسان تاماع معا راسو
lmaghrib dylna zi'n,,لماغريب ديلنا زي'ن
fotni khalini 3lik.,,فوتني خاليني عليك.
telefon ghali bzafff.,,تلفون غالي بزافّف.
wdir xi taman zwin.,,ودير شي تامان زوين.
wzid n9as gha xi 100 dh,,وزيد نقاس غا شي 100 ده
hawalt m3ah mabgha,,هاوالت معاه مابغا
sir lso9 momkin tl9ah.,,سير لسوق مومكين تلقاه.
gha xafha wtlaff meskin,,غا شافها وتلافّ مسكين
iwa tkalma liya db,,إوا تكالما لييا دب
lbarah knt naxat,,لباراه كنت ناشات
wxhal mn whda xrbty,,وشهال من وهدا شربتي
dir rasak makatfham.,,دير راساك ماكاتفهام.
tmazak liya disque,,تمازاك لييا ديسقو
nhaer dor biya nwarik,,نهار دور بييا نواريك
xof alahmar 9adamak .,,شوف ألاهمار قاداماك .
ana faytak b joj hwayj.,,أنا فايتاك ب جوج حوايج.
xhal dawazti lpermi,,شهال داوازتي لپرمي
knt f 2017 3ayan.,,كنت ف 2017 عايان.
rab3in alf bax xrah.,,رابعين ألف باش شراه.
osafi hdxi li ghngolik,,أُسافي هدشي لي غنڭوليك
wax hdxi db khaliti,,واش هدشي دب خاليتي
khali liya whda darori,,خالي لييا وهدا داروري
mra khra nsifthom lik.,,مرا خرا نسيفتهوم ليك.
wlah tatsdmt bzaf,,ولاه تاتسدمت بزاف
wahaka kaydir liha.,,واهاكا كايدير ليها.
ilamajawbto kayb9a ysoni bhal haka.,,إلاماجاوبتو كايبقا يسوني بهال هاكا.
wax bghiti m3aya sway3,,واش بغيتي معايا سوايع
waderi hada kay9ra mza,,وادري هادا كايقرا مزا
mni kysonu 3lik hkk bzaff,,مني كيسونو عليك هكّ بزافّ
mymkn insan kysonu 3lik ghir hakak,,ميمكن إنسان كيسونو عليك غير هاكاك
wlah ma3rft ach kaydir,,ولاه ماعرفت أش كايدير
nti 3titih lwa9t,,نتي عتيتيه لواقت
wkhda wa9to lcafffi,,وخدا واقتو لكافّفي
bsiff ysoni 3lik.,,بسيفّ يسوني عليك.
lmgm hdxi rh m3jbnix.,,لمڭم هدشي ره معجبنيش.
wach ana xayat lik .,,واش أنا شايات ليك .
smh liya wsafi,,سمه لييا وسافي
ana db sawltak,,أنا دب ساولتاك
3lax blokitini nta,,علاش بلوكيتيني نتا
kifax wlah m3rft 3lax,,كيفاش ولاه معرفت علاش
hdxi libghit n3rff safi,,هدشي ليبغيت نعرفّ سافي
kyna xi hj jdida,,كينا شي هج جديدا
rah ana mafhamtt,,راه أنا مافهامتّ
ghir goli liya 3lach hd,,غير ڭولي لييا علاش هد
wkhy dyali fink,,وخي ديالي فينك
wlbrah fin knti,,ولبراه فين كنتي
wb9it hda marjane,,وبقيت هدا مارجان
ja lwalid mn so9,,جا لواليد من سوق
sift liua ta3bi2a,,سيفت ليوا تاعبيأ
ana wlit naddi,,أنا وليت نادّي
lyoma 9rit joj sway3,,ليوما قريت جوج سوايع
gheda inshlah ghansafer,,غدا إنسهلاه غانسافر
afin cv azin,,أفين كڤ أزين
kif dayr ahbibi,,كيف داير أهبيبي
kif dwzti nhark mzn,,كيف دوزتي نهارك مزن
ach kat3awd b3da,,أش كاتعاود بعدا
kif dayra lwalida,,كيف دايرا لواليدا
labs 3liha afonon,,لابس عليها أفونون
fin ghbrti 3liya,,فين غبرتي علييا
wa chhal oana kntsna fik,,وا شهال أُانا كنتسنا فيك
ana jaya mn lkhdma,,أنا جايا من لخدما
smh liya t3tlt 3lik,,سمه لييا تعتلت عليك
islm 3lik lkhir,,إسلم عليك لخير
itwhchk lkhir abb,,إتوهشك لخير أبّ
iwa ahna kan3diw,,إوا أهنا كانعديو
m3a lw9t 9asha,,معا لوقت قاسها
yalah thla liya frask,,يالاه تهلا لييا فراسك
jit oml9itak,,جيت أُملقيتاك
nti kat3jbini,,نتي كاتعجبيني
wnti katham9ini,,ونتي كاتهامقيني
wylh nmxiw lhih,,ويله نمشيو لهيه
xhal bx xriti sbat,,شهال بش شريتي سبات
wl3alam mrawan,,ولعالام مراوان
wdk nher zelzal,,ودك نهر زلزال
wnad lharb 3wtani,,وناد لهارب عوتاني
lmhm kon ghir rajal,,لمهم كون غير راجال
lmhm imta ntl9aw azin,,لمهم إمتا نتلقاو أزين
matwahxtinich akbida,,ماتواهشتينيش أكبيدا
iwa diri lna xi rdv,,إوا ديري لنا شي ردڤ
bizou zin dyali,,بيزو زين ديالي
howa kan f café,,هووا كان ف كافé
mal9itich l7al,,مالقيتيش لحال
wabazz lik akhy,,وابازّ ليك أخي
matab9ax tabki wtaxki,,ماتابقاش تابكي وتاشكي
rah hiya bghato mza,,راه هييا بغاتو مزا
tla9at bih f resto,,تلاقات بيه ف رستو
whiya saraha mbogsa,,وهييا ساراها مبوڭسا
ay hay 3la x3er twill,,أي هاي علا شعر تويلّ
hta ana 3ajabni.,,هتا أنا عاجابني.
ana rah mrid,,أنا راه مريد
wkifax,,وكيفاش
iwa lah yaster wsafi,,إوا الله ياستر وسافي
wahd sayd fina howa,,واهد سايد فينا هووا
axno mlk m9ala9,,أشنو ملك مقالاق
wax ghadi t3ich fiha,,واش غادي تعيش فيها
fin ghadi twsal ga3,,فين غادي توسال ڭاع
wntl9aw f jam3,,ونتلقاو ف جامع
wntla9aw f lbar,,ونتلاقاو ف لبار
wntxawfo hdah ila bghit,,ونتشاوفو هداه إلا بغيت
b9a txad dk lakra.,,بقا تشاد دك لاكرا.
3lah malo mazwin.,,علاه مالو مازوين.
ach galih b3da khona,,أش ڭاليه بعدا خونا
wgoliya xhal dk lakra,,وڭولييا شهال دك لاكرا
wgha khaliha 3alah,,وغا خاليها عالاه
rah lbarah khasart,,راه لباراه خاسارت
iwa mxiti wla ba9i,,إوا مشيتي ولا باقي
iwa kayn chi sfa,,إوا كاين شي سفا
hta l3otla inshlah.,,هتا لعوتلا إنسهلاه.
wafin wrah t3atalti,,وافين وراه تعاتالتي
wkifax wax mbghitix tji,,وكيفاش واش مبغيتيش تجي
wlmhm wdoz 3ando lggazar rah mahlol,,ولمهم ودوز عاندو لڭّازار راه ماهلول
ana f triq daba,,أنا ف تريق دابا
walakin ana 3ndi l3amal,,والاكين أنا عندي لعامال
awddi khlliha 3lellah,,أودّي خلّيها عللّاه
jawh mn marrakech,,جاوه من مارّاكش
mali ana wmlk nta,,مالي أنا وملك نتا
khaliha lrasak,,خاليها لراساك
wgol xi hj fachkal,,وڭول شي هج فاشكال
matab9ax tkharba9,,ماتابقاش تخارباق
golihom ghir lha9i9a,,ڭوليهوم غير لهاقيقا
iwa hmdolah kif dima,,إوا همدولاه كيف ديما
ramadan mobrak,,رامادان موبراك
wnta b9a hadinii,,ونتا بقا هادينيّ
xof rah kolxi tmak,,شوف راه كولشي تماك
bnadam kyfham libgha,,بنادام كيفهام ليبغا
labas 3lih akhy,,لاباس عليه أخي
wnayda lharb f char9,,ونايدا لهارب ف شارق
iwa dwzo nta m3ak,,إوا دوزو نتا معاك
gheda lmatch dyal lwidad,,غدا لماتش ديال لويداد
iwa gheda sbah m3a 9,,إوا غدا سباه معا 9
wgha nta li mfarwah,,وغا نتا لي مفارواه
rah f lmahata l9ito,,راه ف لماهاتا لقيتو
wgol lbnadam sa7,,وڭول لبنادام ساح
wakyban s7i7,,واكيبان سحيح
wrah kyst3mal protéine,,وراه كيستعمال پروتéين
rah hiya li 3ahira,,راه هييا لي عاهيرا
wmojod lkhir azin,,وموجود لخير أزين
fotha wkhaliha tma,,فوتها وخاليها تما
tasal biha wbloki,,تاسال بيها وبلوكي
3awd charjiha db.,,عاود شارجيها دب.
wlkhadam nit bniyti,,ولخادام نيت بنييتي
wlkhadma hadi nit,,ولخادما هادي نيت
wbghit ngolik hj,,وبغيت نڭوليك هج
bghit n3traf lik,,بغيت نعتراف ليك
rah knhabak,,راه كنهاباك
rah knmot 3lkk,,راه كنموت علكّ
gha xof xi blan,,غا شوف شي بلان
bnadam mfarxakh,,بنادام مفارشاخ
iwa aji 3ndi txof,,إوا أجي عندي تشوف
rah ba3 dkxi kamal,,راه باع دكشي كامال
whowa mohal wx tl9ah,,وهووا موهال وش تلقاه
xarjam rah maftoh,,شارجام راه مافتوه
wx7al katalbas,,وشحال كاتالباس
w7al lbab db,,وحال لباب دب
ana jay m3a dyaf,,أنا جاي معا دياف
wgoliya wx ja 3ndk,,وڭولييا وش جا عندك
rah khona kan tma,,راه خونا كان تما
3tini nmira dyalk,,عتيني نميرا ديالك
wdoz 3ndi tgheda,,ودوز عندي تغدا
wx kyn xi ftour,,وش كين شي فتور
wm3a xhal ghadi l3amal,,ومعا شهال غادي لعامال
wx nta msali,,وش نتا مسالي
wx 3nedk xi diplôme,,وش عندك شي ديپلôم
wkha inshalahh bzrba,,وخا إنسهالاهه بزربا
mrhba w alf mrahba.,,مرهبا و ألف مراهبا.
yalah ara liya dkxi,,يالاه أرا لييا دكشي
wsir direct wdir,,وسير ديركت ودير
wsoni 3liya whd xwiya,,وسوني علييا وهد شوييا
3tini xwiya akhy,,عتيني شوييا أخي
wdoz 3ndi lkhadma,,ودوز عندي لخادما
ara liya laflous,,أرا لييا لافلوس
wkhod liya sal3a.,,وخود لييا سالعا.
fot l9ahwa wdor,,فوت لقاهوا ودور
hta ana khaftt,,هتا أنا خافتّ
wbghit gha nmra dyal khok,,وبغيت غا نمرا ديال خوك
m3a mab9at 3ndi,,معا مابقات عندي
hut tah lih telefon .,,هوت تاه ليه تلفون .
wglt za1ma ghadi tkon.,,وڭلت زا1ما غادي تكون.
3ndk nta jdida dyalo,,عندك نتا جديدا ديالو
lbarah kyn sahd,,لباراه كين ساهد
rir m3a lwa9t,,رير معا لواقت
wkon 9asah awa,,وكون قاساه أوا
wbnadam tlfan m3a raso,,وبنادام تلفان معا راسو
kon zwin bhalak,,كون زوين بهالاك
lah ydir lkhir ahbiba,,الله يدير لخير أهبيبا
zin fink rah kntsana,,زين فينك راه كنتسانا
wgha mafia liykhdam,,وغا مافيا لييخدام
3tini forsa okhra,,عتيني فورسا أُخرا
wdk bnadam zin,,ودك بنادام زين
iwa 3ndk takhsero,,إوا عندك تاخسرو
wdoz l3ndo wji m3ah,,ودوز لعندو وجي معاه
nhar gatlik lma39ol,,نهار ڭاتليك لماعقول
wdoz wjibo m3k,,ودوز وجيبو معك
kndwi bniytiii,,كندوي بنييتيّي
wx nta xwiya mzanzan,,وش نتا شوييا مزانزان
wrah dar 3andna 3amra,,وراه دار عاندنا عامرا
iwa mza fiha hiya sabab,,إوا مزا فيها هييا ساباب
jib wr9a dokhol,,جيب ورقا دوخول
khodi safha okhra,,خودي سافها أُخرا
lyoma dzt lik,,ليوما دزت ليك
gheda tamarin jdad,,غدا تامارين جداد
3ndk tghlat m3aya,,عندك تغلات معايا
bnadam zéro fhd lablad,,بنادام زéرو فهد لابلاد
wsawlt fih omasawl fiha,,وساولت فيه أُماساول فيها
xhal mrayah,,شهال مراياه
ara xi garo akhy,,أرا شي ڭارو أخي
rah ana m9to3,,راه أنا مقتوع
wri9a w ktmarad 3liha,,وريقا و كتماراد عليها
ara lna dk z3tar,,أرا لنا دك زعتار
wgha 39al 3liha,,وغا عقال عليها
lmaskhot dar ksida,,لماسخوت دار كسيدا
beslama hbiba moh,,بسلاما هبيبا موه
zizwar ntaya m3a rasak,,زيزوار نتايا معا راساك
wmol hanot 3ndo kolxi,,ومول هانوت عندو كولشي
rah kyna tmak nsitiha,,راه كينا تماك نسيتيها
rah saort hda lbab,,راه ساورت هدا لباب
bab kbir tbarklah,,باب كبير تباركلاه
db linsan kyzalal,,دب لينسان كيزالال
wjib lna xi litro,,وجيب لنا شي ليترو
xhal kataswa hadi,,شهال كاتاسوا هادي
xhal taman dyalha,,شهال تامان ديالها
fiha akhir amol lkhir,,فيها أخير أمول لخير
wtlab sidi rabi,,وتلاب سيدي رابي
bnadam gha mahsad,,بنادام غا ماهساد
bnadam gha mah9ad,,بنادام غا ماهقاد
bnadam gha mnawi,,بنادام غا مناوي
iwa chaghlo hadak,,إوا شاغلو هاداك
yfhma libgha ana mali,,يفهما ليبغا أنا مالي
xher jay kon tma,,شهر جاي كون تما
b3d 3lih rah fih lmoshkil,,بعد عليه راه فيه لموسهكيل
nzidak wla nskot,,نزيداك ولا نسكوت
rah xaftha glsa tma,,راه شافتها ڭلسا تما
xhal katalbas f rajlin,,شهال كاتالباس ف راجلين
wxhal katsalo dyal flous,,وشهال كاتسالو ديال فلوس
wlmhm rah ghadi tl9ah,,ولمهم راه غادي تلقاه
wskot ila mzayer,,وسكوت إلا مزاير
tjawaj asahbi rah zin,,تجاواج أساهبي راه زين
drari sghar fihom sda3,,دراري سغار فيهوم سداع
ich bnadam gha dawi,,إش بنادام غا داوي
haydi lih telefon,,هايدي ليه تلفون
golih y9ra mza,,ڭوليه يقرا مزا
wx mxa lafac,,وش مشا لافاك
ba9i f lablad,,باقي ف لابلاد
w zayar had l3am,,و زايار هاد لعام
l3am jay ghaykon lkhir,,لعام جاي غايكون لخير
wx bla m3na dkchi.,,وش بلا معنا دكشي.
rah 3ndi takwin.,,راه عندي تاكوين.
rah msafer ana,,راه مسافر أنا
wkifx rah mafhmt,,وكيفش راه مافهمت
lcar rah mxa 3lik,,لكار راه مشا عليك
hadi rah l3o9oba.,,هادي راه لعوقوبا.
3lch swltk o khality vu,,علش سولتك أُ خاليتي ڤو
aslan nta dima hka dayer,,أسلان نتا ديما هكا داير
rah mchina bzoj wml9ina walo tma,,راه مشينا بزوج وملقينا والو تما
chty dak wjh lwil,,شتي داك وجه لويل
mchat l torkya,,مشات ل توركيا
gal liya bli tsjl f lafac l9orea d amrika gheda,,ڭال لييا بلي تسجل ف لافاك لقورا د أمريكا غدا
ymkn khasna nmchiw,,يمكن خاسنا نمشيو
ta hna wa3rri'n,,تا هنا واعرّي'ن
nari yakhty 3la dok joj lf3at,,ناري ياختي علا دوك جوج لفعات
mb9aw baw yhchmo,,مبقاو باو يهشمو
ana mchit lmarrakech,,أنا مشيت لمارّاكش
gals ana f salon,,ڭالس أنا ف سالون
wbghit njm3 liha,,وبغيت نجمع ليها
wgha sber 3liya,,وغا سبر علييا
twahxtak almima,,تواهشتاك ألميما
twhxtak alwalid,,توهشتاك ألواليد
twhxtak amrati,,توهشتاك أمراتي
wbghit ndir m3k xi,,وبغيت ندير معك شي
wdaz bsor3a,,وداز بسورعا
rah lmos f cosina,,راه لموس ف كوسينا
talaja mazala maftoha,,تالاجا مازالا مافتوها
wjib tomobile dylk,,وجيب توموبيل ديلك
ba3 dik lard,,باع ديك لارد
wbghit njm3 rasi,,وبغيت نجمع راسي
wxrit tlfasa jdida,,وشريت تلفاسا جديدا
ara liya ha9i mn dkchi,,أرا لييا هاقي من دكشي
