darija,eng,darija_ar
lhob zin bzaf,,لهوب زين بزاف
3ich hyatak akhy,,عيش هياتاك أخي
fin kyna nji l3ndk,,فين كينا نجي لعندك
sa3datak mchiti liha,,ساعداتاك مشيتي ليها
rah kyn myder tmk,,راه كين ميدر تمك
w9fna f swi9a,,وقفنا ف سويقا
rh kyn lfayadan tmk,,ره كين لفايادان تمك
iwa golih rh maghanjix,,إوا ڭوليه ره ماغانجيش
wdbnta msali,,ودبنتا مسالي
rah hayad mikrob,,راه هاياد ميكروب
xafo tbib,,شافو تبيب
foto 3lik,,فوتو عليك
ylh nxrbo atay,,يله نشربو أتاي
ylh nkhrjo xwi,,يله نخرجو شوي
ylh nmxiw nsfro,,يله نمشيو نسفرو
wdoz l3ndi darori,,ودوز لعندي داروري
jaw bjoj l3ndi,,جاو بجوج لعندي
rah bato 3nd khalthom,,راه باتو عند خالتهوم
7ala9t 3nd lhala9,,حالاقت عند لحالاق
tamchina tla9na rajlina,,تامشينا تلاقنا راجلينا
nas far7anin,,ناس فارحانين
l3bna match fgazo,,لعبنا ماتش فڭازو
jib liya ta7zima dyalk,,جيب لييا تاحزيما ديالك
ghsalt sarwali,,غسالت ساروالي
3jnt lkhoubz,,عجنت لخوبز
maka3rfo ga3,,ماكاعرفو ڭاع
l9inah tmak,,لقيناه تماك
kol whrab,,كول وهراب
kysog tomobile mza,,كيسوڭ توموبيل مزا
rah lmahal tmak,,راه لماهال تماك
twafat lih mon,,توافات ليه مون
twafat lih lwalid dyalo,,توافات ليه لواليد ديالو
tfarg3at lbota,,تفارڭعات لبوتا
tfraajt fwhd film,,تفراجت فوهد فيلم
iwa lah yster,,إوا الله يستر
chams skhouna,,شامس سخونا
lbard kyn had layam,,لبارد كين هاد لايام
ila ktab nkdar nmchi,,إلا كتاب نكدار نمشي
w3ax meskin lmaxakil,,وعاش مسكين لماشاكيل
lwalid dyalo kyfi9 bkri,,لواليد ديالو كيفيق بكري
3tini wsada o manta,,عتيني وسادا أُ مانتا
hta ana ylha dkhalt ldar,,هتا أنا يلها دخالت لدار
hit tahoma kharjin asatida,,هيت تاهوما خارجين أساتيدا
htaram walidik,,هتارام واليديك
3rfa whsa bik,,عرفا وهسا بيك
rah bgha ytjawzak,,راه بغا يتجاوزاك
lmhm rh mxa l'espagne,,لمهم ره مشا ل'سپاڭن
swbat lftour,,سوبات لفتور
fi9 tsa7ar,,فيق تساحار
ghndfa3 la carte,,غندفاع لا كارت
sad 3loya lbab,,ساد علويا لباب
sajalt joj byot,,ساجالت جوج بيوت
rah ana chaka bli had nas,,راه أنا شاكا بلي هاد ناس
mais ns hdra mamfohoumach,,مايس نس هدرا مامفوهوماش
t9dr t3erfhom,,تقدر تعرفهوم
hadik kont knbghiha db la,,هاديك كونت كنبغيها دب لا
hadik kont dabazt 3liha,,هاديك كونت دابازت عليها
xra partma,,شرا پارتما
rah daz f lbolis,,راه داز ف لبوليس
rah njah fta3lim,,راه نجاه فتاعليم
rah wla mohami,,راه ولا موهامي
wrh tbarklah 3lih,,وره تباركلاه عليه
chrit dla7a,,شريت دلاحا
gheda ghayji lwed,,غدا غايجي لود
chrabt zlafa dyal lhrira,,شرابت زلافا ديال لهريرا
ghadi nmchi lso9,,غادي نمشي لسوق
mchina m3a drari lri7la,,مشينا معا دراري لريحلا
chdina otostop,,شدينا أُتوستوپ
tfrajt m3a sahbi flmatch,,تفراجت معا ساهبي فلماتش
ghala3bo whed lmatch,,غالاعبو وهد لماتش
mchit ljnanat chdit lma,,مشيت لجنانات شديت لما
slimit srwal,,سليميت سروال
wlila momti3a,,وليلا مومتيعا
rah dkxi nadia,,راه دكشي ناديا
rah wa9fin hda lpoto,,راه واقفين هدا لپوتو
had fo9iya jdida,,هاد فوقييا جديدا
rah xrat 9aftan,,راه شرات قافتان
rah xrat mlihfa,,راه شرات مليهفا
rah xrit riha,,راه شريت ريها
knt gha tma gbila,,كنت غا تما ڭبيلا
kyna lwa9fa lyoma,,كينا لواقفا ليوما
lmodahara gheda,,لموداهارا غدا
nbdlo xwiya hd ljaw,,نبدلو شوييا هد لجاو
darna whed tanjiya,,دارنا وهد تانجييا
baghi nsbagh whed l7it,,باغي نسباغ وهد لحيت
trinina flasal,,ترينينا فلاسال
darna chwiya dyal 9atban,,دارنا شوييا ديال قاتبان
chrbna 3asir disir,,شربنا عاسير ديسير
ghsalna lkarcha,,غسالنا لكارشا
salina dohar,,سالينا دوهار
3mrna bri9 dyal 9ahwa,,عمرنا بريق ديال قاهوا
darna whed tajine,,دارنا وهد تاجين
wach bhal haka???,,واش بهال هاكا???
xra bzaff dyal lkhobz,,شرا بزافّ ديال لخوبز
xra bzaff dyal,,شرا بزافّ ديال
dkhal lsalon akhy,,دخال لسالون أخي
xra whd villa,,شرا وهد ڤيلّا
xrit whd sbat,,شريت وهد سبات
sawal liya xi vidéo,,ساوال لييا شي ڤيدéو
dir luftitah gheda,,دير لوفتيتاه غدا
rah mrid howa xwiya,,راه مريد هووا شوييا
okan bdina akhy bkri,,أُكان بدينا أخي بكري
xhal dyal tajhiz,,شهال ديال تاجهيز
9lin 4 dlbidat,,قلين 4 دلبيدات
sawlt bzaf dyal nas,,ساولت بزاف ديال ناس
jaw 3ndna chi dyafin,,جاو عندنا شي ديافين
ghras lwalid chajra,,غراس لواليد شاجرا
sma3t whed kayghawat,,سماعت وهد كايغاوات
taybat lwalid lkhobz fkocha,,تايبات لواليد لخوبز فكوشا
chdit noba m3a nas,,شديت نوبا معا ناس
syabt tajine dyal djaj,,سيابت تاجين ديال دجاج
3jbni whed lfilm,,عجبني وهد لفيلم
dart lwalida lkhoubz flbanyo,,دارت لواليدا لخوبز فلبانيو
brkchat lwalida ksakso,,بركشات لواليدا كساكسو
wahed lfilm fih 4 dyal siriyat,,واهد لفيلم فيه 4 ديال سيرييات
darna kaskrout m3a drari,,دارنا كاسكروت معا دراري
whed dari kwayri,,وهد داري كوايري
sodfa zwina mn mw3id,,سودفا زوينا من موعيد
darni rasi wchrbt dwa,,دارني راسي وشربت دوا
ghlaft chi dfater,,غلافت شي دفاتر
lawn whed dri chi achkal,,لاون وهد دري شي أشكال
3mart barad d atay,,عمارت باراد د أتاي
3rad 3lina whed dri l3ars,,عراد علينا وهد دري لعارس
ghlbna whed lfar9a fkora,,غلبنا وهد لفارقا فكورا
hdartna lwahed ijtima3,,هدارتنا لواهد إجتيماع
baydat djaja bida,,بايدات دجاجا بيدا
chrit whed lfraouj,,شريت وهد لفراوج
bl3ema wax tanfhm,,بلعما واش تانفهم
tandwe m3ahom wakha mafhmt,,تاندو معاهوم واخا مافهمت
tanhrk rassi z3ma fhmt,,تانهرك راسّي زعما فهمت
hadi hiya w9ito,,هادي هييا وقيتو
kykon festival akhor,,كيكون فستيڤال أخور
kykon zwin,,كيكون زوين
kyna far9a mahaliya,,كينا فارقا ماهالييا
jib khanxa dyl lkhobz,,جيب خانشا ديل لخوبز
kyna madrasa zina tmk,,كينا مادراسا زينا تمك
wdaz lfestival zwin,,وداز لفستيڤال زوين
wrh w9fna mn l3amal,,وره وقفنا من لعامال
hataram ostad dylk,,هاتارام أُستاد ديلك
htaram jirankom,,هتارام جيرانكوم
haram dok flous,,هارام دوك فلوس
htaram lmodir dylk,,هتارام لمودير ديلك
htaram asdi9a dylk,,هتارام أسديقا ديلك
htaram mratak,,هتارام مراتاك
khasni lkhadma,,خاسني لخادما
khasni lkhadama,,خاسني لخاداما
khasna nghadro lblad,,خاسنا نغادرو لبلاد
khasna xhl mn hj,,خاسنا شهل من هج
3rfa ax kyn,,عرفا أش كين
wnass tmak hadaya,,وناسّ تماك هادايا
kyn tbrgig,,كين تبرڭيڭ
khasna tobis hna,,خاسنا توبيس هنا
khasna nxofo kindiro,,خاسنا نشوفو كينديرو
khasna lbi3 wxra,,خاسنا لبيع وشرا
khasna bzaf lablad,,خاسنا بزاف لابلاد
khasna lma la7lo,,خاسنا لما لاحلو
khasjom ta9raw,,خاسجوم تاقراو
khaskom txofi l9adam,,خاسكوم تشوفي لقادام
khaskom la7lib,,خاسكوم لاحليب
malhaskom hta khir,,مالهاسكوم هتا خير
sakan ana hda labrigad,,ساكان أنا هدا لابريڭاد
wna sakan hda lecy,,ونا ساكان هدا لسي
sa3a lowla nxofok,,ساعا لوولا نشوفوك
gheda 3ndo sway3,,غدا عندو سوايع
khasna ghir 200 dhs,,خاسنا غير 200 دهس
xof rh khasak tmxi db,,شوف ره خاساك تمشي دب
khaszk tfi9 bkri,,خاسزك تفيق بكري
wx nti tbiba wla taliba,,وش نتي تبيبا ولا تاليبا
htaram lmo2asasa,,هتارام لموأساسا
htaram asdi9a2 l3amal,,هتارام أسديقاء لعامال
9alab 3lihom,,قالاب عليهوم
9alab 3liha,,قالاب عليها
ky9alab 3la lmaxakil,,كيقالاب علا لماشاكيل
jib wr9at dokhol,,جيب ورقات دوخول
daz gha db,,داز غا دب
dwzat lih tbiba,,دوزات ليه تبيبا
daz mn casa,,داز من كاسا
daz mn sabta,,داز من سابتا
dazo kamlin,,دازو كاملين
dazt hiya bwhdha,,دازت هييا بوهدها
daz tobis 1,,داز توبيس 1
daz limtihan zwin,,داز ليمتيهان زوين
daz lfard s3ib,,داز لفارد سعيب
daz lwad ghalbarah,,داز لواد غالباراه
dazti nta whiya,,دازتي نتا وهييا
jib 39ad izdiyad,,جيب عقاد إزديياد
jib lbac dylk,,جيب لباك ديلك
jib bak o khok,,جيب باك أُ خوك
jib xahada li3amal,,جيب شاهادا ليعامال
mtjib hta hj,,متجيب هتا هج
mtjib hta xi sda3,,متجيب هتا شي سداع
ghyjib sda3,,غيجيب سداع
howa dasser darori mn sda3,,هووا داسّر داروري من سداع
rah khraj mn dar,,راه خراج من دار
rah khraj mn lmadrasa,,راه خراج من لمادراسا
rah khraj mn gbila,,راه خراج من ڭبيلا
rh kolchi kharjo,,ره كولشي خارجو
lmadrasa b3ida,,لمادراسا بعيدا
l3amala 9riba,,لعامالا قريبا
sir hda lbaladiya,,سير هدا لبالادييا
sir hda xari3 lkbir,,سير هدا شاريع لكبير
sur xrab dwak,,سور شراب دواك
rh skhaff meskin,,ره سخافّ مسكين
rah ktxof gha maslahtak,,راه كتشوف غا ماسلاهتاك
dima kyn tmak,,ديما كين تماك
wxof liya dossi dyali,,وشوف لييا دوسّي ديالي
bghit n9ta3 3lik,,بغيت نقتاع عليك
smah liya 9t3t 3lik,,سماه لييا قتعت عليك
smah liya t3atalt 3lik,,سماه لييا تعاتالت عليك
twhxt lwalida,,توهشت لواليدا
twhxt khti,,توهشت ختي
twhxt hbiba dyali,,توهشت هبيبا ديالي
twhxt s7abi,,توهشت سحابي
twhxt 3axrani,,توهشت عاشراني
twhxt jirana,,توهشت جيرانا
twhxt lmadrasa,,توهشت لمادراسا
twhxt ljami3a,,توهشت لجاميعا
twhxt wlidati,,توهشت وليداتي
twhxt lablad,,توهشت لابلاد
twhxt dowar,,توهشت دووار
twhxt mdinti,,توهشت مدينتي
smah liya mxftk,,سماه لييا مشفتك
smah liya ghn3as,,سماه لييا غنعاس
ky3jbni lbasak,,كيعجبني لباساك
knbghi ghir ngls m3k,,كنبغي غير نڭلس معك
lgalsa dylk mofida,,لڭالسا ديلك موفيدا
ghadi nhat ljadid,,غادي نهات لجاديد
ghir koni 3la l9ars,,غير كوني علا لقارس
nta maghbon,,نتا ماغبون
nta hma9,,نتا هماق
nti mfar7a,,نتي مفارحا
aji 3ndi lik db,,أجي عندي ليك دب
aji tdi lakhbar,,أجي تدي لاخبار
aji nta o bak,,أجي نتا أُ باك
aji nti 3chiya l3ndi,,أجي نتي عشييا لعندي
ajiw bjojkom safi,,أجيو بجوجكوم سافي
fin rakom,,فين راكوم
fin ghbrty nti,,فين غبرتي نتي
fin rak azin,,فين راك أزين
fin xadha abogos,,فين شادها أبوڭوس
fin dk khona,,فين دك خونا
ach fiha azin,,أش فيها أزين
ax mafiha,,أش مافيها
ax kygolo lik,,أش كيڭولو ليك
ax kykhrb9o 3lik,,أش كيخربقو عليك
ax kadiri tmk nti,,أش كاديري تمك نتي
3la molana akhy,,علا مولانا أخي
mab9atch fik hbibtak,,مابقاتش فيك هبيبتاك
db had mhbil,,دب هاد مهبيل
ghir drt fiha har bzf,,غير درت فيها هار بزف
hada mrid nfsani,,هادا مريد نفساني
khli tal ghda wnxofoh,,خلي تال غدا ونشوفوه
khaliha hta gheda,,خاليها هتا غدا
khalih hta gheda wnswboha,,خاليه هتا غدا ونسوبوها
mn ina nahya,,من إنا ناهيا
maktabch lik tjibha,,ماكتابش ليك تجيبها
mktbt lik,,مكتبت ليك
mnktab lik,,منكتاب ليك
rh fraz9ak,,ره فرازقاك
awdi mxit khla,,أودي مشيت خلا
mxito fiha hd l3am,,مشيتو فيها هد لعام
rah dk nher gatltlik walah m3ndi,,راه دك نهر ڭاتلتليك والاه معندي
wdb wbrabi sahbii likhdit 3ndo flous,,ودب وبرابي ساهبيّ ليخديت عندو فلوس
bax nahbatt bhali,,باش ناهباتّ بهالي
diha fwalidik,,ديها فواليديك
diha f mratak,,ديها ف مراتاك
diha f wldak,,ديها ف ولداك
diha f9rytak,,ديها فقريتاك
diha f khdamtak,,ديها ف خدامتاك
diha f khotak,,ديها ف خوتاك
diha f khwatatak,,ديها ف خواتاتاك
diha mn b3id,,ديها من بعيد
diha sosiya,,ديها سوسييا
diha 3rbiya,,ديها عربييا
diha xalha,,ديها شالها
dih 3robi,,ديه عروبي
khodih wlah,,خوديه ولاه
khodih gwri,,خوديه ڭوري
diha gawriya,,ديها ڭاورييا
dih m3k,,ديه معك
diha m3k,,ديها معك
rah 9at3o lma,,راه قاتعو لما
rah dwaw m3h,,راه دواو معه
safi rh lmakhzanja,,سافي ره لماخزانجا
farit omori,,فاريت أُموري
hadikk l3iba ghadi nhtajha,,هاديكّ لعيبا غادي نهتاجها
3chiya ndiro xi dora,,عشييا نديرو شي دورا
fariti omorak,,فاريتي أُموراك
ghydjiw likom,,غيدجيو ليكوم
ghywslo fikom,,غيوسلو فيكوم
ghy3wnkom kamlin,,غيعونكوم كاملين
ghadi ybniw lihom,,غادي يبنيو ليهوم
ghysa3dohom bwhd bwhd,,غيساعدوهوم بوهد بوهد
sber kolchi kydoz,,سبر كولشي كيدوز
matkhaliha diha m3k,,ماتخاليها ديها معك
diwh m3kom,,ديوه معكوم
diha ifri9iya,,ديها إفريقييا
daha jarthom,,داها جارتهوم
khda bnt khalto,,خدا بنت خالتو
khda bnt 3mto,,خدا بنت عمتو
daha mn dowar,,داها من دووار
khdaha mn lamdina,,خداها من لامدينا
tlfato tri9,,تلفاتو تريق
tlfoh lbnat,,تلفوه لبنات
tlfo rasso,,تلفو راسّو
bgha lvilat,,بغا لڤيلات
bgha tomobile,,بغا توموبيل
bgha lhayat sa3idq,,بغا لهايات ساعيدق
