darija,eng,darija_ar
khlini nms7 jaj.,,خليني نمسح جاج.
khlini ndoblou,,خليني ندوبلو
khlini nbdel lblass.,,خليني نبدل لبلاسّ.
khlini nchhed m3ah.,,خليني نشهد معاه.
khlini nghress lwerd.,,خليني نغرسّ لورد.
khlini nchri zeri3a.,,خليني نشري زريعا.
khlini nwerih tsawr.,,خليني نوريه تساور.
khlini n3sser limoun.,,خليني نعسّر ليمون.
khlini nrbet syouri.,,خليني نربت سيوري.
khlini n7yed l 2ada.,,خليني نحيد ل أدا.
khlini ntla9a bih.,,خليني نتلاقا بيه.
khlini ntleb cridi,,خليني نتلب كريدي
khlini n3ani.,,خليني نعاني.
khlini n9lb 3la lkra.,,خليني نقلب علا لكرا.
khlini ntkhebba.,,خليني نتخبّا.
khlini nkhddem.,,خليني نخدّم.
khlini nt3awen m3ah,,خليني نتعاون معاه
khlini nsre7 ch3ri,,خليني نسرح شعري
khlini nched f l7it.,,خليني نشد ف لحيت.
khlini n3ebber 3la lmacha3ir diali,,خليني نعبّر علا لماشاعير ديالي
khlini nmred.,,خليني نمرد.
khlini ntwi l7wayej.,,خليني نتوي لحوايج.
khlini nddem.,,خليني ندّم.
khlini nl3eb,,خليني نلعب
khlini rffe8 3la rasse,,خليني رفّه علا راسّ
khlini ndwi lik m3ah,,خليني ندوي ليك معاه
khlini nfe7ssek,,خليني نفحسّك
khlini nseddrou,,خليني نسدّرو
khlini nlou7 zbel,,خليني نلوح زبل
khlini nkml khdmti,,خليني نكمل خدمتي
khlini nsouret lbab,,خليني نسورت لباب
khlini n3red 3lihoum,,خليني نعرد عليهوم
khlini nbedel 7wayji,,خليني نبدل حوايجي
khlini nkhrouj mn had lbit,,خليني نخروج من هاد لبيت
khlini n3tarf lih,,خليني نعتارف ليه
khlini ndreb tamara,,خليني ندرب تامارا
khlini ntsele9 had jbl,,خليني نتسلق هاد جبل
khlini nmchet ch3ri,,خليني نمشت شعري
khlini nboucli che3ri.,,خليني نبوكلي شعري.
khlini nkhd3ou,,خليني نخدعو
khlini nbhrou,,خليني نبهرو
khlini nkhessrou,,خليني نخسّرو
khlini nfrek tlamet,,خليني نفرك تلامت
khlini nwekklou,,خليني نوكّلو
khlini ndreb bih dora.,,خليني ندرب بيه دورا.
khlini twade3 m3ahoum.,,خليني توادع معاهوم.
khlini nbdl 3lia had l7ala.,,خليني نبدل عليا هاد لحالا.
khlini nkhelles.,,خليني نخلّس.
khlini nrejj3ek l dar.,,خليني نرجّعك ل دار.
khlini n9ss f lwazn.,,خليني نقسّ ف لوازن.
khlini nw99efou 3nd 7eddou.,,خليني نوقّفو عند حدّو.
khlini n9zz.,,خليني نقزّ.
khlini njri.,,خليني نجري.
khlini ntmcha.,,خليني نتمشا.
khlini nzid l9odam.,,خليني نزيد لقودام.
khlini n3eddou.,,خليني نعدّو.
khlini nstafzzou.,,خليني نستافزّو.
khlini n3ich 7yati kibghit.,,خليني نعيش حياتي كيبغيت.
khlini nt2emmel.,,خليني نتءمّل.
khlini n7der m3akoum.,,خليني نحدر معاكوم.
khlini ntfa3el m3ahoum,,خليني نتفاعل معاهوم
khlini nbtaker.,,خليني نبتاكر.
khlini ndewech.,,خليني ندوش.
khlini n3en9ek.,,خليني نعنقك.
khlini n3ezzih.,,خليني نعزّيه.
khlini nched sseff.,,خليني نشد السفّ.
khlini n7yed mn chemch.,,خليني نحيد من شمش.
khlini nzid f sowt,,خليني نزيد ف سووت
khlini nttekka.,,خليني نتّكّا.
khlini n9t3 had lwra9.,,خليني نقتع هاد لوراق.
khlini njm3 dnya,,خليني نجمع دنيا
khlini ndih lmdrastou.,,خليني نديه لمدراستو.
khlini nboussek.,,خليني نبوسّك.
kantsenna fik fdik lmedrassa li 7dana,,كانتسنّا فيك فديك لمدراسّا لي حدانا
kantsenna fik 7da lbaladiya,,كانتسنّا فيك حدا لبالادييا
kantsenna fik felcoumissaria,,كانتسنّا فيك فلكوميسّاريا
kantsenna fik 7da lcharika,,كانتسنّا فيك حدا لشاريكا
kantsenna fik 7da charika,,كانتسنّا فيك حدا شاريكا
kantsenna fik dir liya 7edd dial ch7al 5an5sser,,كانتسنّا فيك دير لييا حدّ ديال شحال خانخسّر
kantsenna fik t wedde7 liya had lmochkil,,كانتسنّا فيك ت ودّح لييا هاد لموشكيل
kantsenna fik t mlek chi dar hna,,كانتسنّا فيك ت ملك شي دار هنا
kantsenna fik t zle9 besbab dik lbanana,,كانتسنّا فيك ت زلق بسباب ديك لبانانا
kantsenna fik t t7eddah chi nhar ou tsab9ou 5ayji siba9 wa3er binatkom,,كانتسنّا فيك ت تحدّاه شي نهار و تسابقو خايجي سيباق واعر بيناتكوم
kantsenna fik t mender fhad denya zwina,,كانتسنّا فيك ت مندر فهاد دنيا زوينا
kantsenna fik t mlek chi dar 3la lb7er chi nhar,,كانتسنّا فيك ت ملك شي دار علا لبحر شي نهار
kantsenna fik t 7aawerni fhad l9adiya,,كانتسنّا فيك ت حاورني فهاد لقادييا
kantsenna fik t tselle9 dik chejra wa t3etelti ch7al kat5le3,,كانتسنّا فيك ت تسلّق ديك شجرا وا تعتلتي شحال كاتخلع
kantsenna fik t fssel chi 9eftan zwin nmchi bih lhad l3erss,,كانتسنّا فيك ت فسّل شي قفتان زوين نمشي بيه لهاد لعرسّ
kantsenna fik t 7aafed 3la 5demtek,,كانتسنّا فيك ت حافد علا خدمتك
kantsenna fik t dir chi 3adassa fblast ndader,,كانتسنّا فيك ت دير شي عاداسّا فبلاست ندادر
kantsenna fik t 3tini klemtek la5ra,,كانتسنّا فيك ت عتيني كلمتك لاخرا
kantsenna fik t le5i dik l5erja,,كانتسنّا فيك ت لخي ديك لخرجا
kantsenna fik t tiri fdak teyr bach nmchiw nchwiwh,,كانتسنّا فيك ت تيري فداك تير باش نمشيو نشويوه
kantsenna fik t chekka 3liya,,كانتسنّا فيك ت شكّا علييا
kantsenna fik t 7essen men ljouda dial restora dialek,,كانتسنّا فيك ت حسّن من لجودا ديال رستورا ديالك
kantsenna fik t gabel dak siyed lmrid,,كانتسنّا فيك ت ڭابل داك سييد لمريد
kantsenna fik t chri chi cad liya,,كانتسنّا فيك ت شري شي كاد لييا
kantsenna fik t charji liya tilifouni mora ma tasali men charje,,كانتسنّا فيك ت شارجي لييا تيليفوني مورا ما تاسالي من شارج
kantsenna fik t b7et,,كانتسنّا فيك ت بحت
kantsenna fik t t3ellem tiri msian,,كانتسنّا فيك ت تعلّم تيري مسيان
kantsenna fik t stow3eb hadchi li kangoul lik,,كانتسنّا فيك ت ستووعب هادشي لي كانڭول ليك
kantsenna fik t chte7 3la had l2ou5niya,,كانتسنّا فيك ت شتح علا هاد لأوخنييا
kantsenna fik t fai9 bach n5erjou berra,,كانتسنّا فيك ت فايق باش نخرجو برّا
kantsenna fik t selli bach n5erjou nt5eddaw,,كانتسنّا فيك ت سلّي باش نخرجو نتخدّاو
kantsenna fik t 3eyyet liya walakin nsitini,,كانتسنّا فيك ت عيّت لييا والاكين نسيتيني
kantsenna fik t marki chi bit wa3er,,كانتسنّا فيك ت ماركي شي بيت واعر
kantsenna fik t zle9 3liya,,كانتسنّا فيك ت زلق علييا
kantsenna fik t tertakeb fih chi jarima,,كانتسنّا فيك ت ترتاكب فيه شي جاريما
kantsenna fik t l9a chi nhar flouss fzen9a,,كانتسنّا فيك ت لقا شي نهار فلوسّ فزنقا
kantsenna fik t steb3ed chi 7timal men hadou,,كانتسنّا فيك ت ستبعد شي حتيمال من هادو
kantsenna fik t 3derni walakin masde9tich,,كانتسنّا فيك ت عدرني والاكين ماسدقتيش
kantsenna fik t fsser liya 3layach had lmechro3 dayrou,,كانتسنّا فيك ت فسّر لييا علاياش هاد لمشروع دايرو
kantsenna fik t tncher dak journal li swebtih,,كانتسنّا فيك ت تنشر داك جورنال لي سوبتيه
kantsenna fik t laa9a m3a douk lgwer,,كانتسنّا فيك ت لاقا معا دوك لڭور
kantsenna fik t tfawedni,,كانتسنّا فيك ت تفاودني
kantsenna fik t 7ellel liya hadchi,,كانتسنّا فيك ت حلّل لييا هادشي
kantsenna fik t semmi weldek smiya zwina,,كانتسنّا فيك ت سمّي ولدك سمييا زوينا
kantsenna fik t sdir had temrin dial riyada,,كانتسنّا فيك ت سدير هاد تمرين ديال رييادا
kantsenna fik t t9elle9ou liya,,كانتسنّا فيك ت تقلّقو لييا
kantsenna fik t 2ehhel men had lmejmou3a,,كانتسنّا فيك ت ءههل من هاد لمجموعا
kantsenna fik t 5sser de5ya,,كانتسنّا فيك ت خسّر دخيا
kantsenna fik t tle9 dik dar ou tbi3ha,,كانتسنّا فيك ت تلق ديك دار و تبيعها
kantsenna fik t sbeg5 bitke bsfer,,كانتسنّا فيك ت سبڭخ بيتك بسفر
kantsenna fik t 7edded liya fin ghadi,,كانتسنّا فيك ت حدّد لييا فين غادي
kantsenna fik t mne7ni chi 5elssa msiana,,كانتسنّا فيك ت منحني شي خلسّا مسيانا
kantsenna fik t sellef men 3endi chi flouss,,كانتسنّا فيك ت سلّف من عندي شي فلوسّ
kantsenna fik t bni chi piscine fdar,,كانتسنّا فيك ت بني شي پيسسين فدار
kantsenna fik t tfa3el m3aya ou tchte7,,كانتسنّا فيك ت تفاعل معايا و تشتح
kantsenna fik t di hadchi ou testahlou,,كانتسنّا فيك ت دي هادشي و تستاهلو
kantsenna fik t jik chi derba frassek,,كانتسنّا فيك ت جيك شي دربا فراسّك
kantsenna fik t wjjeh dik de3wa lwalidik ta homa wa5a rak mes5out,,كانتسنّا فيك ت وجّه ديك دعوا لواليديك تا هوما واخا راك مسخوت
kantsenna fik t mchi fteyarar ljanoub bach de5ya twsel,,كانتسنّا فيك ت مشي فتيارار لجانوب باش دخيا توسل
kantsenna fik t 9aad lcouzina dialek,,كانتسنّا فيك ت قاد لكوزينا ديالك
kantsenna fik t t7emmel mas2oulit ga3 dkchi li darou wladek,,كانتسنّا فيك ت تحمّل ماسأوليت ڭاع دكشي لي دارو ولادك
kantsenna fik t sift liya chi drapo dial me5rib,,كانتسنّا فيك ت سيفت لييا شي دراپو ديال مخريب
kantsenna fik t tkowwen fhad lmedrassa men be3d ndik lwe7da 7ssen,,كانتسنّا فيك ت تكووّن فهاد لمدراسّا من بعد نديك لوحدا حسّن
kantsenna fik t t7emmel chi merd 5ayb,,كانتسنّا فيك ت تحمّل شي مرد خايب
kantsenna fik t rchedni lhad lmdina,,كانتسنّا فيك ت رشدني لهاد لمدينا
kantsenna fik t 9ne3ni anani 5asser fha lmechro3,,كانتسنّا فيك ت قنعني أناني خاسّر فها لمشروع
kantsenna fik t derebni bach nredha lik,,كانتسنّا فيك ت دربني باش نردها ليك
kantsenna fik t nreje3 wledi 9wi briyada,,كانتسنّا فيك ت نرجع ولدي قوي برييادا
kantsenna fik t do99 hadak taba9,,كانتسنّا فيك ت دوقّ هاداك تاباق
kantsenna fik t ji l3erss,,كانتسنّا فيك ت جي لعرسّ
kantsenna fik t t5ella 3la had l3adat li fik,,كانتسنّا فيك ت تخلّا علا هاد لعادات لي فيك
kantsenna fik t jaweb 3la litissal li 3endek,,كانتسنّا فيك ت جاوب علا ليتيسّال لي عندك
kantsenna fik t tre3ed mli t5rej dima fik had l9a3ida,,كانتسنّا فيك ت ترعد ملي تخرج ديما فيك هاد لقاعيدا
kantsenna fik t fixi chi chadaf ou twsel lih chi nhar,,كانتسنّا فيك ت فيشي شي شاداف و توسل ليه شي نهار
kantsenna fik t chawerni fdak lmochkil li te7ti fih,,كانتسنّا فيك ت شاورني فداك لموشكيل لي تحتي فيه
kantsenna fik t 9sem floussek m3ahom,,كانتسنّا فيك ت قسم فلوسّك معاهوم
kantsenna fik t 7e99e9 dkchi li baghih,,كانتسنّا فيك ت حقّق دكشي لي باغيه
kantsenna fik t bedel l9anoun dial had lblad chi nhar,,كانتسنّا فيك ت بدل لقانون ديال هاد لبلاد شي نهار
kantsenna fik t nje7 lik had l3amaliya,,كانتسنّا فيك ت نجح ليك هاد لعامالييا
kantsenna fik t jibi lina chi wliyed,,كانتسنّا فيك ت جيبي لينا شي ولييد
kantsenna fik t 7e99e9 dkchi li baghi,,كانتسنّا فيك ت حقّق دكشي لي باغي
kantsenna fik t dfe3 derri 3aref tberhich li fik,,كانتسنّا فيك ت دفع درّي عارف تبرهيش لي فيك
kantsenna fik t jessed dak dawr li kolo wse5 fdak lfilm,,كانتسنّا فيك ت جسّد داك داور لي كولو وسخ فداك لفيلم
kantsenna fik t 7ser liya ga3 l2ar9am li kayjawbou 3la had sou2al,,كانتسنّا فيك ت حسر لييا ڭاع لأرقام لي كايجاوبو علا هاد سوأل
kantsenna fik t l5i dik ri7la li 3endek 5assek tb9a m3a walidik,,كانتسنّا فيك ت لخي ديك ريحلا لي عندك خاسّك تبقا معا واليديك
kantsenna fik t 7ewwel douk fllouss lmalihom,,كانتسنّا فيك ت حوّل دوك فلّوسّ لماليهوم
kantsenna fik t t9a3d ra safi mab9itich kat5dem msian,,كانتسنّا فيك ت تقاعد را سافي مابقيتيش كاتخدم مسيان
kantsenna fik t 3del ma bin tlamdek,,كانتسنّا فيك ت عدل ما بين تلامدك
kantsenna fik t shhel liya dik lmes2ala,,كانتسنّا فيك ت سههل لييا ديك لمسألا
kantsenna fik t bered liya dak lkass dial atay,,كانتسنّا فيك ت برد لييا داك لكاسّ ديال أتاي
kantsenna fik t kobb liya chwiya dial chrab,,كانتسنّا فيك ت كوبّ لييا شوييا ديال شراب
kantsenna fik t tnsej liya chi tricowat dial souf lwliydi sghir,,كانتسنّا فيك ت تنسج لييا شي تريكووات ديال سوف لولييدي سغير
kantsenna fik t sejjel hdertou,,كانتسنّا فيك ت سجّل هدرتو
kantsenna fik t 7seb liya ch7al b9a men youm ou nched l5elssa diali,,كانتسنّا فيك ت حسب لييا شحال بقا من يوم و نشد لخلسّا ديالي
kantsenna fik t 7ffezni bach nbda lbi3 ou chra,,كانتسنّا فيك ت حفّزني باش نبدا لبيع و شرا
kantsenna fik t imprimi liya douk lwra9i,,كانتسنّا فيك ت إمپريمي لييا دوك لوراقي
kantsenna fik t twetter bach nkalmik,,كانتسنّا فيك ت توتّر باش نكالميك
kantsenna fik t tban liya 3iti bach n3ewddek,,كانتسنّا فيك ت تبان لييا عيتي باش نعودّك
kantsenna fik t testara7 bach nrej3ou nsejlou,,كانتسنّا فيك ت تستاراح باش نرجعو نسجلو
kantsenna fik t 3tared 3la dak l9arar,,كانتسنّا فيك ت عتارد علا داك لقارار
kantsenna fik t 9wwa bach tkemmel had ri7la,,كانتسنّا فيك ت قوّا باش تكمّل هاد ريحلا
kantsenna fik t ysser liha bach tnje7,,كانتسنّا فيك ت يسّر ليها باش تنجح
khlini stawred sel3a mn berra,,خليني ستاورد سلعا من برّا
khlini nhbet nchouf deria,,خليني نهبت نشوف دريا
khlini nwggef 3nd had lma7al,,خليني نوڭّف عند هاد لماحال
khlini njerreb nmchi bou7di,,خليني نجرّب نمشي بوحدي
khlini nsed 3lih,,خليني نسد عليه
khlini nmchi nsayb snani,,خليني نمشي نسايب سناني
khlini nkoun masdar ilham dialou,,خليني نكون ماسدار إلهام ديالو
khlini nchouf lih chi tbib idawih,,خليني نشوف ليه شي تبيب إداويه
khlini ndbet omori,,خليني ندبت أُموري
khlini nkemmel f tri9i,,خليني نكمّل ف تريقي
khlini n3ewdek 3la li fat,,خليني نعودك علا لي فات
khlini njib moucha l dar,,خليني نجيب موشا ل دار
khlini njib chi klyeb,,خليني نجيب شي كليب
khlini nheress lih 3damou,,خليني نهرسّ ليه عدامو
khlini nwetted l3ala9at,,خليني نوتّد لعالاقات
khlini nkhassm 3lih,,خليني نخاسّم عليه
khlini n3zel chi 7aja mli7a,,خليني نعزل شي حاجا مليحا
khlini nberrer rasse,,خليني نبرّر راسّ
khlini ndi lik had chanta,,خليني ندي ليك هاد شانتا
khlini njbd lik makltek,,خليني نجبد ليك ماكلتك
khlini nbedel had lmrayat,,خليني نبدل هاد لمرايات
khlini nkebber had lmachrou3,,خليني نكبّر هاد لماشروع
khlini nderdech m3ak,,خليني ندردش معاك
khlini nrkb f had taxj,,خليني نركب ف هاد تاشج
khlini nkhtar3 chi 7aja.,,خليني نختارع شي حاجا.
khlini ntelm chi sn3a,,خليني نتلم شي سنعا
khlini nsedd 3lihoum b merra,,خليني نسدّ عليهوم ب مرّا
khlini n3awed nfekker,,خليني نعاود نفكّر
khlini nsift lih message,,خليني نسيفت ليه مسّاڭ
khlini nsower lih fin 7na kaynin,,خليني نسوور ليه فين حنا كاينين
khlini nkhssr lih lkhotta dialo,,خليني نخسّر ليه لخوتّا ديالو
khlini n9el,,خليني نقل
khlini blokih,,خليني بلوكيه
khlini m3iyyenou,,خليني معييّنو
khlini nstfser.,,خليني نستفسر.
khlini nty7ou f chi fakh.,,خليني نتيحو ف شي فاخ.
khlini ndowwerou f lmdina,,خليني ندووّرو ف لمدينا
khlini ntna9ch m3ah,,خليني نتناقش معاه
khlini nzidou chi ma3loumat,,خليني نزيدو شي ماعلومات
khlini nsaybih chr3ou,,خليني نسايبيه شرعو
khlini nstaghell had lforssa,,خليني نستاغلّ هاد لفورسّا
khlini nsayb liha makiyaje,,خليني نسايب ليها ماكيياج
khlini nkhrb9 daba tsd9,,خليني نخربق دابا تسدق
khlini ntkne9,,خليني نتكنق
khlini ndaf3 3lih,,خليني ندافع عليه
khlini nghemmes,,خليني نغمّس
khlini nchark f had lmousaba9a,,خليني نشارك ف هاد لموساباقا
khlini n3lmhoum fin ana,,خليني نعلمهوم فين أنا
khlini ntalao,,خليني نتالاو
khlini ntsewer,,خليني نتسور
khlini nchowwech 3lihoh.,,خليني نشووّش عليهوه.
khlini ntsellel ldakhl,,خليني نتسلّل لداخل
khlini n7errer had lfrkh,,خليني نحرّر هاد لفرخ
khlini nmed lih lml7a,,خليني نمد ليه لملحا
khlini nraaj3 dorossi,,خليني نراجع دوروسّي
khlini nseb l3cha,,خليني نسب لعشا
khlini nfajer,,خليني نفاجر
khlini nsken bou7di,,خليني نسكن بوحدي
khlini nkhffef 3lih meskin,,خليني نخفّف عليه مسكين
khlini ndih it3alej,,خليني نديه إتعالج
khlini nrchdou lfin khass imchi,,خليني نرشدو لفين خاسّ إمشي
khlini nserreb lmti7an,,خليني نسرّب لمتيحان
yallah rje3t men mekteb.,,يالّاه رجعت من مكتب.
yallah rje3t men mdina.,,يالّاه رجعت من مدينا.
yallah rje3t men kanisa.,,يالّاه رجعت من كانيسا.
yallah rje3t men lghaba,,يالّاه رجعت من لغابا
