darija,eng,darija_ar
awili kant3rd lro3b lélectroni a3ibad lah,,أويلي كانتعرد لروعب لéلكتروني أعيباد الله
lach chfto blil ?,,لاش شفتو بليل ?
allah ya khouya allah ta ash hadshe,,الله يا خويا الله تا أسه هادسه
lyouma t3icho m3ana ro3b,,ليوما تعيشو معانا روعب
wrina la sauce li drti,,ورينا لا سوس لي درتي
ml7la wlibzar wlma fin tsl9o les pates bach tkhfaf thats it,,ملحلا وليبزار ولما فين تسلقو لس پاتس باش تخفاف تهاتس إت
wa rak smktina katghwt bezzaf,,وا راك سمكتينا كاتغوت بزّاف
awl mra nsm3 soto,,أول مرا نسمع سوتو
m3art wach ybghi ysme7 dak sebboura,,معارت واش يبغي يسمح داك سبّورا
m3art wach ybghi y7e99e9 lhadaf dialo ila b5a ana n3awnou,,معارت واش يبغي يحقّق لهاداف ديالو إلا بخا أنا نعاونو
m3art wach ybghi nmli 3lih derss,,معارت واش يبغي نملي عليه درسّ
m3art wach ybghi ywe77dou l3omla f2ifr9iya,,معارت واش يبغي يوحّدو لعوملا فإفرقييا
m3art wach ybghi ytbenna chi bniyta,,معارت واش يبغي يتبنّا شي بنييتا
m3art wach ybghi ybniw chi dar kbira,,معارت واش يبغي يبنيو شي دار كبيرا
m3art wach ybghi bladou tzdaher,,معارت واش يبغي بلادو تزداهر
m3art wach ybghi yenta9ed m3aya had lbernamej,,معارت واش يبغي ينتاقد معايا هاد لبرنامج
m3art wach ybghi gy5elli 3la nass,,معارت واش يبغي ڭيخلّي علا ناسّ
m3art wach ybghi yherreb sel3a,,معارت واش يبغي يهرّب سلعا
m3art wach ybghi ybda yt3ellem lingliziya,,معارت واش يبغي يبدا يتعلّم لينڭليزييا
m3art wach ybghi ymde7ni,,معارت واش يبغي يمدحني
m3art wach ybghi yblassi hna,,معارت واش يبغي يبلاسّي هنا
m3art wach ybghi tbe3ni fhad tri9,,معارت واش يبغي تبعني فهاد تريق
m3art wach ybghi ytowee9 had lblassa li mat fiha rajel lbare7,,معارت واش يبغي يتوويق هاد لبلاسّا لي مات فيها راجل لبارح
m3art wach ybghi y9aabel dak lmoumatil,,معارت واش يبغي يقابل داك لموماتيل
m3art wach ybghi y5aamer ou yne99ez men dik teyara,,معارت واش يبغي يخامر و ينقّز من ديك تيارا
m3art wach ybghi y5ader had lblad,,معارت واش يبغي يخادر هاد لبلاد
jarbihum o rdi 3lia,,جاربيهوم أُ ردي عليا
wach avoca ba9i nl9aha,,واش أڤوكا باقي نلقاها
hahiya atchuf mama lvidyo ou atsbni 3awd,,هاهييا أتشوف ماما لڤيديو و أتسبني عاود
chno dkshi li dar m3a lavoca,,شنو دكسهي لي دار معا لاڤوكا
lism3k ygoul majam3hach mn lerd,,ليسمعك يڭول ماجامعهاش من لرد
nmchi njerbha ou nji dik lwesfa,,نمشي نجربها و نجي ديك لوسفا
dyal zwaj saraha,,ديال زواج ساراها
ma3rftch 3lach ja m3ak cherf,,ماعرفتش علاش جا معاك شرف
allah iwselna lhad lma9am,,الله إوسلنا لهاد لماقام
awele s3datkwach mnin katkon 3andk visa étudiant bimkank tsafer l2ay dawla,,أول سعداتكواش منين كاتكون عاندك ڤيسا éتوديانت بيمكانك تسافر لأي داولا
7assdak ya5ay,,حاسّداك ياخاي
kifach lm5arba had liyamat kamlin mchaw ltorkya,,كيفاش لمخاربا هاد لييامات كاملين مشاو لتوركيا
wiiik wiik wa bghit 5a n5awt,,ويّيك ويّك وا بغيت خا نخاوت
khouti mn niytkom chkon ba9i 3ziza 3lih had l2o5niya,,خوتي من نييتكوم شكون باقي عزيزا عليه هاد لأخنييا
ma5angoulch likom chkl dyalach,,ماخانڭولش ليكوم شكل ديالاش
m3art wach ybghi y3awed lweldou chi 9issa 9bel mayn3ess,,معارت واش يبغي يعاود لولدو شي قيسّا قبل ماينعسّ
m3art wach ybghi ysme3 rassou,,معارت واش يبغي يسمع راسّو
m3art wach ybghi yte3ellem ysrre3 dik l7elwa,,معارت واش يبغي يتعلّم يسرّع ديك لحلوا
m3art wach ybghi ytsower fhad l5aba,,معارت واش يبغي يتسوور فهاد لخابا
m3art wach ybghi yjerreb had l2i7ssass,,معارت واش يبغي يجرّب هاد لإحسّاسّ
khasni nfakar ndir chihaja,,خاسني نفاكار ندير شيحاجة
ana jatni bhal ila 3iyana,,أنا جاتني بهال إلا عييانا
hadi mhrsa,,هادي مهرسا
la7daga mn sghor,,لاحداڭا من سغور
sfih liha mn l3dm dyal rman,,سفيه ليها من لعدم ديال رمان
hadga b7al mamaha,,هادڭا بحال ماماها
saybih m3aha w chej3iha,,سايبيه معاها و شجعيها
3mrna n9m3o drari sghar,,عمرنا نقمعو دراري سغار
drari sghar 3andhoum fodol,,دراري سغار عاندهوم فودول
bghiyin it3almou,,بغييين إتعالمو
khlik 9oudwa lihom,,خليك قودوا ليهوم
fkratni f rassi,,فكراتني ف راسّي
baqi endi wahd dftar,,باقي إندي واهد دفتار
achnou katktbi fdftar,,أشنو كاتكتبي فدفتار
kay3jbni nktab fih kol nhar,,كايعجبني نكتاب فيه كول نهار
kanktab molahadat,,كانكتاب مولاهادات
knt katba fih lmaqadir,,كنت كاتبا فيه لماقادير
knt sghira,,كنت سغيرا
mn dik sa3a l daba ma3mri drthum,,من ديك ساعا ل دابا ماعمري درتهوم
wajdi liha lma9adir,,واجدي ليها لماقادير
khasha t3alam mn daba,,خاسها تعالام من دابا
3tiha tsawbo,,عتيها تساوبو
dirih bla skar,,ديريه بلا سكار
ky3jbni fl confitur,,كيعجبني فل كونفيتور
wach kay3jbk dkhli lcozina,,واش كايعجبك دخلي لكوزينا
3adi ana mhyda 4 jouj lfo9 wjoj ltht,,عادي أنا مهيدا 4 جوج لفوق وجوج لتهت
rah darori thaydihom bach snan ywsa3,,راه داروري تهايديهوم باش سنان يوساع
machi darouri ykono fhad lmdina,,ماشي داروري يكونو فهاد لمدينا
lmdina 3amra b berrani,,لمدينا عامرا ب برّاني
7na homa lihoud dyal bsah,,حنا هوما ليهود ديال بساه
fach tkon chi haja kbira matstachrich,,فاش تكون شي حاجة كبيرا ماتستاشريش
khaski nti t9arri,,خاسكي نتي تقارّي
tb3i ghir m3a tbib wahd,,تبعي غير معا تبيب واهد
chhal mn tbib tba3ti 3andou,,شهال من تبيب تباعتي عاندو
ana kanmchi 3and wahd tbib,,أنا كانمشي عاند واهد تبيب
houwa tbib flmasran,,هووا تبيب فلماسران
kadarni lma3da,,كادارني لماعدا
lyoum klit bzaf,,ليوم كليت بزاف
mama dart chhiwat bzaf,,ماما دارت شهيوات بزاف
lah yakhod fihom lhaq,,الله ياخود فيهوم لهاق
ga3 l3rb li m3andhoumch damir,,ڭاع لعرب لي معاندهومش دامير
nas 3ziza 3lihom loubia,,ناس عزيزا عليهوم لوبيا
lbarani hadak li galss tem,,لباراني هاداك لي ڭالسّ تم
bach 3rftih brani ?,,باش عرفتيه براني ?
lmdina 3mra rir bihom,,لمدينا عمرا رير بيهوم
ga3 mayti7 lik l3jb,,ڭاع مايتيح ليك لعجب
yakma ghaymouut al wahd,,ياكما غايمووت أل واهد
ila maklach fhad snack wach ghaymot,,إلا ماكلاش فهاد سناكك واش غايموت
ila cheftou ghanhdar m3ah,,إلا شفتو غانهدار معاه
hna mostahlikin,,هنا موستاهليكين
hna kadriiin nbdelou l3a9liya,,هنا كادريّين نبدلو لعاقلييا
kat3jbni zit dial blaad,,كاتعجبني زيت ديال بلاد
3tina 9ima ryousna,,عتينا قيما ريوسنا
aslan ghir hagrna,,أسلان غير هاڭرنا
kanbghiw bladna,,كانبغيو بلادنا
rah daghya twsel,,راه داغيا توسل
mabghinach nsed9ou khasrin,,مابغيناش نسدقو خاسرين
mamstafdna hta haja,,مامستافدنا هتا حاجة
ana bghit nrbah,,أنا بغيت نرباه
ghadi iji 3awd berrani,,غادي إجي عاود برّاني
al hadra twiilla ou bzaaf,,أل هادرا تويّلّا و بزاف
khaso ibda min rassso,,خاسو إبدا مين راسّسو
k1nbghi nass lidayrin biya,,ك1نبغي ناسّ ليدايرين بييا
hahna ghadyiiin,,هاهنا غادييّين
nti makdabti,,نتي ماكدابتي
kandouz kayb9a fia lhal,,كاندوز كايبقا فيا لحال
kayn bnadem bel3ram,,كاين بنادم بلعرام
makaynach blasa kolchi 3amer,,ماكايناش بلاسا كولشي عامر
mazala kaychriw sal3a,,مازالا كايشريو سالعا
mat9derch tfred 3lihom,,ماتقدرش تفرد عليهوم
chkon homa bsalama,,شكون هوما بسالاما
ana 9te3t kolchi,,أنا قتعت كولشي
3ta allah lbadil,,عتا الله لباديل
ana makan9alabch 3la lbadil,,أنا ماكانقالابش علا لباديل
chkoun bghat makhawir,,شكون بغات ماخاوير
ayi haja mn bra makatl9ayhach hna,,أيي حاجة من برا ماكاتلقايهاش هنا
chhar jay anjib sl3tkom,,شهار جاي أنجيب سلعتكوم
khaskom tsbrou,,خاسكوم تسبرو
mchit nhar larba3 la3chia 3amaaar,,مشيت نهار لارباع لاعشيا عاماار
b9it gha kanchof,,بقيت غا كانشوف
3amra bzaf lyouma,,عامرا بزاف ليوما
tafahat lkhawya,,تافاهات لخاويا
bladna 3amra tafaha,,بلادنا عامرا تافاها
hadro 3la laghla fi lblad,,هادرو علا لاغلا في لبلاد
ana kantayeb mzn,,أنا كانتايب مزن
gaama kanakol makla diali,,ڭاما كاناكول ماكلا ديالي
nhar ndkhol lcozina kanb9a bjou3,,نهار ندخول لكوزينا كانبقا بجوع
chkon b7ali,,شكون بحالي
khask tkoni katbghi tybi,,خاسك تكوني كاتبغي تيبي
khas tkon raghba 3ndk,,خاس تكون راغبا عندك
bach tybi diri niya,,باش تيبي ديري نييا
chhiwa lightybi tkhyli mada9ha,,شهيوا ليغتيبي تخيلي ماداقها
chkon likaytayab likoum fdar?,,شكون ليكايتاياب ليكوم فدار?
wjdi rask gbl mtybiha,,وجدي راسك ڭبل متيبيها
ila kan n9a ktl3 zwina,,إلا كان نقا كتلع زوينا
diri hadi katji bnina,,ديري هادي كاتجي بنينا
mad7kich 3la dok lkfitat lma7ro9in,,مادحكيش علا دوك لكفيتات لماحروقين
rah haka kay3jbni nakl lham,,راه هاكا كايعجبني ناكل لهام
matb9aych taybi chri mn zn9a,,ماتبقايش تايبي شري من زنقا
3yit mn makla dzanka,,عييت من ماكلا دزانكا
dima kna kanaklou fzan9a,,ديما كنا كاناكلو فزانقا
ghatwhchi makla dyalk,,غاتوهشي ماكلا ديالك
ana kat3jbni maklti,,أنا كاتعجبني ماكلتي
chkon likat3jbek makltou?,,شكون ليكاتعجبك ماكلتو?
ana na3sa mn sbah,,أنا ناعسا من سباه
warak hem9a,,واراك همقا
nti krahti lkhdma,,نتي كراهتي لخدما
sabab houwa had tafahat,,ساباب هووا هاد تافاهات
hado ismiwhom nas machakil,,هادو إسميوهوم ناس ماشاكيل
diri khdmtek,,ديري خدمتك
ma9alek hed 3amli chi wahd mo3amala khasa,,ماقالك هد عاملي شي واهد موعامالا خاسا
khdmi o siri bhalk,,خدمي أُ سيري بهالك
mat3achri la m3a nas dwar la m3a hta wahd,,ماتعاشري لا معا ناس دوار لا معا هتا واهد
seri ldarek,,سري لدارك
khasek tchofi lmachakil d bessah,,خاسك تشوفي لماشاكيل د بسّاه
chkon 3andou lmachakil?,,شكون عاندو لماشاكيل?
khdmi khdmtk mathdri m3a hd,,خدمي خدمتك ماتهدري معا هد
matchri lhta wahad,,ماتشري لهتا واهاد
khliha tgol li bghat,,خليها تڭول لي بغات
mat3amli m3a 7d mo3amala khassa,,ماتعاملي معا حد موعامالا خاسّا
tlamdk kolhom b7al b7al,,تلامدك كولهوم بحال بحال
khdmtk diriha w zidi fi 7alatk,,خدمتك ديريها و زيدي في حالاتك
lhdra fik fik,,لهدرا فيك فيك
mat7lich dak lbab dyal nas iwslo lik lhdra likatgal,,ماتحليش داك لباب ديال ناس إوسلو ليك لهدرا ليكاتڭال
makanhmlch lm3atya m3a l3yalat,,ماكانهملش لمعاتيا معا لعيالات
kay3jbni ti9ar,,كايعجبني تيقار
nti machi hbila,,نتي ماشي هبيلا
gaalo 3lik hbila,,ڭالو عليك هبيلا
ach ykono ygolo 3liya,,أش يكونو يڭولو علييا
ana li hbila bsah,,أنا لي هبيلا بساه
hadik 3and balha khyfa menha,,هاديك عاند بالها خيفا منها
katcheri l weldha lo3ab,,كاتشري ل ولدها لوعاب
wach kan ti9ra mzn,,واش كان تيقرا مزن
te3amli m3a kolchi bhalou,,تعاملي معا كولشي بهالو
khas tkoun chakhesitek 9wiya,,خاس تكون شاخسيتك قوييا
nhar tnin ghanji,,نهار تنين غانجي
nass dewar makay3arfokch mzyan,,ناسّ دوار ماكايعارفوكش مزيان
3andk chakhesiya 9wiya,,عاندك شاخسييا قوييا
kidiro lik alf 7essab,,كيديرو ليك ألف حسّاب
7awli tbdeli mo3amala,,حاولي تبدلي موعامالا
ana kan3amlhoum mzyan,,أنا كانعاملهوم مزيان
wa9ila nti mstiya,,واقيلا نتي مستييا
nti tat3ti lkhater ldrari bzf,,نتي تاتعتي لخاتر لدراري بزف
homa nass dowar,,هوما ناسّ دووار
makifhmouch hadok,,ماكيفهموش هادوك
3and balhom makat9arich,,عاند بالهوم ماكاتقاريش
hadak lba3louk matb9aych dasrih binatkom l9rya fa9at,,هاداك لباعلوك ماتبقايش داسريه بيناتكوم لقريا فاقات
lkhdma makatfr7ch,,لخدما ماكاتفرحش
kolchi fih l3asab wl3adab,,كولشي فيه لعاساب ولعاداب
diri lhaja li trtahi fiha,,ديري لحاجة لي ترتاهي فيها
ila ma3ajbekch khlih,,إلا ماعاجبكش خليه
makain lach themqi rassek,,ماكاين لاش تهمقي راسّك
diri dakchi li katrta7i feh,,ديري داكشي لي كاترتاحي فه
wach hiya 9atla rajlha ola achno ?,,واش هييا قاتلا راجلها أُلا أشنو ?
diri haja oukhra m3a khdamtek,,ديري حاجة وخرا معا خدامتك
chkon dmen lik atnj7i,,شكون دمن ليك أتنجحي
lmachrou3 dylk kib9a dylk,,لماشروع ديلك كيبقا ديلك
makibrztch bzef o kin l3win,,ماكيبرزتش بزف أُ كين لعوين
khasni nw9ef 3la rjilati,,خاسني نوقف علا رجيلاتي
rah mn7taj nkhdem,,راه منحتاج نخدم
nti fl3omomi wla lkhososi ?,,نتي فلعومومي ولا لخوسوسي ?
fkri mzyan 9bel ay khotwa,,فكري مزيان قبل أي خوتوا
galo bghaw kolchi imchi lkhososi,,ڭالو بغاو كولشي إمشي لخوسوسي
khashom iqraw f dar,,خاسهوم إقراو ف دار
makhashomch i3awlo 3la loustad,,ماخاسهومش إعاولو علا لوستاد
ana masiftihach lyouma,,أنا ماسيفتيهاش ليوما
mabghitch nfaya9ha m3a 8,,مابغيتش نفاياقها معا 8
mabghithach tw9af fl istiraha,,مابغيتهاش توقاف فل إستيراها
chditha 3ndi fdar,,شديتها عندي فدار
9ray m3ah f dar,,قراي معاه ف دار
ila 3owelty db 3la lasatida b9ity tema,,إلا عوولتي دب علا لاساتيدا بقيتي تما
ana bnti kay3awnha baha fdar,,أنا بنتي كايعاونها باها فدار
bnti mabghatch tmchi mazal lmadrasa,,بنتي مابغاتش تمشي مازال لمادراسا
s3datk akhti ana ma9dart ndir walo chkhsyti d3ifa bzaf,,سعداتك أختي أنا ماقدارت ندير والو شخسيتي دعيفا بزاف
diha fhdrt nas,,ديها فهدرت ناس
chhal dyal le3ya9a fik,,شهال ديال لعياقا فيك
dayra b7al dok nesabat,,دايرا بحال دوك نسابات
ana rah tandicharga f dar o f zan9a,,أنا راه تانديشارڭا ف دار أُ ف زانقا
hadxi sahl nwslo lih blhram,,هادشي ساهل نوسلو ليه بلهرام
ila bghina dakchi madaymch,,إلا بغينا داكشي مادايمش
ta saha madaymax,,تا ساها مادايماش
finahowa khatm zwaj,,فيناهووا خاتم زواج
bghit nswlkom 3afakom,,بغيت نسولكوم عافاكوم
chhal wasla lbyii dyal tyara,,شهال واسلا لبييّ ديال تيارا
makrahnach bstila dyal l7ot btafasil,,ماكراهناش بستيلا ديال لحوت بتافاسيل
smhilia ndkhl f hyatk,,سمهيليا ندخل ف هياتك
dak lon dch3ar majach m3ak,,داك لون دشعار ماجاش معاك
kifach ndir pitza dyal ma9la,,كيفاش ندير پيتزا ديال ماقلا
3afak ma3ndich lfran,,عافاك ماعنديش لفران
tchahit lpitza ma3ndich fach ndirha,,تشاهيت لپيتزا ماعنديش فاش نديرها
chi 3asir sahl 3afak,,شي عاسير ساهل عافاك
bghit nt3alam ntayab,,بغيت نتعالام نتاياب
chkon 3lmk nti?,,شكون علمك نتي?
diri lina makela khfifa 3la hsab khadma,,ديري لينا ماكلا خفيفا علا هساب خادما
wch hadak lifih fawakih jafa,,وش هاداك ليفيه فاواكيه جافا
diro libghitou,,ديرو ليبغيتو
nsawal likoum mama 3la hadchi,,نساوال ليكوم ماما علا هادشي
sahbt mama katsra3 had lhalwa,,ساهبت ماما كاتسراع هاد لحالوا
ghda nsawar likoum libghitou,,غدا نساوار ليكوم ليبغيتو
raha b3ida 3liya,,راها بعيدا علييا
rah maymkansh sh7al bnin,,راه مايمكانسه سهحال بنين
hada mn ahssen f9as li klit f hyaati,,هادا من أهسّن فقاس لي كليت ف هياتي
had l7al li khasni ndir,,هاد لحال لي خاسني ندير
wach mnytkoom chamal mafihch lfayafi,,واش منيتكوم شامال مافيهش لفايافي
kidayrin malin lhanout,,كيدايرين مالين لهانوت
takriban kolxi sakn wkinavité,,تاكريبان كولشي ساكن وكيناڤيتé
ch7al mn mra ta7tlia flbal,,شحال من مرا تاحتليا فلبال
3andi hadi sghira ghanbi3a,,عاندي هادي سغيرا غانبيعا
lmk3abat kaidiro cancer,,لمكعابات كايديرو كانسر
ana kansta3mlhom rir mrraaa fchhal,,أنا كانستاعملهوم رير مرّاا فشهال
had knor achkay3jbkom fih,,هاد كنور أشكايعجبكوم فيه
khayb bzaf,,خايب بزاف
kandir hadik dyal z3fran f coscos o fdjaj,,كاندير هاديك ديال زعفران ف كوسكوس أُ فدجاج
kanhma9 3la djaj m7mer,,كانهماق علا دجاج محمر
nl9a lbadil n7iydo tahowa,,نلقا لباديل نحييدو تاهووا
aslan 5aybin,,أسلان خايبين
l3atriya 3taha lah ay nakaha kina,,لعاترييا عتاها الله أي ناكاها كينا
achmn nkha bghiti nti ?,,أشمن نخا بغيتي نتي ?
makay3jbonich nakahat,,ماكايعجبونيش ناكاهات
ana kanbghi kolchi tabi3i,,أنا كانبغي كولشي تابيعي
wach tmakitih?,,واش تماكيتيه?
kan9alab 3la lbadil dyalha,,كانقالاب علا لباديل ديالها
3ziz 3likom mawad mosartina,,عزيز عليكوم ماواد موسارتينا
rah ghatkharjo 3la sahtkom,,راه غاتخارجو علا ساهتكوم
3andna tawabil tabi3iya,,عاندنا تاوابيل تابيعييا
khaski thniha 3and l3tar,,خاسكي تهنيها عاند لعتار
katkhli tyab chhwa mno,,كاتخلي تياب شهوا منو
khaskom t3arfo l9yas,,خاسكوم تعارفو لقياس
hiya sarot dyal kolchi,,هييا ساروت ديال كولشي
3awdi 9ray chno ktabti,,عاودي قراي شنو كتابتي
wach damna dak chakhs ?,,واش دامنا داك شاخس ?
ntalbo mn lah fa9at i3awna,,نتالبو من الله فاقات إعاونا
sa7i 3afak lmanchour,,ساحي عافاك لمانشور
ach bghito dok somom,,أش بغيتو دوك سوموم
ana akhti ache khask biti chi me3loma,,أنا أختي أش خاسك بيتي شي معلوما
3lach had sou2al,,علاش هاد سوأل
ma fhamt walou,,ما فهامت والو
wach bnadm 9imtou flflous li3andou,,واش بنادم قيمتو فلفلوس ليعاندو
fin l9iti had lma3loumat,,فين لقيتي هاد لماعلومات
rah kayn ly 3ando,,راه كاين لي عاندو
dayr ky lahmar hachakom,,داير كي لاهمار هاشاكوم
kayn ly 3ando w jah zhaymer,,كاين لي عاندو و جاه زهايمر
lwahd dima yahmed allah,,لواهد ديما ياهمد الله
danya kolha rady yawratha allah flakher,,دانيا كولها رادي ياوراتها الله فلاخر
ana akhti 3andi kolchi,,أنا أختي عاندي كولشي
3lach malna,,علاش مالنا
wach machi men h9na,,واش ماشي من هقنا
heta hna kan9raw machakil dyalkom,,هتا هنا كانقراو ماشاكيل ديالكوم
andi carte dlbanka,,أندي كارت دلبانكا
3andi syara w villa,,عاندي سيارا و ڤيلّا
3andi lkhdma,,عاندي لخدما
wach hadak lifih fawakih jafa,,واش هاداك ليفيه فاواكيه جافا
li 3ndo shto hdik hya dnya omfiha,,لي عندو سهتو هديك هيا دنيا أُمفيها
achna hiya aham haja ?,,أشنا هييا أهام حاجة ?
gha lyoma dert 3amaliya,,غا ليوما درت عامالييا
dart 3amaliya 3and wahd tbib ma3rof,,دارت عامالييا عاند واهد تبيب ماعروف
b9ay tghsli b lma3jon dialk,,بقاي تغسلي ب لماعجون ديالك
rah kaydawi lta okay7yd ri7a,,راه كايداوي لتا أُكايحيد ريحا
khoudi ghasoul dlfem,,خودي غاسول دلفم
ana b7alk takriban,,أنا بحالك تاكريبان
3andi mouchkil ta3 lata dyal asnan,,عاندي موشكيل تاع لاتا ديال أسنان
had lmo3alim draif,,هاد لموعاليم درايف
taychri stylo bic men jibo lkhass,,تايشري ستيلو بيك من جيبو لخاسّ
had lwizara d3inaha lah,,هاد لويزارا دعيناها الله
siri lhad lmilf ratl9ah hifd,,سيري لهاد لميلف راتلقاه هيفد
howa nit rayrja3lik kolchi,,هووا نيت رايرجاعليك كولشي
diri khadma 7ora,,ديري خادما حورا
diri lbi3 ou chra 7ssan,,ديري لبيع و شرا حسّان
hna fin kanakhod hta ana pijamat,,هنا فين كاناخود هتا أنا پيجامات
had lhwayj ghzalinn,,هاد لحوايج غزالينّ
chkon li fat lih t3aml m3a had syda,,شكون لي فات ليه تعامل معا هاد سيدا
wach had siyida ma39oula?,,واش هاد سيييدا ماعقولا?
had lmakla wch chihaja mzyana ?,,هاد لماكلا وش شيحاجة مزيانا ?
wahd kayn 9odam darna,,واهد كاين قودام دارنا
kant 3ndo mama lbareh,,كانت عندو ماما لباره
howa li n9der ns7ek bih,,هووا لي نقدر نسحك بيه
khaski t7eti flous shiha,,خاسكي تحتي فلوس سهيها
chi 3am db makntch fsok,,شي عام دب ماكنتش فسوك
kayn mahal 9rib mn lcomisariya,,كاين ماهال قريب من لكوميسارييا
ache khask?,,أش خاسك?
biti chi me3loma,,بيتي شي معلوما
ana skna tmak,,أنا سكنا تماك
knt9da mn dok lmhalat,,كنتقدا من دوك لمهالات
khsk tchof tbib,,خسك تشوف تبيب
imta kaykon tbib?,,إمتا كايكون تبيب?
rah kol wahd wdamirou,,راه كول واهد وداميرو
hada kayfsar mn raso,,هادا كايفسار من راسو
hada ghaykon mochkil flklawi,,هادا غايكون موشكيل فلكلاوي
chrb lma bzaf,,شرب لما بزاف
matb9ach tchrab lma ta3 robini,,ماتبقاش تشراب لما تاع روبيني
chrab lma dyal l7anot,,شراب لما ديال لحانوت
b9a tchrab lma3dnos,,بقا تشراب لماعدنوس
ta7no m3a lma dyal l7anot,,تاحنو معا لما ديال لحانوت
charbo 3la rii9,,شاربو علا ريّق
khasak dawm 3lih dima,,خاساك داوم عليه ديما
chof wach l7ala ta3k t7asnat,,شوف واش لحالا تاعك تحاسنات
had chkel 3yan,,هاد شكل عيان
kayn wahd kehel wa3er,,كاين واهد كهل واعر
jm3i chwiya ochri mariyo dyal lkhcheb,,جمعي شوييا أُشري مارييو ديال لخشب
hadchi ghi lf9sa,,هادشي غي لفقسا
bghit nkhdem fchi mat3am,,بغيت نخدم فشي ماتعام
kay3jbni had lmaydan,,كايعجبني هاد لمايدان
3andi diplom omal9itch lkhdma,,عاندي ديپلوم أُمالقيتش لخدما
wach darori lm3rfa ?,,واش داروري لمعرفا ?
aslan libgha i9ate3 ay9ate3hom,,أسلان ليبغا إقاتع أيقاتعهوم
chkon hbsak dir mo9ata3a,,شكون هبساك دير موقاتاعا
3la wedek ghanjles hna,,علا ودك غانجلس هنا
wachnsiti bli lmgharba akfas cha3b,,واشنسيتي بلي لمغاربا أكفاس شاعب
3lach katgoul had lhadra 3la lmghrib ?,,علاش كاتڭول هاد لهادرا علا لمغريب ?
malhom mdmdmin wji3anin,,مالهوم مدمدمين وجيعانين
ga3 mamsow9in,,ڭاع مامسووقين
kaynin li kaydiro rashom mtowrin,,كاينين لي كايديرو راسهوم متوورين
machi lmoja li jat tdihom,,ماشي لموجا لي جات تديهوم
dayrin rashom 3ami9in,,دايرين راسهوم عاميقين
ma3dhomch m3a dakchi d lmo9ata3a,,ماعدهومش معا داكشي د لموقاتاعا
nsaw bli ghir lhayawan li ma3ndo mabadi2,,نساو بلي غير لهاياوان لي ماعندو ماباديء
kola wahd daba ou kifach dayr,,كولا واهد دابا و كيفاش داير
wach 3tatek laflous?,,واش عتاتك لافلوس?
mazal ma3tatni walou,,مازال ماعتاتني والو
khoud liha tiki dl boraq,,خود ليها تيكي دل بوراق
tsanaha hta terkeb.,,تساناها هتا تركب.
bzaf dial nass nasbo 3liya,,بزاف ديال ناسّ ناسبو علييا
