darija,eng,darija_ar
semra wch3erha mles,,سمرا وشعرها ملس
katehder bzaf,,كاتهدر بزاف
kant ghada terzini f flousi,,كانت غادا ترزيني ف فلوسي
katla9a ghir m3a lkawarit,,كاتلاقا غير معا لكاواريت
zher li 3endi ma3endch babah zher,,زهر لي عندي ماعندش باباه زهر
mabayn lia walou,,ماباين ليا والو
kaybanli ghan7bes,,كايبانلي غانحبس
hada jehdi flkhedma,,هادا جهدي فلخدما
dakchi li s3ib dertih,,داكشي لي سعيب درتيه
ghan3yt lik 3la sahbi,,غانعيت ليك علا ساهبي
douz 3endi l9ahwa,,دوز عندي لقاهوا
3endi lik wa7ed lbrikoul,,عندي ليك واحد لبريكول
jib lflous bach tkhalas 3la rasek,,جيب لفلوس باش تخالاس علا راسك
wach nchedhoum wla blash,,واش نشدهوم ولا بلاسه
3tini nemra dyal dar,,عتيني نمرا ديال دار
khliwni nty9n,,خليوني نتيقن
nta moul dow,,نتا مول دوو
lah ysahal 3lik f blasa khra,,الله يساهال عليك ف بلاسا خرا
ila marbawkch walidik ana n3awd lik trabi,,إلا مارباوكش واليديك أنا نعاود ليك ترابي
wach sakn chi hed hna?,,واش ساكن شي هد هنا?
zeggi m3aya,,زڭّي معايا
choufilia chi hed men ghir,,شوفيليا شي هد من غير
hia 3lamen kan9eleb,,هيا علامن كانقلب
3yti lia 3la bentek,,عيتي ليا علا بنتك
makan3refch had smiya,,ماكانعرفش هاد سمييا
ghadi nchereg had lwra9,,غادي نشرڭ هاد لوراق
finahwa recu bach khalasti,,فيناهوا ركو باش خالاستي
jawni chi fleus men bra,,جاوني شي فلوس من برا
wach 7alin wla mazal,,واش حالين ولا مازال
wach t9der tsakhar lia,,واش تقدر تساخار ليا
ma9rawna ta haja,,ماقراونا تا حاجة
koun ghir 3lamtini bkri,,كون غير علامتيني بكري
mane9der nfidek b ta haja daba,,مانقدر نفيدك ب تا حاجة دابا
li ma3endou hem katweldoulou 7martou,,لي ماعندو هم كاتولدولو حمارتو
ach had lougha bach kayhedrou,,أش هاد لوغا باش كايهدرو
d7ekna m3akoum nedemtouna,,دحكنا معاكوم ندمتونا
ach had lmoustawa,,أش هاد لموستاوا
maye9der y3awal 3likoum tawahed,,مايقدر يعاوال عليكوم تاواهد
chkoun nta bach dgouli had lhadra,,شكون نتا باش دڭولي هاد لهادرا
ach had 9elet trabi,,أش هاد قلت ترابي
chkoun nta bach tghawat 3lia,,شكون نتا باش تغاوات عليا
ma3endekch l7e9 dir haka,,ماعندكش لحق دير هاكا
lah ykawan mnek zre3 w zerri3a,,الله يكاوان منك زرع و زرّيعا
ga3ma l9it rajel ndzawaj bih,,ڭاعما لقيت راجل ندزاواج بيه
sir tl3eb m3a granek,,سير تلعب معا ڭرانك
ach khassek,,أش خاسّك
wach kanfalaw hnaya,,واش كانفالاو هنايا
jay ghir nsawal 3la wahed syda,,جاي غير نساوال علا واهد سيدا
kifach 9adiytek nta,,كيفاش قادييتك نتا
wach kayaklouk 3damek,,واش كاياكلوك عدامك
mazal mathannity,,مازال ماتهانّيتي
chrahrayn bach khrej men l7ebs,,شراهراين باش خرج من لحبس
3lach wa9ef m3ah mli makat3arfouch,,علاش واقف معاه ملي ماكاتعارفوش
banlia demdoumaa,,بانليا دمدوما
ghatb9aw djabdou lia hnaa,,غاتبقاو دجابدو ليا هنا
7ta dji wnchre7 lik,,حتا دجي ونشرح ليك
kant dima katehder m3aya,,كانت ديما كاتهدر معايا
ma3marni jawbtha,,ماعمارني جاوبتها
bghit ne3ref chkounahia,,بغيت نعرف شكوناهيا
sm3ini kima sma3t lik,,سمعيني كيما سماعت ليك
mez3out fiha,,مزعوت فيها
a7sen wa7ed fina,,أحسن واحد فينا
kayji dima flwa9t,,كايجي ديما فلواقت
kayna wla makaynach,,كاينا ولا ماكايناش
ma9dartch nji bekri,,ماقدارتش نجي بكري
lpatron makhlanich nkhrej,,لپاترون ماخلانيش نخرج
chdouh m3a bznaz,,شدوه معا بزناز
mab9ach 3edna bach n3ichou,,مابقاش عدنا باش نعيشو
ghda dir li bghiti,,غدا دير لي بغيتي
ghanmchi fhad tri9 tanosel,,غانمشي فهاد تريق تانوسل
tanel7eg 3lik ldar,,تانلحڭ عليك لدار
hadi dari,,هادي داري
kaynin lkraya,,كاينين لكرايا
maseknouch m3ana bzaf,,ماسكنوش معانا بزاف
che7al hadi bach mchaw,,شحال هادي باش مشاو
mchat tkemel 9raytha flkharij,,مشات تكمل قرايتها فلخاريج
3lach katehreb men koulchi,,علاش كاتهرب من كولشي
7med rbbi3la dakchi li 3endek,,حمد ربّيعلا داكشي لي عندك
ghda ghaykoun 7sen men lyoum,,غدا غايكون حسن من ليوم
jit ghir nfay9ak,,جيت غير نفايقاك
rah mazal l7al,,راه مازال لحال
wach nta mkhasem m3a koulchi,,واش نتا مخاسم معا كولشي
ma3endich nemra dyalk,,ماعنديش نمرا ديالك
ana rah kayn,,أنا راه كاين
bghitek wa7ed d9i9a,,بغيتك واحد دقيقا
makentch nawi nerje3,,ماكنتش ناوي نرجع
kandreb tamara bla natija,,كاندرب تامارا بلا ناتيجا
khasni ne3ref lmouchkil fin kayn,,خاسني نعرف لموشكيل فين كاين
mchit kan9eleb 3la rasi,,مشيت كانقلب علا راسي
t3elemt bzaf dyal l7wayj,,تعلمت بزاف ديال لحوايج
bghit nkoun insan ijabi,,بغيت نكون إنسان إجابي
jit lyouma b nedra khra,,جيت ليوما ب ندرا خرا
ma3raftch 3lach kangoulik had lhedra,,ماعرافتش علاش كانڭوليك هاد لهدرا
mesta3ed nt7emel lmas2oulia,,مستاعد نتحمل لماسأوليا
matwa9a3tch ndme3 mnek had lhadra,,ماتواقاعتش ندمع منك هاد لهادرا
akter chakhs mendabet,,أكتر شاخس مندابت
ana swalt 3lik,,أنا سوالت عليك
kaychehdou 3lik bkhir,,كايشهدو عليك بخير
ghadi terta7 kter,,غادي ترتاح كتر
yakma gelt chi haja kadehek,,ياكما ڭلت شي حاجة كادهك
lmochkil fia machi fnas,,لموشكيل فيا ماشي فناس
kent kanchouf denya ke7la,,كنت كانشوف دنيا كحلا
kanchouf ga3 nas khaybin,,كانشوف ڭاع ناس خايبين
kankhaf bzaf,,كانخاف بزاف
kaykhafou mni,,كايخافو مني
kent ghalta,,كنت غالتا
3raft bzaf dyal lhwayj li t3alamt menhoum,,عرافت بزاف ديال لحوايج لي تعالامت منهوم
9arart ntbadal,,قارارت نتبادال
sm7lia dya3t lik we9tek,,سمحليا دياعت ليك وقتك
walakin ana fin ghadi,,والاكين أنا فين غادي
hadchi makanch khassou yew9e3,,هادشي ماكانش خاسّو يوقع
ana li dertjha lrasi,,أنا لي درتجها لراسي
ma3raftch kifach dert ta wsalt lhadchi,,ماعرافتش كيفاش درت تا وسالت لهادشي
kifach bdina,,كيفاش بدينا
kent 3aych bikhir,,كنت عايش بيخير
dareb deya b rekla,,دارب ديا ب ركلا
koula mra wfin,,كولا مرا وفين
had lmera ghandawazhalk,,هاد لمرا غانداوازهالك
t9dri tsawli 3lia,,تقدري تساولي عليا
koulchi ychouf fia,,كولشي يشوف فيا
dbarti 3lia,,دبارتي عليا
bayna fiha mesmouma,,باينا فيها مسموما
lbe9 mayzhe9,,لبق مايزهق
achnou dertlikom ana,,أشنو درتليكوم أنا
kanmchi sba7 w3chia,,كانمشي سباح وعشيا
makay3jabnich nkhdem m3ah,,ماكايعجابنيش نخدم معاه
bgha yebni mouste9balou,,بغا يبني موستقبالو
3la l2a9al dir chi haja,,علا لأقال دير شي حاجة
mchaw lihoum floushoum,,مشاو ليهوم فلوسهوم
malha m3ah,,مالها معاه
7atta 3lik,,حاتّا عليك
achnou bgha mnek,,أشنو بغا منك
khassek dzid tkhdem,,خاسّك دزيد تخدم
bnadem 3endou tomo7,,بنادم عندو توموح
bla fhamat zayda,,بلا فهامات زايدا
ma3raftch kifach,,ماعرافتش كيفاش
khasna chwia dlwa9t,,خاسنا شويا دلواقت
wllit 7adiha,,ولّيت حاديها
che7al daz dyal lwa9t,,شحال داز ديال لواقت
ghir kanchouf men b3id,,غير كانشوف من بعيد
mafrasi mayt3awed,,مافراسي مايتعاود
ghir kanchoufou kanbda nd7ek,,غير كانشوفو كانبدا ندحك
dayr b7ala msati chwia,,داير بحالا مساتي شويا
wlity katerje3 m3atal,,وليتي كاترجع معاتال
ljew dyal lkhedma 3ajebni,,لجو ديال لخدما عاجبني
dima kayji m3atal,,ديما كايجي معاتال
wleftha o welfatni,,ولفتها أُ ولفاتني
wlit kanchoufha dima,,وليت كانشوفها ديما
wlit kansme7 f koulchi,,وليت كانسمح ف كولشي
wlity 3niba,,وليتي عنيبا
3ajebni l7al,,عاجبني لحال
fach sahi,,فاش ساهي
writha tsawer,,وريتها تساور
kat3jebni mli kat3asab,,كاتعجبني ملي كاتعاساب
hadchi mektab lah,,هادشي مكتاب الله
wchnou ghangoul ana,,وشنو غانڭول أنا
makayn lach tkhaf,,ماكاين لاش تخاف
3a9l 3la nhar tla9ina,,عاقل علا نهار تلاقينا
jay ntberra men weldkoum,,جاي نتبرّا من ولدكوم
jay nokhteb,,جاي نوختب
mnin jebti hadchi,,منين جبتي هادشي
talbin raghbin,,تالبين راغبين
hia taj rasi,,هيا تاج راسي
ghanzidoukoum ghir llkhir,,غانزيدوكوم غير اللخير
d3iw lihoum b tisir,,دعيو ليهوم ب تيسير
maghadich ntchertou 3likoum,,ماغاديش نتشرتو عليكوم
makayhemounach lflous,,ماكايهموناش لفلوس
lflous wsekh denya,,لفلوس وسخ دنيا
khasou ythala fiha 7yatou kamla,,خاسو يتهالا فيها حياتو كاملا
mageltou 3ib,,ماڭلتو عيب
fin ghatsekenha,,فين غاتسكنها
chwia b chwia,,شويا ب شويا
3acht f wa7ed lmostawa 3ali,,عاشت ف واحد لموستاوا عالي
7sliha tb9a f darhoum,,حسليها تبقا ف دارهوم
tana ghanjinsken m3akoum,,تانا غانجينسكن معاكوم
bla mady3 lia we9ti,,بلا ماديع ليا وقتي
jme3 lwa9fa nmchiw b7alna,,جمع لواقفا نمشيو بحالنا
mchaw b7alhoum,,مشاو بحالهوم
li bghtih ndirouh,,لي بغتيه نديروه
derna lyd f lyed,,درنا ليد ف ليد
t3awenna 3la sghira wlkbira,,تعاونّا علا سغيرا ولكبيرا
kant3awdou nooukat,,كانتعاودو نووكات
tawa7ed maghayw9ef f tri9na,,تاواحد ماغايوقف ف تريقنا
khdina tomobil,,خدينا توموبيل
bghat tchoufni merta7,,بغات تشوفني مرتاح
thanit men lmachakil,,تهانيت من لماشاكيل
makentch dayr b7sabkoum,,ماكنتش داير بحسابكوم
jerbouni matkhafouch,,جربوني ماتخافوش
sbert m3akoum bzaf,,سبرت معاكوم بزاف
t3etelna bzaf,,تعتلنا بزاف
kaydirou likoum dakchi li bghitou,,كايديرو ليكوم داكشي لي بغيتو
ntouma li jat m3akoum,,نتوما لي جات معاكوم
ta7ed mal9aaha kifma bghaha,,تاحد مالقاها كيفما بغاها
7na li msaken,,حنا لي مساكن
mra b 39elha,,مرا ب عقلها
ghanchoufouhci whda t3awenna,,غانشوفوهسي وهدا تعاونّا
7na li 3arfin b7e9houm,,حنا لي عارفين بحقهوم
malkoum tsdemtou,,مالكوم تسدمتو
fay9a m3atla,,فايقا معاتلا
mathderch m3aya hkak,,ماتهدرش معايا هكاك
koula wjehdou,,كولا وجهدو
khasni chi wahed mjhed,,خاسني شي واهد مجهد
mabghitich tfhem,,مابغيتيش تفهم
chouf chi khedma 3la 9dek,,شوف شي خدما علا قدك
ana hna merta7,,أنا هنا مرتاح
7na mamrta7inch,,حنا مامرتاحينش
maghatb9ach m3ana,,ماغاتبقاش معانا
kadjeri 3lia b lfen,,كادجري عليا ب لفن
hadchi bl3lali,,هادشي بلعلالي
diha f jiha darak,,ديها ف جيها داراك
gles f blastek,,ڭلس ف بلاستك
koulchi 3tani b dher,,كولشي عتاني ب دهر
ana wyak b7al b7al,,أنا وياك بحال بحال
3aychin bikhir,,عايشين بيخير
dir b7ala makayn tahaja,,دير بحالا ماكاين تاحاجة
bagha t9li lia sem,,باغا تقلي ليا سم
rje3 kima kenti,,رجع كيما كنتي
ghan3awedou men lawal,,غانعاودو من لاوال
ta7ed masa9 lkhbar,,تاحد ماساق لخبار
tel3at mra wnes,,تلعات مرا ونس
nhari wla ghir kayt3awed,,نهاري ولا غير كايتعاود
ne7s tabe3ni,,نحس تابعني
kan7awel n3amar w9ti bachma kann,,كانحاول نعامار وقتي باشما كانّ
makaytsretch lia,,ماكايتسرتش ليا
t9il 3la l9elb,,تقيل علا لقلب
ana merta7 b7al haka,,أنا مرتاح بحال هاكا
achnou tchreb,,أشنو تشرب
mazal baghi n3ich,,مازال باغي نعيش
mali 3la hadchi kaml,,مالي علا هادشي كامل
ban 3ibek,,بان عيبك
wlity kat3ayrni,,وليتي كاتعايرني
rbi li 3alem bia,,ربي لي عالم بيا
nzel 3endi w7es bia,,نزل عندي وحس بيا
