darija,eng,darija_ar
axmen xhr n9dr n3rf,,أشمن شهر نقدر نعرف
katkon natija m2akda fi 5,,كاتكون ناتيجا مأكدا في 5
bghit manmxi l3nd had,,بغيت مانمشي لعند هاد
xrit 9amija,,شريت قاميجا
nmxi n3rf ljins,,نمشي نعرف لجينس
mafihach chak hadi la5ra,,مافيهاش شاك هادي لاخرا
lkhamas kibda ythark,,لخاماس كيبدا يتهارك
nari hwij lbnat zwinin,,ناري هويج لبنات زوينين
xhal satawni hiwij lbniyat,,شهال ساتاوني هيويج لبنييات
hwij wa3rin,,هويج واعرين
nti ach khbarak,,نتي أش خباراك
xwiya osf bnadm ki3adi,,شوييا أُسف بنادم كيعادي
bnadm makirhmx,,بنادم ماكيرهمش
kol lmra tsm3i klma,,كول لمرا تسمعي كلما
tkmdiha fi 4lbk otsokti,,تكمديها في 4لبك أُتسوكتي
kayatzado sghar bzzf,,كاياتزادو سغار بزّف
ba9i lhal 3la xaryan,,باقي لحال علا شاريان
laksawi mzl 3lihom lhal,,لاكساوي مزل عليهوم لحال
ghi hiya mswaba,,غي هييا مسوابا
dak xi ta3 swab,,داك شي تاع سواب
swab 3awtanii,,سواب عاوتانيّ
lkrars rah 4alin,,لكرارس راه 4الين
hta howa db ki9alb,,هتا هووا دب كيقالب
ghayabghi sahbo,,غايابغي ساهبو
sf ntsana hta nxof,,سف نتسانا هتا نشوف
la ana bghit sahbti,,لا أنا بغيت ساهبتي
wax bditi katxri ola ba9i,,واش بديتي كاتشري أُلا باقي
fin kaya3tiwni l9yas,,فين كاياعتيوني لقياس
la9yas dyal roda3,,لاقياس ديال روداع
chrit ghir chi haja,,شريت غير شي حاجة
5odih 9lil,,خوديه قليل
hadik ghatfassal,,هاديك غاتفاسّال
lbarh 5rajt ntmaxa,,لباره خراجت نتماشا
sawmt whda 4al liya 38 alf,,ساومت وهدا 4ال لييا 38 ألف
la ghi fiha dak lkorsi,,لا غي فيها داك لكورسي
lkorsi li kirkb fi tonobil,,لكورسي لي كيركب في تونوبيل
l9it whda fiha jojat bi 38,,لقيت وهدا فيها جوجات بي 38
diik namosiya sghira,,ديّك ناموسييا سغيرا
hta hiya mkarfsa,,هتا هييا مكارفسا
tkarfis fiha bzaf,,تكارفيس فيها بزاف
whda bohdha bi 28,,وهدا بوهدها بي 28
rah sghar 3la hadxi,,راه سغار علا هادشي
lkarossa mzl mafakrna fiha,,لكاروسّا مزل مافاكرنا فيها
mafakarnax fi smiya,,مافاكارناش في سمييا
rah hadak d tomobil,,راه هاداك د توموبيل
li ghali bzaf howa lkorsi,,لي غالي بزاف هووا لكورسي
layam lawla ghatkon ghir dar,,لايام لاولا غاتكون غير دار
krosa katdf3,,كروسا كاتدفع
saraha wa3ra,,ساراها واعرا
4alya 3lihom bzaf,,4اليا عليهوم بزاف
fach mchit,,فاش مشيت
3and ayt ami,,عاند أيت أمي
galo liya ah,,ڭالو لييا أه
ghir ghadi3i fih,,غير غاديعي فيه
ah ghir matkatrich,,أه غير ماتكاتريش
ama lajiti txri,,أما لاجيتي تشري
kolxi ma4adi txayti,,كولشي ما4ادي تشايتي
walo lwlada,,والو لولادا
bhl had xi l4ali,,بهل هاد شي ل4الي
hsn yhayd db,,هسن يهايد دب
ana 4lt nxri lbyad,,أنا 4لت نشري لبياد
ba9a m3rft xkon hsan,,باقا معرفت شكون هسان
l4ri zwin 3la lbyad,,ل4ري زوين علا لبياد
3andi blakar ta3 sbabt,,عاندي بلاكار تاع سبابت
lamraya kbira 4adi nhaydha,,لامرايا كبيرا 4ادي نهايدها
5iba sba4a ta3 dar,,خيبا سبا4ا تاع دار
kant bagha ndirha fi lhayt,,كانت باغا نديرها في لهايت
n5ayt liha caftan m3aya,,نخايت ليها كافتان معايا
kbir howa bzaf,,كبير هووا بزاف
fach ghandir lma3n,,فاش غاندير لماعن
safi hta howa mzyan,,سافي هتا هووا مزيان
makaynach blasto fi lbit,,ماكايناش بلاستو في لبيت
diri lih m3ak f lmario,,ديري ليه معاك ف لماريو
kon jat 3liya kon kmlt,,كون جات علييا كون كملت
lhwij mzl3in,,لهويج مزلعين
rajl mab4a yxri walo,,راجل ماب4ا يشري والو
5ls jat hoka,,خلس جات هوكا
m3a had l2azma lharaka 3ayana,,معا هاد لأزما لهاراكا عايانا
kibn liya ghi mjar kafi,,كيبن لييا غي مجار كافي
plakar ndir lih fih hwijo,,پلاكار ندير ليه فيه هويجو
hta nswro lik rah kbir,,هتا نسورو ليك راه كبير
4oli liya wax lay9,,4ولي لييا واش لايق
ah s3iiba njara,,أه سعيّبا نجارا
lba9i khlliwh,,لباقي خلّيوه
hta tchofo lcadoyat,,هتا تشوفو لكادويات
matalbas fihom walo,,ماتالباس فيهوم والو
yb9a day3,,يبقا دايع
la maxit lbnimelal,,لا ماشيت لبنيملال
dart b na9as,,دارت ب ناقاس
la maja walo chriw,,لا ماجا والو شريو
ba9a hna wlla mchiti,,باقا هنا ولّا مشيتي
5aytih kbir yb9a lik xhal,,خايتيه كبير يبقا ليك شهال
xwiya ta3 lmalha,,شوييا تاع لمالها
hta 6 xhor 3ad wakliha,,هتا 6 شهور عاد واكليها
ta lahwayaj matkatrihomx,,تا لاهواياج ماتكاتريهومش
matfotich joj byasat,,ماتفوتيش جوج بياسات
joj tabdilat safi,,جوج تابديلات سافي
rtahiti chwiya db,,رتاهيتي شوييا دب
kolxi 5as ytsas,,كولشي خاس يتساس
rak hadr nadr,,راك هادر نادر
bhra salit lma3n,,بهرا ساليت لماعن
kamlin 4slthom,,كاملين 4سلتهوم
oba9i liya tstaf,,أُباقي لييا تستاف
lfrax n9i,,لفراش نقي
kolxi jabdah,,كولشي جابداه
khayab hadak no3,,خاياب هاداك نوع
hiya li 3andi,,هييا لي عاندي
xhal mn xhar,,شهال من شهار
3rafto kin fi dawra,,عرافتو كين في داورا
hta hna 3andna had l3am,,هتا هنا عاندنا هاد لعام
ah hit t3atalto,,أه هيت تعاتالتو
hadi katahsab zwin,,هادي كاتاهساب زوين
kin wahd sra9 zit,,كين واهد سراق زيت
sara9 zit sghir,,ساراق زيت سغير
maxi bhal hadak li 3ndna,,ماشي بهال هاداك لي عندنا
rah 3 xhor,,راه 3 شهور
jit l9it dar 3amra,,جيت لقيت دار عامرا
sara9 zit ktir,,ساراق زيت كتير
makin fin thoti wali,,ماكين فين تهوتي والي
makin fin thot rjlk,,ماكين فين تهوت رجلك
ana nsawlo onjwbk,,أنا نساولو أُنجوبك
d5ol so9 rask,,دخول سوق راسك
wax hyatk hadi,,واش هياتك هادي
sir ba3d meni,,سير باعد مني
maxi xo4lk,,ماشي شو4لك
ghir nwaslo l dar,,غير نواسلو ل دار
la ana yalah bdat,,لا أنا يالاه بدات
whda fi grop,,وهدا في ڭروپ
bhra 3abdha xhrin,,بهرا عابدها شهرين
kamlt kolxi bxryan,,كاملت كولشي بشريان
4lst ktsna,,4لست كتسنا
katsna twld,,كاتسنا تولد
ana kn5roj kanrj3,,أنا كنخروج كانرجع
kns5f o rja3,,كنسخف أُ رجاع
rj3 blama nxri walo,,رجع بلاما نشري والو
bghit na5od télé,,بغيت ناخود تéلé
o ma3rftx fin,,أُ ماعرفتش فين
li mzyan sawli 3lih,,لي مزيان ساولي عليه
ya5do liya mosarafa,,ياخدو لييا موسارافا
wax redmi 10 5g mzn ola la,,واش ردمي 10 خڭ مزن أُلا لا
sir 9di xo4lk orja3,,سير قدي شو4لك أُرجاع
wax zwin lkod,,واش زوين لكود
hsn samsung fi l5dma,,هسن سامسونڭ في لخدما
wa lah yjib lina raz9,,وا الله يجيب لينا رازق
na5do bihom kokxi,,ناخدو بيهوم كوكشي
hadok rah kayzido,,هادوك راه كايزيدو
kizido fih bzzf,,كيزيدو فيه بزّف
hta tsali oswru,,هتا تسالي أُسورو
sawri liya l9fatn,,ساوري لييا لقفاتن
wakha db nchof,,واخا دب نشوف
ntxawfo chi w9ita,,نتشاوفو شي وقيتا
ndir lik les audios,,ندير ليك لس وديوس
lah yarbi lah 4a3 had xi,,الله ياربي الله 4اع هاد شي
bach mansa ax bghiti,,باش مانسا أش بغيتي
manxri lik walo,,مانشري ليك والو
ba9i lhal,,باقي لحال
hit hta les modules,,هيت هتا لس مودولس
kayatbadlo lksawi,,كاياتبادلو لكساوي
ghaykon bhalo,,غايكون بهالو
diha ghir f sahtak,,ديها غير ف ساهتاك
bsahtak zwinin,,بساهتاك زوينين
tlbsihom bi saha,,تلبسيهوم بي ساها
tlbsihom bi raha,,تلبسيهوم بي راها
tol l3omor in xa2a lah,,تول لعومور إن شاأ الله
imta ghatwaldi,,إمتا غاتوالدي
iwa rah ba9i,,إوا راه باقي
lwa9t 5yabt,,لواقت خيابت
hta l chhar 12,,هتا ل شهار 12
chri br5a 3abdk lwa9t,,شري برخا عابدك لواقت
machi mochkil sahtak awla,,ماشي موشكيل ساهتاك أولا
sahtak hiya lawla,,ساهتاك هييا لاولا
hit db bnadm nzal,,هيت دب بنادم نزال
knhs bih habt ltaht,,كنهس بيه هابت لتاهت
ana 5ft ghi nzid nt9l onwhl,,أنا خفت غي نزيد نتقل أُنوهل
l5dma zwina katbn,,لخدما زوينا كاتبن
katban liya mt9ona,,كاتبان لييا متقونا
ana rah ba9a ma3rft,,أنا راه باقا ماعرفت
ax ndir tob ba9i maxrito,,أش ندير توب باقي ماشريتو
nti kib9at rjlak,,نتي كيبقات رجلاك
yakma ta9lti bzaf,,ياكما تاقلتي بزاف
kijatak ba3da,,كيجاتاك باعدا
lkhdma fniwna,,لخدما فنيونا
maxi bdarora,,ماشي بدارورا
hta ykml kolxi,,هتا يكمل كولشي
yalah jabathom,,يالاه جاباتهوم
ana rah kntsna fik,,أنا راه كنتسنا فيك
ax 4adi diri hhh,,أش 4ادي ديري ههه
fin nwld hiya lawla,,فين نولد هييا لاولا
xhl b9a lik,,شهل بقا ليك
3andak twldi,,عانداك تولدي
diha f sahtak,,ديها ف ساهتاك
rah kayna,,راه كاينا
galtiha liya,,ڭالتيها لييا
mlli iwajdo,,ملّي إواجدو
ywajdo goliha liya,,يواجدو ڭوليها لييا
baraka laho fik akhti,,باراكا لاهو فيك أختي
binma wladt,,بينما ولادت
wayh hadok,,وايه هادوك
ila hdithom moxkila,,إلا هديتهوم موشكيلا
kan4ol wax 4a3 had xi,,كان4ول واش 4اع هاد شي
kiwjdo bnadm,,كيوجدو بنادم
wach ghatwaldi hna,,واش غاتوالدي هنا
wlla tma,,ولّا تما
hta malin dar,,هتا مالين دار
kano jaw,,كانو جاو
hanina lihom 9bal,,هانينا ليهوم قبال
ana had sa3a,,أنا هاد ساعا
tkmxt mara mara,,تكمشت مارا مارا
tantfakr 5asni nxri lih,,تانتفاكر خاسني نشري ليه
ghi maylbs,,غي مايلبس
fax ytzad,,فاش يتزاد
lba9i yjibo lah,,لباقي يجيبو الله
hta l nhar akhor 3ad hnit,,هتا ل نهار أخور عاد هنيت
kindir ldak sbo3,,كيندير لداك سبوع
3oram dt5rbi9o,,عورام دتخربيقو
ax ndir fi lfaran,,أش ندير في لفاران
sabo3 drtih,,سابوع درتيه
dak t5arbi9 ta3 n9ix,,داك تخاربيق تاع نقيش
tlbsi l9oftan,,تلبسي لقوفتان
la drto fi lwa9t,,لا درتو في لواقت
kibn liya nhdr fih bohdi,,كيبن لييا نهدر فيه بوهدي
iwa 5aliha 3la lah,,إوا خاليها علا الله
kn4ol ba3d lmarat bena9s,,كن4ول باعد لمارات بناقس
kan4ol nsa hadxi,,كان4ول نسا هادشي
blama nsd3 rasi,,بلاما نسدع راسي
5ali hta ytzad,,خالي هتا يتزاد
nxof ax 4adi ytra,,نشوف أش 4ادي يترا
hta twjad blax,,هتا توجاد بلاش
whda dak nhar l9itha 3and tbib,,وهدا داك نهار لقيتها عاند تبيب
jaya ba4a t3rf wax 3andha bniya,,جايا با4ا تعرف واش عاندها بنييا
bax txri liha dhab,,باش تشري ليها دهاب
4alt liya n5roj menhna lswi9a,,4الت لييا نخروج منهنا لسويقا
nmxi 3and dhaybi,,نمشي عاند دهايبي
hta ana fxalt,,هتا أنا فشالت
gol madart walo,,ڭول مادارت والو
ghir hnnit,,غير هنّيت
hit galo liya darori,,هيت ڭالو لييا داروري
ama hiya 5ayba,,أما هييا خايبا
za3ma bach ndir hafla,,زاعما باش ندير هافلا
nakri lgalssa kada nn,,ناكري لڭالسّا كادا الن
sbo3 hahna knwjdo lih,,سبوع هاهنا كنوجدو ليه
kanchofo fihom,,كانشوفو فيهوم
matkhafich db rbi iyasser,,ماتخافيش دب ربي إياسّر
gol raj3in daghya,,ڭول راجعين داغيا
kib9iti kib9at arije,,كيبقيتي كيبقات أريج
hta tnfsi otsarahi,,هتا تنفسي أُتساراهي
4oli liya dak xi kidayr,,4ولي لييا داك شي كيداير
ana bhra xada tri9 lswlm,,أنا بهرا شادا تريق لسولم
wayh a5ti dak xi nit,,وايه أختي داك شي نيت
li 4adi ndir tana,,لي 4ادي ندير تانا
nthna blma sd3 rasi,,نتهنا بلما سدع راسي
rasi darni asln,,راسي دارني أسلن
mab9itx kn9dr nzid,,مابقيتش كنقدر نزيد
joj 5atwat bi sa5fa,,جوج خاتوات بي ساخفا
zadni tbib 4al liya ma3ndkx lmana3a,,زادني تبيب 4ال لييا ماعندكش لماناعا
lmana3a makinx,,لماناعا ماكينش
lmana3a ta3 wahd lmard,,لماناعا تاع واهد لمارد
wlit n5f n5roj,,وليت نخف نخروج
3la slamtak mli tfakiti,,علا سلامتاك ملي تفاكيتي
lah y9awmk bi salama,,الله يقاومك بي سالاما
lah yhfad lik bnytk,,الله يهفاد ليك بنيتك
traba fi 3azakom,,ترابا في عازاكوم
in xa2a lah yarbi,,إن شاأ الله ياربي
wach kayna f dar,,واش كاينا ف دار
xwiya ba9i fiya lhri9,,شوييا باقي فييا لهريق
lhmdolah lilah 3la kol hal,,لهمدولاه ليلاه علا كول هال
lah ysmh lina men lwalidin,,الله يسمه لينا من لواليدين
waxrboh liya lma,,واشربوه لييا لما
zit fih xi dwa,,زيت فيه شي دوا
yakma ydro a5ti,,ياكما يدرو أختي
ah rah 3twh xwiya,,أه راه عتوه شوييا
ghi nhr l3id bohdo,,غي نهر لعيد بوهدو
wax kifma jiti l9itih,,واش كيفما جيتي لقيتيه
drti liha l9wilb,,درتي ليها لقويلب
ta3 s5ana,,تاع سخانا
hit kixdha xwiya,,هيت كيشدها شوييا
kibda yhmar,,كيبدا يهمار
ta dak nhar,,تا داك نهار
jani twil,,جاني تويل
o yxad fi l4awta,,أُ يشاد في ل4اوتا
bzaz bax knskto,,بزاز باش كنسكتو
bghit nswlk 3la jalba ta3 xahrin,,بغيت نسولك علا جالبا تاع شاهرين
mrd liya dari,,مرد لييا داري
la mayatra lih walo,,لا ماياترا ليه والو
ah 9lil bzzf,,أه قليل بزّف
ana fiya sokar,,أنا فييا سوكار
wax dak xi kafi olala,,واش داك شي كافي أُلالا
ba9i 3la lmakla,,باقي علا لماكلا
walakin li xdha kidiha lfomo,,والاكين لي شدها كيديها لفومو
mabghitx nkrfso,,مابغيتش نكرفسو
tkarfis fi transport,,تكارفيس في ترانسپورت
5la3ni had sbah,,خلاعني هاد سباه
hta lmara li fatata tl3at lih s5ana,,هتا لمارا لي فاتاتا تلعات ليه سخانا
fata nsayh,,فاتا نسايه
kn4ol liha 9lbih kat4ol liya la,,كن4ول ليها قلبيه كات4ول لييا لا
rah 3adi haka tfar9i 3lih,,راه عادي هاكا تفارقي عليه
kikono sf maykt,,كيكونو سف مايكت
ht kan 4adi ymxi fiha,,هت كان 4ادي يمشي فيها
kina 3andha hiya,,كينا عاندها هييا
4alt lia 3adi dak xi,,4الت ليا عادي داك شي
ghi iji boh ondiwh nxof malo,,غي إجي بوه أُنديوه نشوف مالو
otzd nisbat nawm 3ndo,,أُتزد نيسبات ناوم عندو
hta rada3a mab4a yrd3,,هتا راداعا ماب4ا يردع
lmakla ba9i makiyakol,,لماكلا باقي ماكيياكول
bhra 3ando 3m 26j,,بهرا عاندو عم ء6ج
wla hta katl3 s5ana 3ad kidar,,ولا هتا كاتلع سخانا عاد كيدار
ah ba9a hna,,أه باقا هنا
howa ba9i lhih,,هووا باقي لهيه
hiya hta sm3tni dwit,,هييا هتا سمعتني دويت
4ltha lwldha,,4لتها لولدها
3ad 4alt liya ah ndiwh,,عاد 4الت لييا أه نديوه
rah nshb 4adi yfoto lhal,,راه نسهب 4ادي يفوتو لحال
had xi mli twl 5aso ymxi,,هاد شي ملي تول خاسو يمشي
nn ghir hadra,,الن غير هادرا
labnat hdana f nafs l'age,,لابنات هدانا ف نافس ل'اڭ
dyalha daro kolchi flwa9t,,ديالها دارو كولشي فلواقت
ghi lah yrzo9na men 3ando,,غي الله يرزوقنا من عاندو
lah y3tina hosn l5atima osf,,الله يعتينا هوسن لخاتيما أُسف
ama lmot 9riba bzaf,,أما لموت قريبا بزاف
ki4olo lbnat damhom t9il,,كي4ولو لبنات دامهوم تقيل
maxi bhal drari,,ماشي بهال دراري
rah hadchi kin,,راه هادشي كين
lwa9i3 mor,,لواقيع مور
sfti liya hta lxhr jay,,سفتي لييا هتا لشهر جاي
yalah had xhar bdit,,يالاه هاد شهار بديت
jam3athom kamlin,,جامعاتهوم كاملين
mafhamtch bli zalzal,,مافهامتش بلي زالزال
3la dakchi li taygolo,,علا داكشي لي تايڭولو
wax bntk wlat ktw9f,,واش بنتك ولات كتوقف
ola kathwl tw9f,,أُلا كاتهول توقف
xada fi xi haja,,شادا في شي حاجة
la ba9a mamxat,,لا باقا مامشات
bdat katahbo,,بدات كاتاهبو
kataw9af m3a tabla,,كاتاوقاف معا تابلا
ana wldi kihbo db,,أنا ولدي كيهبو دب
ba9i ki4lb 3lih raso,,باقي كي4لب عليه راسو
xwiya la4ls kitih,,شوييا لا4لس كيتيه
3wj kitih bzarba,,عوج كيتيه بزاربا
ah machi mochkil,,أه ماشي موشكيل
li kithz bzaf makizidx,,لي كيتهز بزاف ماكيزيدش
makiyhbox bzarba dari,,ماكييهبوش بزاربا داري
ah galt liya mn lhazan,,أه ڭالت لييا من لهازان
ama dhar ma3ando hta 4ala9a,,أما دهار ماعاندو هتا 4الاقا
makannach kanrakboha,,ماكانّاش كانراكبوها
bahra wllina kanrakboha,,باهرا ولّينا كانراكبوها
tanrakboha bzaf,,تانراكبوها بزاف
bitawfik mosaba9an,,بيتاوفيك موساباقان
mhm ila bghiti xi haja marhba,,مهم إلا بغيتي شي حاجة مارهبا
4oliha lyom,,4وليها ليوم
4da msafra,,4دا مسافرا
4adi ndfa3 lviza,,4ادي ندفاع لڤيزا
fi had lyomayn nmxi,,في هاد ليوماين نمشي
ana db khdit baliza,,أنا دب خديت باليزا
wahda ghir sghira,,واهدا غير سغيرا
tandipani biha,,تانديپاني بيها
y9adro malin dar yjiw,,يقادرو مالين دار يجيو
ijiw 3adi fi chhar 12,,إجيو عادي في شهار 12
khali hta nchofo,,خالي هتا نشوفو
fi xhar 11 ola 12,,في شهار 11 أُلا 12
katji na9sa men 3andhom,,كاتجي ناقسا من عاندهوم
bach jiboha lik kit3atlo,,باش جيبوها ليك كيتعاتلو
ijiboha liya m3ahom,,إجيبوها لييا معاهوم
hit wakha nakhadha db,,هيت واخا ناخادها دب
sawltha tjawbni,,ساولتها تجاوبني
nsawl onrad 3lik,,نساول أُنراد عليك
tznzlti xwiya,,تزنزلتي شوييا
makayanach lijibha liya,,ماكاياناش ليجيبها لييا
wax maditohx ltbib,,واش ماديتوهش لتبيب
3and slimani la ?,,عاند سليماني لا ?
wahd l2istixara 9anoniya,,واهد لإستيشارا قانونييا
swlt 5ti db,,سولت ختي دب
4alt liya ba9a,,4الت لييا باقا
madart walo hta tsali,,مادارت والو هتا تسالي
3ad thdar m3a siyda,,عاد تهدار معا سييدا
