darija,eng,darija_ar
sedatkom ghadin,,سداتكوم غادين
la dima raja,,لا ديما راجا
kat3rfi tghani,,كاتعرفي تغاني
anmchi eand sahbty mrida,,أنمشي إاند ساهبتي مريدا
chtak dawi meah gbila,,شتاك داوي ماه ڭبيلا
la rah mchaw,,لا راه مشاو
jaw l3rosat,,جاو لعروسات
nari kynin edna nas bzaf,,ناري كينين إدنا ناس بزاف
3lche kolchi tyfdal yahrab,,علش كولشي تيفدال ياهراب
yhrg mne tri9 torkya wlbbhar,,يهرڭ من تريق توركيا ولبّهار
la wkha tyban li.,,لا وخا تيبان لي.
howa shle ila mchiti fchi w9te ltykon fiha,,هووا سهل إلا مشيتي فشي وقت لتيكون فيها
hadi hsn mn tamara ta3 l4abat,,هادي هسن من تامارا تاع ل4ابات
yalah wajdt wahd tajine,,يالاه واجدت واهد تاجين
bghiti ndih ldok nass,,بغيتي نديه لدوك ناسّ
li ba3o raser btajin,,لي باعو راسر بتاجين
tah lya tehares jiw,,تاه ليا تهارس جيو
ntoma ou rba3a ajiw l7esoh,,نتوما و رباعا أجيو لحسوه
s3ib tel9aw chi jarida,,سعيب تلقاو شي جاريدا
wela sahafi heder 3la hadch,,ولا ساهافي هدر علا هادش
bach t3arfo lhis lkapa fin wesal fhad l i9lim,,باش تعارفو لهيس لكاپا فين وسال فهاد ل إقليم
b9at f bla bla kadir dawer nazaha,,بقات ف بلا بلا كادير داور نازاها
ounta chfar kbir,,ونتا شفار كبير
wla s3ib lhal wana kangol mlkom,,ولا سعيب لحال وانا كانڭول ملكوم
mchiti fiha daba,,مشيتي فيها دابا
laghadi ifter bih hwa,,لاغادي إفتر بيه هوا
3e9lo golo 3awtani ghi kankheref,,عقلو ڭولو عاوتاني غي كانخرف
chofo choha,,شوفو شوها
ghadi nchofo chkon ba3 lmatch,,غادي نشوفو شكون باع لماتش
nchofo rjal mn 9chor danjal,,نشوفو رجال من قشور دانجال
li sawet 3la hadchi,,لي ساوت علا هادشي
ghadi n7toh flwajiha,,غادي نحتوه فلواجيها
kha2in ndowzoh,,خاإن ندووزوه
fo9 l3marya bhal xi 3ris,,فوق لعماريا بهال شي عريس
jam3at laflous wmxat,,جامعات لافلوس ومشات
wx jm3ti l3a9a,,وش جمعتي لعاقا
wx bghiti tjm3 lflous,,وش بغيتي تجمع لفلوس
momkin ghir howa jib wr9a,,مومكين غير هووا جيب ورقا
iwa sir 3nfhom wkhodha,,إوا سير عنفهوم وخودها
khditi lkora,,خديتي لكورا
wx khditi lflous,,وش خديتي لفلوس
khditi dylak wla la ?,,خديتي ديلاك ولا لا ?
mojoda gha hna wsaf,,موجودا غا هنا وساف
ana f café bhal sarbay,,أنا ف كافé بهال سارباي
ana msali dima,,أنا مسالي ديما
lhob zwin,,لهوب زوين
wx nta kthab,,وش نتا كتهاب
whabit wndamt,,وهابيت وندامت
wlmhm bnt zwina,,ولمهم بنت زوينا
mrati knbghik,,مراتي كنبغيك
lwalida knbghik bzaf,,لواليدا كنبغيك بزاف
xhal bx karri,,شهال بش كارّي
wx nta kari tma?,,وش نتا كاري تما?
krit m3a whd akhor,,كريت معا وهد أخور
lmhm xftk o3jbtini,,لمهم شفتك أُعجبتيني
li3jab awal mra,,ليعجاب أوال مرا
wx 3jbtak nit,,وش عجبتاك نيت
n3sst bkri,,نعسّت بكري
wdoz hd lila,,ودوز هد ليلا
wdoz gheda sbah,,ودوز غدا سباه
hta l3xoya wdoz,,هتا لعشويا ودوز
wmxit ndir lmazot,,ومشيت ندير لمازوت
xrit janbala,,شريت جانبالا
wchrit maticha,,وشريت ماتيشا
wx xriti téléphone,,وش شريتي تéلéپهون
b3ti dik lpikala,,بعتي ديك لپيكالا
wx xrity lbannan,,وش شريتي لبانّان
wmt'saw tahmira,,ومت'ساو تاهميرا
ghadi nmxwi rihla,,غادي نمشوي ريهلا
mandar w3r tabi3iiii,,ماندار وعر تابيعيّيّ
wx xrity tfah,,وش شريتي تفاه
wx bghiti limon,,وش بغيتي ليمون
wkol m3h b3da gha qiwiya,,وكول معه بعدا غا قيوييا
wrah mxat l9atar,,وراه مشات لقاتار
wyih wlat 3ndha lflous,,وييه ولات عندها لفلوس
wlmhm ghadi trj3,,ولمهم غادي ترجع
wrah dabrat 3la rasha,,وراه دابرات علا راسها
kon fxkal al3auan,,كون فشكال ألعوان
ml3bti walo lyoma,,ملعبتي والو ليوما
match na9s 3ndk,,ماتش ناقس عندك
dir lontrima,,دير لونتريما
rh sofl akhy,,ره سوفل أخي
wjri gha bxwiya,,وجري غا بشوييا
wjri bjahd,,وجري بجاهد
ylah zid zid,,يلاه زيد زيد
lmhm kon n9iii,,لمهم كون نقيّي
tji m3k hd l9amija,,تجي معك هد لقاميجا
xriti serwal,,شريتي سروال
wx xriti sbat,,وش شريتي سبات
xhal 3nndk dyl lflous.,,شهال عنّدك ديل لفلوس.
wglsi tghaday m3aya,,وڭلسي تغاداي معايا
wx tab laghadi,,وش تاب لاغادي
kyn xi gheda,,كين شي غدا
kyn xi ftour,,كين شي فتور
kyn xi 3xa,,كين شي عشا
kyn xi kasakrout,,كين شي كاساكروت
wx kyna chalada,,وش كينا شالادا
wjib liya m3k lmayoniz,,وجيب لييا معك لمايونيز
wrh bghat tji gha aji,,وره بغات تجي غا أجي
wach t9der tblasini,,واش تقدر تبلاسيني
her yban liya o nchriiih,,هر يبان لييا أُ نشريّيه
mabghitch nadkhol m3ah fdik lhadra,,مابغيتش نادخول معاه فديك لهادرا
bghito ya9ta3 yamchi fhalo,,بغيتو ياقتاع يامشي فهالو
blama nharjo o9ajar 3lia,,بلاما نهارجو أُقاجار عليا
oui khedamin had sa3a,,وي خدامين هاد ساعا
testit ghi fdyalo,,تستيت غي فديالو
wach khdamin lik,,واش خدامين ليك
goliya wach nji ldik lamana,,ڭولييا واش نجي لديك لامانا
rah ri dipanitk daba,,راه ري ديپانيتك دابا
mataygolhom m9adin,,ماتايڭولهوم مقادين
ollah a khoya mazal ma3tawni wlo,,أُلّاه أ خويا مازال ماعتاوني ولو
mais mli khdmo fhad ghaykhdmo,,مايس ملي خدمو فهاد غايخدمو
ghi nkmel akhouyya,,غي نكمل أخويّا
hadchi li ba9i lya,,هادشي لي باقي ليا
iwa ikon khir hadchi li kangolo,,إوا إكون خير هادشي لي كانڭولو
ghanrepariw mabghawch iji,,غانرپاريو مابغاوش إجي
ana ila bghaw idiro m3aya chi haja,,أنا إلا بغاو إديرو معايا شي حاجة
ghedaa 3ad ghantestihom,,غدا عاد غانتستيهوم
llah iyaser lik awddi,,اللاه إياسر ليك أودّي
makaynch lmochkil yzser,,ماكاينش لموشكيل يزسر
khoya hani wsalto,,خويا هاني وسالتو
chwyaa akhona rah 3arf blan had nass,,شويا أخونا راه عارف بلان هاد ناسّ
lah yhafdek liya akhalli,,الله يهافدك لييا أخالّي
mara mara kaybano brikolat,,مارا مارا كايبانو بريكولات
llah kodak,,اللاه كوداك
mhm bach ma rad 3liya,,مهم باش ما راد علييا
llah ikaber bik,,اللاه إكابر بيك
hir hawal tji chwiya bakri,,هير هاوال تجي شوييا باكري
bach n3awnak fihom,,باش نعاوناك فيهوم
hadchi mamnouch tqayt fih ch7al hadi,,هادشي مامنوش تقايت فيه شحال هادي
ghadi tban ghada,,غادي تبان غادا
rah fach 3la9thom 3ad ban fihom lmard,,راه فاش علاقتهوم عاد بان فيهوم لمارد
bikhiir khoya llah iras bik,,بيخيّر خويا اللاه إراس بيك
nta hani mrtah,,نتا هاني مرتاه
mazal jar m3ahum ch7ima,,مازال جار معاهوم شحيما
iwa safi llah iyaser lik,,إوا سافي اللاه إياسر ليك
ana ngol lih mamsalich,,أنا نڭول ليه مامساليش
salaithaa m3ah gha gbila,,سالايتها معاه غا ڭبيلا
rah drabt m3ah chhar ou 20 jour,,راه درابت معاه شهار و 20 جور
lmouhim l9adiya bikhir,,لموهيم لقادييا بيخير
dkhal ldar,,دخال لدار
wx dkhlati ldar,,وش دخلاتي لدار
dkhalto bkari lbarah,,دخالتو بكاري لباراه
wxof wx dkhal lbit,,وشوف وش دخال لبيت
lbarah rah xfto dkhal,,لباراه راه شفتو دخال
wgls kntsanak sa3a,,وڭلس كنتساناك ساعا
wx khraj bkari,,وش خراج بكاري
ayih khrajj m3a sahbo,,أييه خراجّ معا ساهبو
khrjo nata2ij,,خرجو ناتاإج
wx khrajti nti wiyah,,وش خراجتي نتي ويياه
kharajhom lostad,,خاراجهوم لوستاد
kharjo mn lkhamsa ghywslo db,,خارجو من لخامسا غيوسلو دب
taxi rah kharjat,,تاشي راه خارجات
yalah khraj lcar,,يالاه خراج لكار
kharjo liha dwa,,خارجو ليها دوا
rah ktsog tomobile,,راه كتسوڭ توموبيل
wx ktsog,,وش كتسوڭ
ktsog lmotor wla laa,,كتسوڭ لموتور ولا لا
ch7al dater lkhabz,,شحال داتر لخابز
malak 3ryan asahbi,,مالاك عريان أساهبي
ch7al sa3a afak,,شحال ساعا أفاك
rah mrrid maskin,,راه مرّيد ماسكين
shkon fikom sra9 lmagana,,سهكون فيكوم سراق لماڭانا
anari ash hada,,أناري أسه هادا
wash katakal teffah,,واسه كاتاكال تفّاه
khizo rah mzyan lessahha,,خيزو راه مزيان لسّاهها
ana ghadi lemadrasa,,أنا غادي لمادراسا
lfya9 bakri bedhab mashri,,لفياق باكري بدهاب ماسهري
sir dabar ala rouhak asahbi,,سير دابار ألا روهاك أساهبي
malek katkhanzar,,مالك كاتخانزار
wash bra mrid berwah,,واسه برا مريد برواه
lkhabz rah kaydit lkarsh,,لخابز راه كايديت لكارسه
spor rah mzyan lesaha,,سپور راه مزيان لساها
dawi 3inika ashbi belpomada,,داوي عينيكا أسهبي بلپومادا
dima kangolha lik,,ديما كانڭولها ليك
sala rah mzyana l2insan m3a lah,,سالا راه مزيانا لإنسان معا الله
sir tan3as asahbi rah msha khal,,سير تانعاس أساهبي راه مسها خال
dima kanfi9 m3a tas3oud,,ديما كانفيق معا تاسعود
mabghach yjini neas,,مابغاش يجيني ناس
ba9a mkhlou3a,,باقا مخلوعا
wana mzl f zan9a,,وانا مزل ف زانقا
wnti gha siri tn3sii,,ونتي غا سيري تنعسيّ
w 3lach f zan9a,,و علاش ف زانقا
lya3ni y9dar y3awd,,لياعني يقدار يعاود
tanger b3ida yak,,تانڭر بعيدا ياك
maghsykoun walo inchaalah,,ماغسيكون والو إنشالاه
bguit n3almom tadamon,,بڭويت نعالموم تادامون
kif jatk sadi9a,,كيف جاتك ساديقا
mn ba3d nhdro,,من باعد نهدرو
nti mzl kadiri sport,,نتي مزل كاديري سپورت
khsni rja3 la salle,,خسني رجاع لا سالّ
safi tamn ba3d nhdro,,سافي تامن باعد نهدرو
lah yr7am chohada,,الله يرحام شوهادا
wach s7ablak ana d rasi,,واش سحابلاك أنا د راسي
ana taklif,,أنا تاكليف
walak8n rah mchghoula bezaaf m3a bnat,,والاكهن راه مشغولا بزاف معا بنات
3ad nfsi 7ara,,عاد نفسي حارا
7ta ntina lah y3awnk,,حتا نتينا الله يعاونك
b9iti 12 h bach tjawb,,بقيتي 12 ه باش تجاوب
wana k9nt 3ad nodt,,وانا كقنت عاد نودت
w daba ghatn3as,,و دابا غاتنعاس
youma kant 3andu wa7d m9hima sa3ba,,يوما كانت عاندو واحد مقهيما ساعبا
dik sa7bti msk8na,,ديك ساحبتي مسكهنا
kat3an8 mn nisyane bezaaaf,,كاتعانه من نيسيان بزااف
w khaft hkoun alzheimer!,,و خافت هكون ألزهيمر!
aw chi mard,,أو شي مارد
mohim fin ma kan3mlo chi 7aja,,موهيم فين ما كانعملو شي حاجا
kankoun kan3awdala kat9ouli nsit,,كانكون كانعاودالا كاتقولي نسيت
9otla tmchi 3and tbib dyal ras,,قوتلا تمشي عاند تبيب ديال راس
mchat dowzat 9ala ma3andk walo,,مشات دووزات قالا ماعاندك والو
ba9a m3a sa7ibti,,باقا معا ساحيبتي
kan9na3 fiha,,كانقناع فيها
sma7li k9nt kansali,,سماحلي كقنت كانسالي
b9at bou7da,,بقات بوحدا
katwans guir m3aya w wladi,,كاتوانس ڭوير معايا و ولادي
darouri mara mara,,داروري مارا مارا
w sardli chi bkhour,,و ساردلي شي بخور
nzowlo 3lina l 3ayn d bnadem,,نزوولو علينا ل عاين د بنادم
