darija,eng,darija_ar
glabha salat,,ڭلابها سالات
wdk nher ja zin,,ودك نهر جا زين
wta7t xta lbarah,,وتاحت شتا لباراه
pikala ghalya bdk taman,,پيكالا غاليا بدك تامان
wx xrity dkxi wla la,,وش شريتي دكشي ولا لا
mlk msatii asahbi,,ملك مساتيّ أساهبي
wb9a tmazak lnass,,وبقا تمازاك لناسّ
rah kharaj ljadid,,راه خاراج لجاديد
flous wklam massos,,فلوس وكلام ماسّوس
ayih rah gha dik sa3a,,أييه راه غا ديك ساعا
omalo howa 3la halo,,أُمالو هووا علا هالو
halima o fatima kynin,,هاليما أُ فاتيما كينين
xadit taxi sghira,,شاديت تاشي سغيرا
w nachat mojod,,و ناشات موجود
ana wyha f taxi,,أنا ويها ف تاشي
rah jay gha sber 3liya,,راه جاي غا سبر علييا
whd 5 min ana hdak,,وهد 5 مين أنا هداك
wghankon tma bzrba,,وغانكون تما بزربا
wgha thana ya lhalof,,وغا تهانا يا لحالوف
mrid nta t3andni ana,,مريد نتا تعاندني أنا
kartona 3amra blktoub,,كارتونا عامرا بلكتوب
wgalo mcha safarr,,وڭالو مشا سافارّ
whiya mxat okhalatoo,,وهييا مشات أُخالاتو
ma3andk lmoxkil ghir aji,,ماعاندك لموشكيل غير أجي
sift liya dkxi,,سيفت لييا دكشي
wrah ana mamsali,,وراه أنا مامسالي
iwa gha thana akhy,,إوا غا تهانا أخي
rh mrid meskine,,ره مريد مسكين
gha lah ydir lkhir,,غا الله يدير لخير
mabinatnach khy dyali,,مابيناتناش خي ديالي
wrah daz khona gbila,,وراه داز خونا ڭبيلا
wamata7zan asi,,واماتاحزان أسي
rah li fat rah mat,,راه لي فات راه مات
kol l7am belbr9o9,,كول لحام بلبرقوق
rah l3ars 3ndo gheda,,راه لعارس عندو غدا
wdoz station dir lmazot,,ودوز ستاتيون دير لمازوت
wjib tomobil bzrba,,وجيب توموبيل بزربا
mlk t3atalty,,ملك تعاتالتي
yak labas awld 3ami,,ياك لاباس أولد عامي
bghiti tchrab,,بغيتي تشراب
w chrab lbarah mojod,,و شراب لباراه موجود
wrah gltha lih haram,,وراه ڭلتها ليه هارام
wmbghax yasm3ni,,ومبغاش ياسمعني
whowa jabha fraso,,وهووا جابها فراسو
galih bah sir fhalak,,ڭاليه باه سير فهالاك
waskhon l7al f zagora,,واسخون لحال ف زاڭورا
lbarah wbzaffff nit,,لباراه وبزافّفّ نيت
iwa kngolo gha l7a9,,إوا كنڭولو غا لحاق
ikon lkhir hit rabi kbir,,إكون لخير هيت رابي كبير
jib sarot m3ak,,جيب ساروت معاك
wjib sarot 10 likhasa,,وجيب ساروت 10 ليخاسا
badalt lmotor cylindre,,بادالت لموتور سيليندر
lah yaster l3ib,,الله ياستر لعيب
wb9a tahmad lah,,وبقا تاهماد الله
wa3ayan dk khona,,واعايان دك خونا
lm3alam ja wlkhadam la,,لمعالام جا ولخادام لا
ayih dkxi li mrid,,أييه دكشي لي مريد
wfi9 bkri,,وفيق بكري
ndiro sport m3a 6,,نديرو سپورت معا 6
xrit riha ghalya,,شريت ريها غاليا
wkifx nxofok,,وكيفش نشوفوك
wa imta ndiro xi plan,,وا إمتا نديرو شي پلان
wana rah 3yittt,,وانا راه عييتّت
li drti mza,,لي درتي مزا
ana rah fo9 jbal,,أنا راه فوق جبال
rah mxit ndifola,,راه مشيت نديفولا
iwa bnadam twhxni,,إوا بنادام توهشني
wxftak dzti hdaya,,وشفتاك دزتي هدايا
iwa gha goli salam,,إوا غا ڭولي سالام
wx salito lfilm,,وش ساليتو لفيلم
ana rah f l'irak,,أنا راه ف ل'يراك
ra dwi bla mataskot,,را دوي بلا ماتاسكوت
3araf kolchi gha dwi,,عاراف كولشي غا دوي
ana f partma wdoz,,أنا ف پارتما ودوز
khdit whd brikol,,خديت وهد بريكول
kayn gha li kydwi,,كاين غا لي كيدوي
mxiti lajam3,,مشيتي لاجامع
lyoma drt dars zwin,,ليوما درت دارس زوين
hit mkyn m3a man,,هيت مكين معا مان
ghadi tdi dnobi,,غادي تدي دنوبي
glast f café,,ڭلاست ف كافé
wa yala tif,,وا يالا تيف
wbrabi lakhda lmotor,,وبرابي لاخدا لموتور
wdoz rah tjam3o,,ودوز راه تجامعو
lijtima3 rab bda wsrbi,,ليجتيماع راب بدا وسربي
mlkom mkhlo3,,ملكوم مخلوع
lmodir ja cach'na liya,,لمودير جا كاش'نا لييا
wsawab lmasa2il dyalk,,وساواب لماساإل ديالك
7laft brabi mayji,,حلافت برابي مايجي
wlmofatich galiya bien,,ولموفاتيش ڭالييا بين
lmhm txawafna,,لمهم تشاوافنا
l9ina fiha alf,,لقينا فيها ألف
lyajor lahmar wla lkhor,,لياجور لاهمار ولا لخور
ayih imkan 3ndo sah,,أييه إمكان عندو ساه
iwa haka dyra lhayat,,إوا هاكا ديرا لهايات
mlk zrbty knty tsbry,,ملك زربتي كنتي تسبري
dhak ldonya,,دهاك لدونيا
rah katabghik,,راه كاتابغيك
rah ktahma9 3lik,,راه كتاهماق عليك
rah za3ta fin,,راه زاعتا فين
l3a2ila hiya lawla,,لعاإلا هييا لاولا
mafik lkhir,,مافيك لخير
bayna dar lkbira,,باينا دار لكبيرا
holm dyalo ha99o,,هولم ديالو هاقّو
kyl3b mza,,كيلعب مزا
nadi f lkora,,نادي ف لكورا
wasat maydan wa3r,,واسات مايدان واعر
bono kan ghykhrj 3lina,,بونو كان غيخرج علينا
lmgharba kolxi f 9atar,,لمغاربا كولشي ف قاتار
hal l9r3a,,هال لقرعا
ara 'naxrab,,أرا 'ناشراب
lgaro lowal hada,,لڭارو لووال هادا
lkass 3amar,,لكاسّ عامار
jib wr9a wgaro,,جيب ورقا وڭارو
saka b3ida akhy,,ساكا بعيدا أخي
wdoz blil nglso xwi,,ودوز بليل نڭلسو شوي
lmhm homa fdwar,,لمهم هوما فدوار
wglst ana ghir flmokhayam,,وڭلست أنا غير فلموخايام
iwa bghit tjiw ajiw,,إوا بغيت تجيو أجيو
dakh wasker,,داخ واسكر
ljil dyal db fxkal,,لجيل ديال دب فشكال
rah dasser 3ndk,,راه داسّر عندك
kaskita kbira 3lih,,كاسكيتا كبيرا عليه
dimoda dkxi,,ديمودا دكشي
baraka 3liya,,باراكا علييا
mb9it bghit waloo,,مبقيت بغيت والو
bghit gha ra7a,,بغيت غا راحا
bghit ana gha tissa3,,بغيت أنا غا تيسّاع
wmxit lmdina ya salam,,ومشيت لمدينا يا سالام
lblad fiha xta,,لبلاد فيها شتا
mtb9ax tgol tfo,,متبقاش تڭول تفو
rah 9rina dkxi,,راه قرينا دكشي
xof saf7a lokhra,,شوف سافحا لوخرا
sawab lih tomobil,,ساواب ليه توموبيل
chra dkxi likhasa,,شرا دكشي ليخاسا
iwa nher tbghi thrg,,إوا نهر تبغي تهرڭ
wtfker mo w bah,,وتفكر مو و باه
ba3 iphone bwalo,,باع إپهون بوالو
wmojoda tmer hdah,,وموجودا تمر هداه
lmahata fiha taman,,لماهاتا فيها تامان
wghali l3id hd l3am,,وغالي لعيد هد لعام
galik bgha yzid lihom,,ڭاليك بغا يزيد ليهوم
ja 3ndi,,جا عندي
gheda wla lyoma li jay,,غدا ولا ليوما لي جاي
wahd xwiya ou ndorpo xi dawra,,واهد شوييا و ندورپو شي داورا
ghadi drni lm3da,,غادي درني لمعدا
trini sbah,,تريني سباه
wa fi9 asahbi,,وا فيق أساهبي
whd xwiya lib9a,,وهد شوييا ليبقا
ah gadito mza,,أه ڭاديتو مزا
ta9rir 3titih wla mazal,,تاقرير عتيتيه ولا مازال
sir golha lihom droka,,سير ڭولها ليهوم دروكا
3lah nta m3hom,,علاه نتا معهوم
brabi lamxa ltma,,برابي لامشا لتما
kyn f torkiya,,كين ف توركييا
rah tla9it m3h,,راه تلاقيت معه
wtkarfiss akhy dyali,,وتكارفيسّ أخي ديالي
talab m3axo m3hom,,تالاب معاشو معهوم
kmah bzaff,,كماه بزافّ
wsrf9o whd tsarfi9a,,وسرفقو وهد تسارفيقا
kharjo l ostad mn l9isam,,خارجو ل أُستاد من لقيسام
fin kayn lma7al,,فين كاين لماحال
zman s3ib akhy,,زمان سعيب أخي
bgha meskine yhrag,,بغا مسكين يهراڭ
zher 3ndo zéro,,زهر عندو زéرو
xafha wtlaff,,شافها وتلافّ
wrah kyhabha nit,,وراه كيهابها نيت
mato nass f zilzal,,ماتو ناسّ ف زيلزال
kayn f marrakech,,كاين ف مارّاكش
wdarbyda fin khadam,,وداربيدا فين خادام
rkab f lbora9,,ركاب ف لبوراق
haydi lih sarot,,هايدي ليه ساروت
lpolice hydo lih lwra9,,لپوليس هيدو ليه لوراق
msakan b9aw fina,,مساكان بقاو فينا
gha galsin f lahdab,,غا ڭالسين ف لاهداب
kydrab lmrtob ldar,,كيدراب لمرتوب لدار
fi3lan 3ndha sah,,فيعلان عندها ساه
wmrci 3la lmza li drti,,ومرسي علا لمزا لي درتي
xkon daar m3ah,,شكون دار معاه
xkon jabo lhna,,شكون جابو لهنا
ywdi gha tala9ha,,يودي غا تالاقها
wxftak f lmahkama,,وشفتاك ف لماهكاما
ax kadir f niyaba,,أش كادير ف نييابا
walo gha 3ayan,,والو غا عايان
wsir t9awad,,وسير تقاواد
wrah sabo galik,,وراه سابو ڭاليك
lmhm rah ghadi yd3ih,,لمهم راه غادي يدعيه
tla9it m3ah f tanja,,تلاقيت معاه ف تانجا
ws9i xjer li tma,,وسقي شجر لي تما
ana b3da wakhad rahty,,أنا بعدا واخاد راهتي
jaw sawbo lbola,,جاو ساوبو لبولا
mxiti lconcour,,مشيتي لكونكور
w gha khaliha 3alah,,و غا خاليها عالاه
zn9a 3mra 3ndkom,,زنقا عمرا عندكوم
trawan ljaw 3wtani,,تراوان لجاو عوتاني
xrab café wmcha fhalo,,شراب كافé ومشا فهالو
ylah kan 3nd lgazar,,يلاه كان عند لڭازار
la3ba ljich lyoma,,لاعبا لجيش ليوما
khnifra nmxiw liha,,خنيفرا نمشيو ليها
wzin rabat fih mytxaf,,وزين رابات فيه ميتشاف
iwa 3awlo 3lina,,إوا عاولو علينا
khasak tkon 3askri,,خاساك تكون عاسكري
wnadi liya omar,,ونادي لييا أُمار
wjib liya gha 12,,وجيب لييا غا 12
nta en ligne,,نتا إن ليڭن
wgha msg wla appel,,وغا مسڭ ولا أپّل
fikom gha lafri3,,فيكوم غا لافريع
nher nji ltmak ntfhmo,,نهر نجي لتماك نتفهمو
wana f xari3 fink,,وانا ف شاريع فينك
wx nta li lbas sfer,,وش نتا لي لباس سفر
wtriko wa3r hada,,وتريكو واعر هادا
sift liya khoya 200 dh,,سيفت لييا خويا 200 ده
fih taman so9,,فيه تامان سوق
mxiti laswi9a,,مشيتي لاسويقا
festival kayn gha aji,,فستيڤال كاين غا أجي
khtek fen kina fcasa,,ختك فن كينا فكاسا
cv hmd lahafdek,,كڤ همد لاهافدك
dsl rani msekhskha,,دسل راني مسخسخا
fen wslti ?,,فن وسلتي ?
9rib mn l'autoroute,,قريب من ل'وتوروت
ah ewa fiha kher,,أه إوا فيها خر
ana 3rfti ch7al tab3ni,,أنا عرفتي شحال تابعني
bzf khsni nt9da chi l3ibat,,بزف خسني نتقدا شي لعيبات
wa 7e9 lah,,وا 7e9 الله
lah iswb osf,,الله إسوب أُسف
mzl dokha orassi,,مزل دوخا أُراسّي
aweddi kon ghir dkchi,,أودّي كون غير دكشي
dkchi ozid ozid,,دكشي أُزيد أُزيد
ghir m3a lmrd wlh,,غير معا لمرد وله
ta rani flgnaza d khali,,تا راني فلڭنازا د خالي
mamcha m3ak bass,,مامشا معاك باسّ
amine ya rebbi,,أمين يا ربّي
mzyra andi kadiya bzaf,,مزيرا أندي كادييا بزاف
bache nhdr m3ak,,باش نهدر معاك
goliya 3tini nmra dylo,,ڭولييا عتيني نمرا ديلو
sir kamal kraytak,,سير كامال كرايتاك
ax galty f dkxi nta,,أش ڭالتي ف دكشي نتا
bache kon madi,,باش كون مادي
wgol liya x7al,,وڭول لييا شحال
tman ana sawmo,,تمان أنا ساومو
nhaydlok chi baraka ok,,نهايدلوك شي باراكا أُك
khalit lih message,,خاليت ليه مسّاڭ
w9ador rah maban liya,,وقادور راه مابان لييا
ana manssitak,,أنا مانسّيتاك
ghir kangad chi hsab,,غير كانڭاد شي هساب
tkdar ji jibo m3aya,,تكدار جي جيبو معايا
ray dyalk youhtaram,,راي ديالك يوهتارام
sifat liya fotocopi katbo lik 3la smaytak hna,,سيفات لييا فوتوكوپي كاتبو ليك علا سمايتاك هنا
ah ila bghaw kabloha,,أه إلا بغاو كابلوها
nhawl nsift fhd simana,,نهاول نسيفت فهد سيمانا
wache ajlo likom,,واش أجلو ليكوم
ila kan chi kar nsifat lik motor,,إلا كان شي كار نسيفات ليك موتور
ghdi jib lik la carte,,غدي جيب ليك لا كارت
wache chditi lakart,,واش شديتي لاكارت
bache katbo lik,,باش كاتبو ليك
sifat liya la cart dyalk,,سيفات لييا لا كارت ديالك
masiftich liiya fotocpie,,ماسيفتيش ليّيا فوتوكپي
wache hdak mi,,واش هداك مي
liya lakart dyal,,لييا لاكارت ديال
rah manssitak,,راه مانسّيتاك
ghir wakt li mzyra,,غير واكت لي مزيرا
nn mgadich bghiw,,الن مڭاديش بغيو
ok att ncho mahal,,أُك أتّ نشو ماهال
ache wla dar toufik,,أش ولا دار توفيك
ktbha 3la rassou,,كتبها علا راسّو
wache btomobil,,واش بتوموبيل
wola ache nous,,وولا أش نوس
soni lih f sbah chof fin kayan,,سوني ليه ف سباه شوف فين كايان
wx hdk mni yji,,وش هدك مني يجي
n3tiha xi hj wla achno,,نعتيها شي هج ولا أشنو
ghi maslak message,,غي ماسلاك مسّاڭ
iwa dir lah tawil,,إوا دير الله تاويل
oui ghdi chof m3ah,,وي غدي شوف معاه
wache sifti lina dakchi,,واش سيفتي لينا داكشي
ana ghdi nji bkri haydo aliya,,أنا غدي نجي بكري هايدو ألييا
wa khadma zarba rah hiya hadi,,وا خادما زاربا راه هييا هادي
chon hada lache detih,,شون هادا لاش دتيه
majawbtinache a sahbi,,ماجاوبتيناش أ ساهبي
ache badalti,,أش بادالتي
kanmchi 3la rjli,,كانمشي علا رجلي
ila mokin ila andak ok,,إلا موكين إلا أنداك أُك
mohim tzat andi bant,,موهيم تزات أندي بانت
kaykbar bchwiya,,كايكبار بشوييا
nta f dar,,نتا ف دار
lina f chi garaj,,لينا ف شي ڭاراج
li m3ndi yawa,,لي معندي ياوا
blati nklab dar orad alik,,بلاتي نكلاب دار أُراد أليك
ghdi nmchi liha,,غدي نمشي ليها
wxof ila kyn tma dkxi,,وشوف إلا كين تما دكشي
rah ghdi kon ando mohamad rah mkyn f bito,,راه غدي كون أندو موهاماد راه مكين ف بيتو
hadchi kolha otamano,,هادشي كولها أُتامانو
iwa mra khra nchlah,,إوا مرا خرا نشلاه
xi hj nversiha lik,,شي هج نڤرسيها ليك
oui ghir softh mn pc,,وي غير سوفته من پك
3la ghraj dyalhom,,علا غراج ديالهوم
galha lik wolah,,ڭالها ليك وولاه
mohim galiya bli dar,,موهيم ڭالييا بلي دار
m3a chihad gheda,,معا شيهاد غدا
nhar kamal kayna chta,,نهار كامال كاينا شتا
khdamna fiha f station,,خدامنا فيها ف ستاتيون
wache l3abto lyouma,,واش لعابتو ليوما
nn ana nhdar m3ah,,الن أنا نهدار معاه
rah lkit makina sala liha loncar,,راه لكيت ماكينا سالا ليها لونكار
wache bghiti tji bla3chiya wola htal ghada,,واش بغيتي تجي بلاعشييا وولا هتال غادا
bghit nsiftha lwhd drii,,بغيت نسيفتها لوهد دريّ
lah 3tik lkhir,,الله عتيك لخير
fin kayan nta,,فين كايان نتا
ana nhtha lik f bit dyalk khali liya baba hani jay knbda 8 okankhraj m3a 5,,أنا نهتها ليك ف بيت ديالك خالي لييا بابا هاني جاي كنبدا 8 أُكانخراج معا 5
araf fin ja,,أراف فين جا
kayn daba,,كاين دابا
ana hfa kalfor,,أنا هفا كالفور
atih 700dh li 3tihom ok,,أتيه ح00ده لي عتيهوم أُك
nmra dyalou,,نمرا ديالو
wach a3amo,,واش أعامو
wach ghadi tjiw tghadaw,,واش غادي تجيو تغاداو
jib ghir elkhabz,,جيب غير إلخابز
rah ja khali,,راه جا خالي
dhakti ban lik ghir ch3ar,,دهاكتي بان ليك غير شعار
dwaz liya wahad facture,,دواز لييا واهاد فاكتور
hta tji o na3tik,,هتا تجي أُ ناعتيك
ok li bghiti,,أُك لي بغيتي
mdart walou ba9i,,مدارت والو باقي
yalah fa9t,,يالاه فاقت
ah chwiya hamdollah,,أه شوييا هامدولّاه
khliti liya lflous,,خليتي لييا لفلوس
oui a 3amo,,وي أ عامو
ha hiya chokran,,ها هييا شوكران
goliya ana ghnsifto lik,,ڭولييا أنا غنسيفتو ليك
w wxof wx tbghi taktab xi hj fih,,و وشوف وش تبغي تاكتاب شي هج فيه
ana 3ndi gmail,,أنا عندي ڭمايل
m3rft wx ghymxi,,معرفت وش غيمشي
sift li msg fih,,سيفت لي مسڭ فيه
rah sift lik,,راه سيفت ليك
achno elhal,,أشنو إلهال
daghya xarjih,,داغيا شارجيه
ana rha xarjitoo,,أنا رها شارجيتو
merci rah wsal,,مرسي راه وسال
ma3lich a3amo,,ماعليش أعامو
3andkoum chi wifi,,عاندكوم شي ويفي
chi li f charjam,,شي لي ف شارجام
cv a3amo,,كڤ أعامو
swal liya chokran,,سوال لييا شوكران
prime dyali bgha isali lih la date,,پريم ديالي بغا إسالي ليه لا دات
ach kaytalbo bach nbadlo .?,,أش كايتالبو باش نبادلو .?
ah mazl 3andi bien,,أه مازل عاندي بين
dak chi li gal wakha mchafti kolchi,,داك شي لي ڭال واخا مشافتي كولشي
a3amo sir 3lahe,,أعامو سير علاه
ila bghit tkhraj man dar,,إلا بغيت تخراج مان دار
3and mol elhanot,,عاند مول إلهانوت
slm achaf cv 3lik,,سلم أشاف كڤ عليك
7na da2iman fi 3id kan tjam3o,,حنا داإمان في عيد كان تجامعو
kif jatik 5odi li b4ayti,,كيف جاتيك خودي لي ب4ايتي
5i xofi li 3ijbak,,خي شوفي لي عيجباك
sm7li ma3raftx xno 9ol lik,,سمحلي ماعرافتش شنو قول ليك
t5ayli siyda rah mzawja,,تخايلي سييدا راه مزاوجا
ana rah lyouma nfarga3 had romana,,أنا راه ليوما نفارڭاع هاد رومانا
7tarim rasik asi fahim,,حتاريم راسيك أسي فاهيم
galik 5asak t3rad 3la nas,,ڭاليك خاساك تعراد علا ناس
awal wa7ad jat hahiya,,أوال واحاد جات هاهييا
jat tanya mar7ba,,جات تانيا مارحبا
t3atlat 3lina lakin maxi moxkil,,تعاتلات علينا لاكين ماشي موشكيل
3lax kat 3rad ma tat 3limx,,علاش كات عراد ما تات عليمش
rah dak xi ja mazrob,,راه داك شي جا مازروب
bnadim tay txtan m3a tamara,,بناديم تاي تشتان معا تامارا
ana 5arj db ndih nxarji lik telefon,,أنا خارج دب نديه نشارجي ليك تلفون
ki dawazti 3ars,,كي داوازتي عارس
kriti costim,,كريتي كوستيم
ah crito bi stalaf ryal howa 9amija,,أه كريتو بي ستالاف ريال هووا قاميجا
rah 3ayto 3liya dar,,راه عايتو علييا دار
3lax diriya binti ditha sbitar,,علاش ديرييا بينتي ديتها سبيتار
ta 3ayto 3liya dar,,تا عايتو علييا دار
d5alt 3andhom sbitar 3amir,,دخالت عاندهوم سبيتار عامير
mxit 3and tbiba ta3 radyo,,مشيت عاند تبيبا تاع راديو
5arjat liya tbiba wr9a fiha dwa,,خارجات لييا تبيبا ورقا فيها دوا
galit liya 3andha 3dam 5arij min rjliha,,ڭاليت لييا عاندها عدام خاريج مين رجليها
wax 3adi a doctora had nfi5 li fi rjliha,,واش عادي أ دوكتورا هاد نفيخ لي في رجليها
sayftin 3and xi tbib ta3 3dam ykon mzn,,سايفتين عاند شي تبيب تاع عدام يكون مزن
5oya dfa3t dosi ta3i ba9i ma9ablohx liya,,خويا دفاعت دوسي تاعي باقي ماقابلوهش لييا
xno ndir wa5a mdiklari fi daman jtima3i,,شنو ندير واخا مديكلاري في دامان جتيماعي
dfa3t dosi ta3 marad,,دفاعت دوسي تاع ماراد
rj3o liya ta3wid 9lil,,رجعو لييا تاعويد قليل
xno dir bax ta9bal liya milf,,شنو دير باش تاقبال لييا ميلف
wax 3onwan sakan o wikala s7a7,,واش عونوان ساكان أُ ويكالا سحاح
zawji mdiklari bi drari,,زاوجي مديكلاري بي دراري
madwzox lih flos drari,,مادوزوش ليه فلوس دراري
mxina sowalna kol wa7ad kay lo7ak la5or,,مشينا سووالنا كول واحاد كاي لوحاك لاخور
wdi bdina ghir b 5000 dh,,ودي بدينا غير ب 5000 ده
hmdlh had sa3a,,همدله هاد ساعا
ah wlkn harfa hiy kolchi lmaknch hrayfi had,,أه ولكن هارفا هيي كولشي لماكنش هرايفي هاد
khona ghydi lin rbah wras mal,,خونا غيدي لين رباه وراس مال
kanhadro 3la jamla machi tas9it,,كانهادرو علا جاملا ماشي تاسقيت
ghali dayr fawrir 160 lmlih otayb mazl,,غالي داير فاورير 160 لمليه أُتايب مازل
wach kamla rachma b7al had chi li fi sora,,واش كاملا راشما بحال هاد شي لي في سورا
fin kyn hd pikop b4utha,,فين كين هد پيكوپ ب4وتها
chhl bch ghatkri,,شهل بش غاتكري
ila kayn had taman,,إلا كاين هاد تامان
ana bghit toun dial zitoun,,أنا بغيت تون ديال زيتون
chehal bch b3touha lyouma,,شهال بش بعتوها ليوما
chahl man sndou9 3ndek,,شاهل مان سندوق عندك
yla kan chi dari khadam flmarchi nkri m3ah,,يلا كان شي داري خادام فلمارشي نكري معاه
hit yalah jit l bghit nkhdam flmarchi,,هيت يالاه جيت ل بغيت نخدام فلمارشي
3ndo triborto ki bi3 lkhodra,,عندو تريبورتو كي بيع لخودرا
ma3rof 3la sa3id lwtani,,ماعروف علا ساعيد لوتاني
chehal atkhrj mn ton t9irban,,شهال أتخرج من تون تقيربان
lwalida labas 3liha,,لواليدا لاباس عليها
3wachr mbroka,,عواشر مبروكا
