darija,eng,darija_ar
rah najhat zin dyali,,راه ناجهات زين ديالي
rah zin rkab lbarah f lbora9,,راه زين ركاب لباراه ف لبوراق
xhal 9rat maskina,,شهال قرات ماسكينا
mataghber 3liya azin,,ماتاغبر علييا أزين
matahger bnadam akhy,,ماتاهڭر بنادام أخي
9ra w w3a,,قرا و وعا
ky3ti lawlado bx ya9raw,,كيعتي لاولادو بش ياقراو
hlawt lsan mxa b3id,,هلاوت لسان مشا بعيد
wxof ntl9w hda jam3,,وشوف نتلقو هدا جامع
knhdi lmi hd lwarda,,كنهدي لمي هد لواردا
knxker asatida dyali,,كنشكر أساتيدا ديالي
dwiti liya m3ah,,دويتي لييا معاه
wach dwito lih,,واش دويتو ليه
wkhraj ana bra,,وخراج أنا برا
wxof liya dk lparabol,,وشوف لييا دك لپارابول
sawbti tajine,,ساوبتي تاجين
sawbti dk ok la,,ساوبتي دك أُك لا
ara liya naxrab,,أرا لييا ناشراب
ara liya hajti,,أرا لييا هاجتي
wxof ntl9w hda lhamam,,وشوف نتلقو هدا لهامام
wrah l3ba lfar9a dylk,,وراه لعبا لفارقا ديلك
aji rah terrain khwa,,أجي راه ترّاين خوا
wx katasm3 lrap,,وش كاتاسمع لراپ
k'sma3 lmossi9a,,ك'سماع لموسّيقا
k'sma3 l9or2an,,ك'سماع لقورأن
k'sma3 lwalid o lwalida,,ك'سماع لواليد أُ لواليدا
k'sma3 lkolchi,,ك'سماع لكولشي
k'sma3 bnadam okndam,,ك'سماع بنادام أُكندام
ana gha hda tomobila,,أنا غا هدا توموبيلا
galso bra homa,,ڭالسو برا هوما
galsat hiya ldakhal,,ڭالسات هييا لداخال
galas howa f lbalcon,,ڭالاس هووا ف لبالكون
wdoz jib lahlib,,ودوز جيب لاهليب
nagaz mn jbal,,ناڭاز من جبال
nagaz mn blasto,,ناڭاز من بلاستو
nagaz 3la rajlih,,ناڭاز علا راجليه
wsahba mab9atch,,وساهبا مابقاتش
wdoz likhass ndwiw,,ودوز ليخاسّ ندويو
ana rah ghanbat f lamdina,,أنا راه غانبات ف لامدينا
kntfraj f lmatch,,كنتفراج ف لماتش
kntfraj f wlad dar,,كنتفراج ف ولاد دار
kntfraj f comba,,كنتفراج ف كومبا
wgha dir libghit xghalak hadak,,وغا دير ليبغيت شغالاك هاداك
wxof ntl9w hda so9,,وشوف نتلقو هدا سوق
l9ahwa khawya lyoma,,لقاهوا خاويا ليوما
l9ahwa 3amra lyoma,,لقاهوا عامرا ليوما
l9ahwa fiha s7abna,,لقاهوا فيها سحابنا
rkbt f l9itar lbora9,,ركبت ف لقيتار لبوراق
wsalna bkri l tanja,,وسالنا بكري ل تانجا
rsam liya xi hj,,رسام لييا شي هج
ratab ghir hwayjk,,راتاب غير حوايجك
ratab gha ktoubk,,راتاب غا كتوبك
nadaf gha bitak,,ناداف غا بيتاك
tarikh rah kysajal,,تاريخ راه كيساجال
ljahil rh kynsa,,لجاهيل ره كينسا
insan rah wahxi,,إنسان راه واهشي
matab9ax t3i9 3lina,,ماتابقاش تعيق علينا
sawal gha lwalid dylk,,ساوال غا لواليد ديلك
sawal lostad dyalk,,ساوال لوستاد ديالك
wx sawalti jirankom,,وش ساوالتي جيرانكوم
lwa9i3 akhy zin 9asa7,,لواقيع أخي زين قاساح
9dima dik lmagana,,قديما ديك لماڭانا
rah ghadi ten9os 1000 dhs,,راه غادي تنقوس 1000 دهس
ghadi theyed men3ndak,,غادي تهيد منعنداك
3endek rbah ktar,,عندك رباه كتار
nta hsen men dialha bbzaf,,نتا هسن من ديالها البزاف
walah lmosata3an akhy,,والاه لموساتاعان أخي
wjib liya laktab,,وجيب لييا لاكتاب
wjib liya riwauat dyali,,وجيب لييا ريووات ديالي
wjib liya liziyat,,وجيب لييا ليزييات
wjib liya dkxi likntsalk,,وجيب لييا دكشي ليكنتسالك
w9olabtni wlkin bsahtak,,وقولابتني ولكين بساهتاك
iwa dirha fin tjik,,إوا ديرها فين تجيك
rah salafto,,راه سالافتو
rah nkarniii,,راه نكارنيّي
rah mkybghich ytfaham liya,,راه مكيبغيش يتفاهام لييا
dkxi mxa fih b3id,,دكشي مشا فيه بعيد
rah waldo ky9ra f franssa,,راه والدو كيقرا ف فرانسّا
wgolo hdxi khyb,,وڭولو هدشي خيب
wzin dk l3ars,,وزين دك لعارس
iwa bnadam lah ykon f la3wan,,إوا بنادام الله يكون ف لاعوان
ntalbo lah tw9af lharb,,نتالبو الله توقاف لهارب
wdwit m3aha mabghat,,ودويت معاها مابغات
dwiti m3ah nti,,دويتي معاه نتي
rah katahxam bzaf,,راه كاتاهشام بزاف
wana rah haxomi,,وانا راه هاشومي
wgolii liya fin baghi nxofak,,وڭوليّ لييا فين باغي نشوفاك
iwa m3a xhal sa3a,,إوا معا شهال ساعا
mzal m9ala9a,,مزال مقالاقا
iwa achghandiro lik,,إوا أشغانديرو ليك
wx nfakhti lkora,,وش نفاختي لكورا
wx nfakhti lmotor,,وش نفاختي لموتور
wx nfakhti pikala,,وش نفاختي پيكالا
wx nfakhti tomobila,,وش نفاختي توموبيلا
kol xwiya dyal csakso,,كول شوييا ديال كساكسو
wsift liya risala,,وسيفت لييا ريسالا
wsift liya f telefon,,وسيفت لييا ف تلفون
wsift liya mn tma,,وسيفت لييا من تما
waghir labka,,واغير لابكا
mn3stic lbarah,,منعستيك لباراه
n3ast bkri lyoma,,نعاست بكري ليوما
wgha lah ysseter,,وغا الله يسّتر
wta7t xta lyoma,,وتاحت شتا ليوما
mabghit naxrab crabe,,مابغيت ناشراب كراب
mabghit ngls m3kom,,مابغيت نڭلس معكوم
mbghit nmxi ltma,,مبغيت نمشي لتما
mbghit ga3 nsafer,,مبغيت ڭاع نسافر
mbghitich tji l3ndo,,مبغيتيش تجي لعندو
3lax mbghitix tji,,علاش مبغيتيش تجي
wxofi gha aji mtkhafix,,وشوفي غا أجي متخافيش
ha namra jdida dyali,,ها نامرا جديدا ديالي
bghit nsifat lik wahd lakhdima,,بغيت نسيفات ليك واهد لاخديما
abghitak thayad liya darsa,,أبغيتاك تهاياد لييا دارسا
wahd page fiha khawya,,واهد پاڭ فيها خاويا
os mni ghandiro f pc,,أُس مني غانديرو ف پك
gha ytla3 lik whd saf7a vide,,غا يتلاع ليك وهد سافحا ڤيد
khawya bghit ha t7ayad mn tma,,خاويا بغيت ها تحاياد من تما
ana knt kharj,,أنا كنت خارج
axno smiyt dik l3iba li 3ndk,,أشنو سمييت ديك لعيبا لي عندك
ah raha kayna,,أه راها كاينا
wlh ila sam7lia rah makntch 7da tele,,وله إلا سامحليا راه ماكنتش حدا تل
ha7na 7na 3ad bdina kakhorjo,,هاحنا حنا عاد بدينا كاخورجو
ewa kayn chi nachat tama wla walo,,إوا كاين شي ناشات تاما ولا والو
wdb ana 3atiha ghur jra kola sbah,,ودب أنا عاتيها غور جرا كولا سباه
wdb db ghdi nmxi lasalle,,ودب دب غدي نمشي لاسالّ
prix ghadi tl9ah f lmaw9i3,,پريش غادي تلقاه ف لماوقيع
iwa kidyra ajwa2,,إوا كيديرا أجواء
wlh ila lhmd salamat,,وله إلا لهمد سالامات
kidyrin malin dar,,كيديرين مالين دار
wlh ila to7chnak,,وله إلا توحشناك
rh mkyn myder,,ره مكين ميدر
mkyn ghir sport,,مكين غير سپورت
kygolo liya ntriniw m3ak akhy,,كيڭولو لييا نترينيو معاك أخي
db m3a lkhadma kntzyer,,دب معا لخادما كنتزير
kyxit liya ghir la salle,,كيشيت لييا غير لا سالّ
wé rah kanchofk jar m3ak drari,,وé راه كانشوفك جار معاك دراري
ewa rah hir hadi rah mzyana,,إوا راه هير هادي راه مزيانا
db trinit lyoma gbila,,دب ترينيت ليوما ڭبيلا
osbah 3wtani ghanjri m3a whd khy,,أُسباه عوتاني غانجري معا وهد خي
tlabni galiya jri m3ana,,تلابني ڭالييا جري معانا
glt lih mrahba,,ڭلت ليه مراهبا
ana knjri akhy hta nw9af,,أنا كنجري أخي هتا نوقاف
db gheda ghykono m3aya,,دب غدا غيكونو معايا
dik nass ghnjriw gha xwiya,,ديك ناسّ غنجريو غا شوييا
wlbrha smh liya rha knt f whd glissa,,ولبرها سمه لييا رها كنت ف وهد ڭليسّا
drrari kaml galo nhato telfonat,,درّاري كامل ڭالو نهاتو تلفونات
rah salwt whd khyna,,راه سالوت وهد خينا
ah galiya bli ga3 exam kydwozo bhal bhal,,أه ڭالييا بلي ڭاع إشام كيدووزو بهال بهال
voila chof had siyad,,ڤولا شوف هاد سيياد
khdam tbarklah,,خدام تباركلاه
rah dabar 3la raso,,راه دابار علا راسو
lmhm rh mharak chwiya,,لمهم ره مهاراك شوييا
wgoli lih knbghik,,وڭولي ليه كنبغيك
wrh kyn dk lfilm lyoma,,وره كين دك لفيلم ليوما
wa mat3tel 3liya,,وا ماتعتل علييا
hani kantsnak,,هاني كانتسناك
wache mahdak lah t3od tsli,,واش ماهداك الله تعود تسلي
chof wachkon la3b lyom,,شوف واشكون لاعب ليوم
doz 3ndi ldar men wra slat l3aser,,دوز عندي لدار من ورا سلات لعاسر
7ta tkherj men lkedema wdoz 3ndi,,حتا تخرج من لكدما ودوز عندي
soni lya f lilifon,,سوني ليا ف ليليفون
wach ma3ndk chi motor llbi3e,,واش ماعندك شي موتور اللبيع
imta la3ba raja lyom,,إمتا لاعبا راجا ليوم
kas l2omame nhar 13 f cheher wa7d,,كاس لأمام نهار 13 ف شهر واحد
kas oropa simana jaya,,كاس أُروپا سيمانا جايا
tklem l khetek rah swlat 3lik,,تكلم ل ختك راه سولات عليك
wach ma3ndek chi khetek lzwaj,,واش ماعندك شي ختك لزواج
nta nsibi manl9a mahsen menek,,نتا نسيبي مانلقا ماهسن منك
wachti akhay dyali dkhelti m3aya lmsgi,,واشتي أخاي ديالي دخلتي معايا لمسڭي
jm3 rasek w3ref ache kat9ol,,جمع راسك وعرف أش كاتقول
chetek biti deser 3liya,,شتك بيتي دسر علييا
ba9i t3awd m3aya nfs ston,,باقي تعاود معايا نفس ستون
n9wed mak sway3,,نقود ماك سوايع
tahyati sidi lah is3d lmasa,,تاهياتي سيدي الله إسعد لماسا
sbah lward wlyasmin,,سباه لوارد ولياسمين
sbah zin ila fa9 mn n3aso,,سباه زين إلا فاق من نعاسو
sbah tfah ila ftah,,سباه تفاه إلا فتاه
ahlan wsahlan zin,,أهلان وساهلان زين
rkbvti f tobis,,ركبڤتي ف توبيس
lah ynawar lmasa2,,الله يناوار لماساء
wkyn lbard labas tjakita,,وكين لبارد لاباس تجاكيتا
ana mkyn bsahtkom,,أنا مكين بساهتكوم
bsahtkom lgalsa.,,بساهتكوم لڭالسا.
lyoma mal9ina walo,,ليوما مالقينا والو
lbarah rah l3bo,,لباراه راه لعبو
l9a3a rah 3amrat,,لقاعا راه عامرات
rah ana howa lmoxkil,,راه أنا هووا لموشكيل
ana li 3ayan,,أنا لي عايان
lgaraj dyloo rah mesdod,,لڭاراج ديلو راه مسدود
xriti sarwal,,شريتي ساروال
wx xrity l9amija,,وش شريتي لقاميجا
ana rah magalo liya walo,,أنا راه ماڭالو لييا والو
hdra matxri khadra,,هدرا ماتشري خادرا
bla mtghati cms belghorbal,,بلا متغاتي كمس بلغوربال
talab yatlab wmrato tsada9,,تالاب ياتلاب ومراتو تساداق
maskhit bdok lmanadir.,,ماسخيت بدوك لمانادير.
3alikom wsalam akhy zin,,عاليكوم وسالام أخي زين
zid zid rah ghadyin,,زيد زيد راه غاديين
wx nta mahani,,وش نتا ماهاني
xkon khasaer lkhater lzin,,شكون خاسار لخاتر لزين
nodo ntwadaw,,نودو نتواداو
bx nsaliw jam3at,,بش نساليو جامعات
bx nsaliw ldohr,,بش نساليو لدوهر
fink ana f lcoin.,,فينك أنا ف لكون.
wyih ayam lhaz9a,,وييه أيام لهازقا
wknt ayam lfa9r,,وكنت أيام لفاقر
wana f lamdina sarbi,,وانا ف لامدينا ساربي
wfin ghaber nta,,وفين غابر نتا
rah bdaw sla sarbi,,راه بداو سلا ساربي
rah w9fih lbolis.,,راه وقفيه لبوليس.
rah 3ndo lwra9.,,راه عندو لوراق.
hsen lik b3d mn wrah,,هسن ليك بعد من وراه
ba3d lik mn hxix,,باعد ليك من هشيش
b3d mno dk khona,,بعد منو دك خونا
wrah bdina bkri,,وراه بدينا بكري
knsak ya akhii,,كنساك يا أخيّ
wax ja sahbana,,واش جا ساهبانا
wjat dik lbogosa,,وجات ديك لبوڭوسا
wjat dik zwina,,وجات ديك زوينا
jat m3ah dik lkhayba,,جات معاه ديك لخايبا
wjat m3h dik lkhaybo3a,,وجات معه ديك لخايبوعا
wrah salaw 3lih ljanaza,,وراه سالاو عليه لجانازا
wnta fin knti fin t3atalty,,ونتا فين كنتي فين تعاتالتي
rah kysawl fik bak,,راه كيساول فيك باك
wsrbi rah kntsawk lagheda,,وسربي راه كنتساوك لاغدا
wrah bghina nhato la3xa,,وراه بغينا نهاتو لاعشا
fi9 rah bghina nfatro,,فيق راه بغينا نفاترو
rabat whd lmoch,,رابات وهد لموش
rah mrabi dk lkalb,,راه مرابي دك لكالب
3afak maswlni nas li khdamin tmak,,عافاك ماسولني ناس لي خدامين تماك
hit ana bghit n3rf imta entretien,,هيت أنا بغيت نعرف إمتا إنترتين
magaloch lya imta,,ماڭالوش ليا إمتا
n3aytolik tji lahna,,نعايتوليك تجي لاهنا
wla nciftolik email,,ولا نسيفتوليك إمايل
bch tji dwz mtihan dylk,,بش تجي دوز متيهان ديلك
mafhmt walo ana fhdxi,,مافهمت والو أنا فهدشي
wch haka kaydiro m3a kolchi,,وش هاكا كايديرو معا كولشي
wla z3ma sf sdroni ombghawni,,ولا زعما سف سدروني أُمبغاوني
3awd lrasak,,عاود لراساك
tla9a rah earban,,تلاقا راه إاربان
bghiti tharak m3aya,,بغيتي تهاراك معايا
istghal lforsa asahbi,,إستغال لفورسا أساهبي
nsitina ga3 fkolxi,,نسيتينا ڭاع فكولشي
wa9ila ghatjik stoph,,واقيلا غاتجيك ستوپه
xhal wsalt db,,شهال وسالت دب
hna msalina ga3,,هنا مسالينا ڭاع
t9der tgls f dar,,تقدر تڭلس ف دار
wyih asahbi rah mxa meskin,,وييه أساهبي راه مشا مسكين
xrabt lbarah,,شرابت لباراه
lyoma mohal wx naxrab,,ليوما موهال وش ناشراب
wjib liya swart,,وجيب لييا سوارت
kysker hdxi,,كيسكر هدشي
wdoz lmahata jib mm3k garo,,ودوز لماهاتا جيب المعك ڭارو
wdoz lmahata ntxwfo,,ودوز لماهاتا نتشوفو
wdoz lso9 jib lkhadra,,ودوز لسوق جيب لخادرا
ktar lkhwana,,كتار لخوانا
tablokit ana ga3,,تابلوكيت أنا ڭاع
ghandrab sora db,,غاندراب سورا دب
ghandrab dora wnarja3,,غاندراب دورا ونارجاع
jib liya hd lkilo dyal lham.,,جيب لييا هد لكيلو ديال لهام.
rah kntfraj f lmatch,,راه كنتفراج ف لماتش
rah kntfraj f whd lfilm,,راه كنتفراج ف وهد لفيلم
rah kntfraj fhd video,,راه كنتفراج فهد ڤيدو
matab9ax ti9 fhad,,ماتابقاش تيق فهاد
rah bnadam ghadar,,راه بنادام غادار
kon n9i xwiya,,كون نقي شوييا
ana gha 9asut,,أنا غا قاسوت
nadt bhali mxit,,نادت بهالي مشيت
xwaaya rah tayba,,شوايا راه تايبا
lbarah m3ax mxiti,,لباراه معاش مشيتي
bzaff dkxi blax mon,,بزافّ دكشي بلاش مون
3tini ljomal,,عتيني لجومال
3tini lflous,,عتيني لفلوس
ahna knhdro bohom,,أهنا كنهدرو بوهوم
axno ghadi dir,,أشنو غادي دير
3itini telefon dyali,,عيتيني تلفون ديالي
3tiha rza9ha,,عتيها رزاقها
3tih lham akhy,,عتيه لهام أخي
bsahtak akhy azin,,بساهتاك أخي أزين
lah y3tik saha,,الله يعتيك ساها
3ti lmoch yakol,,عتي لموش ياكول
wn31# bkri howa,,ونع1# بكري هووا
wrah kn3so bkri,,وراه كنعسو بكري
hit khadam sbah bkri,,هيت خادام سباه بكري
whd xwiya wnji,,وهد شوييا ونجي
tsanat lihom,,تسانات ليهوم
golih 3wtani,,ڭوليه عوتاني
anta ghadi akhy,,أنتا غادي أخي
kib9ity mn jiht mamak,,كيبقيتي من جيهت ماماك
rah sabatt xta bzaf,,راه ساباتّ شتا بزاف
rah talj f tri9,,راه تالج ف تريق
rah kharjat lih l9or3a,,راه خارجات ليه لقورعا
xhal hadi mxftak azin,,شهال هادي مشفتاك أزين
malk kador bzaf,,مالك كادور بزاف
wfik tnawi nta,,وفيك تناوي نتا
ghtasabha maskina,,غتاسابها ماسكينا
nass fcafé mojodin,,ناسّ فكافé موجودين
lah yata9abal akhy,,الله ياتاقابال أخي
kayn xi wla lfrxi,,كاين شي ولا لفرشي
xrit 9ar3a dyal lma,,شريت قارعا ديال لما
wgheda 3ndna sport,,وغدا عندنا سپورت
wdk ostad rah maghyjix,,ودك أُستاد راه ماغيجيش
rah daro idrab,,راه دارو إدراب
rah talalaba bghaw labourse,,راه تالالابا بغاو لابورس
talaba 3ndhom mtihanat,,تالابا عندهوم متيهانات
wji ana kyn 3nd mol mahlaba,,وجي أنا كين عند مول ماهلابا
rah hiya saktat,,راه هييا ساكتات
rah hiya sakratt.,,راه هييا ساكراتّ.
ylah.namxiw lso9 .,,يلاه.نامشيو لسوق .
yalah nmxiw ljam3,,يالاه نمشيو لجامع
yalah namxiw bhalna.,,يالاه نامشيو بهالنا.
rah myb9x xwiy 3nek,,راه ميبقش شويي عنك
rah sma3t e3lik.,,راه سماعت إعليك.
sma3t xi khbar.,,سماعت شي خبار.
rah galo f lakhbar dkxi,,راه ڭالو ف لاخبار دكشي
rah lwazir jay lyoma,,راه لوازير جاي ليوما
rah lmodir mxa niyaba,,راه لمودير مشا نييابا
rah ostad jay l9isam,,راه أُستاد جاي لقيسام
rah khditt wr9a 3ndo,,راه خديتّ ورقا عندو
gheda dafa3 la carte,,غدا دافاع لا كارت
lbolis rah jaw swllo fik,,لبوليس راه جاو سولّو فيك
ara liya ljomal,,أرا لييا لجومال
mazayli' ntoma tma,,مازايلي' نتوما تما
rah mxa khona,,راه مشا خونا
wdoz takol m3ana,,ودوز تاكول معانا
mazal maghadyin,,مازال ماغاديين
ax darto tmak,,أش دارتو تماك
zid zayt f tajin,,زيد زايت ف تاجين
wsarbina rah ghadyin,,وساربينا راه غاديين
sarbi rah taxi bghat yakhraj,,ساربي راه تاشي بغات ياخراج
3amar liya lkass,,عامار لييا لكاسّ
ara liya kass d atay,,أرا لييا كاسّ د أتاي
ara liya kass.ta3 l3assir,,أرا لييا كاسّ.تاع لعاسّير
ara liya kass dlmonada,,أرا لييا كاسّ دلمونادا
dik lablasa 3ayana bzaff,,ديك لابلاسا عايانا بزافّ
3mart lbota lyoma,,عمارت لبوتا ليوما
kharajt lflous lyoma,,خاراجت لفلوس ليوما
zid lfakaher tmak,,زيد لفاكاهر تماك
kmi lik gha xwiya,,كمي ليك غا شوييا
wx kyna xi dar lakri,,وش كينا شي دار لاكري
aara liya ha9ii,,ارا لييا هاقيّ
ara xi mon3ich jamad,,أرا شي مونعيش جاماد
ara liya xi bimbo,,أرا لييا شي بيمبو
wazna dik djjaja,,وازنا ديك دجّاجا
ara liya xi 9atban,,أرا لييا شي قاتبان
maso9ich fin,,ماسوقيش فين
ha howa y3tik lkhawa,,ها هووا يعتيك لخاوا
xi simana hadi,,شي سيمانا هادي
kayakhod lflousss,,كاياخود لفلوسّس
whna waloo knxo dans,,وهنا والو كنشو دانس
xhal dyal takabor fih,,شهال ديال تاكابور فيه
ha ljomal dayzz,,ها لجومال دايزّ
gad liya joj 9atba'n,,ڭاد لييا جوج قاتبا'ن
khlast lasorance,,خلاست لاسورانس
tfraajt f xwt lowal,,تفراجت ف شوت لووال
mazal masala lmatch,,مازال ماسالا لماتش
talfo lik lyoma,,تالفو ليك ليوما
dwi mgad asahbi,,دوي مڭاد أساهبي
hdar nichan,,هدار نيشان
xaftak lyoma dayza,,شافتاك ليوما دايزا
wx xfti rasak,,وش شفتي راساك
wx xftoh ki daz,,وش شفتوه كي داز
wx xftih ax labas,,وش شفتيه أش لاباس
tkayas 3lih meskin,,تكاياس عليه مسكين
wx b9a fik lhal,,وش بقا فيك لحال
ana t3axit bra,,أنا تعاشيت برا
aji t3axa m3aya,,أجي تعاشا معايا
rah m3rft mnktab,,راه معرفت منكتاب
wx bhal dk nhar,,وش بهال دك نهار
wgha mat9ala9 3liya,,وغا ماتقالاق علييا
ktab 3lay smya bax tb9a 3a9al,,كتاب علاي سميا باش تبقا عاقال
o3lach ghelty lya chkon m3aya,,أُعلاش غلتي ليا شكون معايا
ah bghity txad fya,,أه بغيتي تشاد فيا
aji 3ndak joj nmrat,,أجي عنداك جوج نمرات
yalah khadaamt dyali la9dima,,يالاه خادامت ديالي لاقديما
chof stari li 7da sa7bty,,شوف ستاري لي حدا ساحبتي
fsra7a ana dayra b7al dik sahbty hhhh 9sira,,فسراحا أنا دايرا بحال ديك ساهبتي هههه قسيرا
uk nsiftha lik 3adii katjin z3ma,,وك نسيفتها ليك عاديّ كاتجين زعما
machi xi wa7ad marani,,ماشي شي واحاد ماراني
ah rak katrini mzn tbarklah,,أه راك كاتريني مزن تباركلاه
3ndak lforma b3da dyl dak chi,,عنداك لفورما بعدا ديل داك شي
la ana d3ifa chwya,,لا أنا دعيفا شويا
ach gendir lah ihdik,,أش ڭندير الله إهديك
kanakl walakin wlo,,كاناكل والاكين ولو
hta 7aja maktban fiya,,هتا حاجا ماكتبان فييا
li kant jat m3ana lblad ??,,لي كانت جات معانا لبلاد ??
3a9bal lxi w7din,,عاقبال لشي وحدين
hya li zwina yak,,هيا لي زوينا ياك
ghur hiya jalaba wlwa9fa,,غور هييا جالابا ولواقفا
bghit nlo7a lfb zwina??,,بغيت نلوحا لفب زوينا??
ah sf rir nlo7a lfb yak,,أه سف رير نلوحا لفب ياك
iwa mlk kdahki,,إوا ملك كداهكي
ach ghadi tchof,,أش غادي تشوف
kandwi m3ah rir mn fb,,كاندوي معاه رير من فب
li gltlik hta ana,,لي ڭلتليك هتا أنا
hwa li sifat lik swartih lya mn fo9 jbal,,هوا لي سيفات ليك سوارتيه ليا من فوق جبال
nta maghadix tji lcasa,,نتا ماغاديش تجي لكاسا
noo hd l3am glst hna hta lxi 3otla,,نو هد لعام ڭلست هنا هتا لشي عوتلا
ah ch7al mab9uity jiti lhna,,أه شحال مابقويتي جيتي لهنا
"rh dik sa3a, l9raya",,"ره ديك ساعا, لقرايا"
ah inchalah ba9ui tji,,أه إنشالاه باقوي تجي
wa9ila ana nsawlk,,واقيلا أنا نساولك
gha l9itha hna f téléphoni,,غا لقيتها هنا ف تéلéپهوني
lghalat kayw9a3,,لغالات كايوقاع
wnti 3ndk joj nwamer tbarklah,,ونتي عندك جوج نوامر تباركلاه
zwina hadi,,زوينا هادي
ghatgol chkon wla la,,غاتڭول شكون ولا لا
wa 9ol liya madbr lina f xi khdma,,وا قول لييا مادبر لينا ف شي خدما
rah l3atala b xahda,,راه لعاتالا ب شاهدا
wlah ila tl3at lina hd blad f ras,,ولاه إلا تلعات لينا هد بلاد ف راس
makyn may dar fiha,,ماكين ماي دار فيها
3tatak lwa9t akhy,,عتاتاك لواقت أخي
wstamta3 liya m3a rask,,وستامتاع لييا معا راسك
ax kat3wd lblad ma kant,,أش كاتعود لبلاد ما كانت
sd3tna blhdra akhy,,سدعتنا بلهدرا أخي
ras malak ghir hdra,,راس مالاك غير هدرا
dwiti f lma39ol,,دويتي ف لماعقول
dwi f lma39ol ahna m€ak,,دوي ف لماعقول أهنا م€اك
sir f7alak €liya,,سير فحالاك €لييا
wakha ila b9at fik,,واخا إلا بقات فيك
sma7 liya mamsalyach daba,,سماح لييا مامسالياش دابا
4natla9aw ghda ncharbo 9hiwa?!,,4ناتلاقاو غدا نشاربو قهيوا?!
3lach ma3lamtinich man 9bal?!,,علاش ماعلامتينيش مان قبال?!
chaftak ghbarti,,شافتاك غبارتي
hadi hiya rajla?!,,هادي هييا راجلا?!
awdi dak fartlan madyal hadra,,أودي داك فارتلان ماديال هادرا
wata sir chof lik chi 7ad akhor,,واتا سير شوف ليك شي حاد أخور
bayna ma3ndak maydar,,باينا ماعنداك مايدار
