darija,eng,darija_ar
3lach tfar9o?,,علاش تفارقو?
tfar9o chhal hadi,,تفارقو شهال هادي
imta lconkor?,,إمتا لكونكور?
thala fsahtk,,تهالا فساهتك
matb9ach takol bzaf,,ماتبقاش تاكول بزاف
n9as mn lmakla,,نقاس من لماكلا
katban ghlid bzaf,,كاتبان غليد بزاف
katban r9i9 bzaf,,كاتبان رقيق بزاف
bghit nzid flwazn,,بغيت نزيد فلوازن
bghit n9as lwazn,,بغيت نقاس لوازن
mtaba3 rijim,,متاباع ريجيم
kanjri kola sbah,,كانجري كولا سباه
wach tjri m3aya?,,واش تجري معايا?
chkon bgha yn3as hna?,,شكون بغا ينعاس هنا?
hada so2al mzyan,,هادا سوأل مزيان
blati njawbk,,بلاتي نجاوبك
3la mn kathder?,,علا من كاتهدر?
achno lfa2ida dyal hadchi?,,أشنو لفاإدا ديال هادشي?
khask tkhser ila bghiti trbeh,,خاسك تخسر إلا بغيتي تربه
deja chftha,,دجا شفتها
deja jit hna,,دجا جيت هنا
ghadi lhanot,,غادي لهانوت
sad lhanot,,ساد لهانوت
fath lhanot,,فاته لهانوت
makhaliti walo,,ماخاليتي والو
hta wahd maja,,هتا واهد ماجا
khasak t3tarf,,خاساك تعتارف
mcha lbra,,مشا لبرا
khdam flkharij,,خدام فلخاريج
makant3aml m3ah,,ماكانتعامل معاه
chawah som3a dyalo,,شاواه سومعا ديالو
achmn tari9a li zwina?,,أشمن تاريقا لي زوينا?
kandrs tarikh,,كاندرس تاريخ
ma3ndakch mnach tkhaf,,ماعنداكش مناش تخاف
wa9ila majaych,,واقيلا ماجايش
chkon ladmin dyal had lgroup?,,شكون لادمين ديال هاد لڭروپ?
hal9a zwina,,هالقا زوينا
ghadi nkali 3lik,,غادي نكالي عليك
khask tjma3 lflous,,خاسك تجماع لفلوس
rakaz m3aya mzyan,,راكاز معايا مزيان
3tini chwiya dyal lhorya,,عتيني شوييا ديال لهوريا
mathakam fiya,,ماتهاكام فييا
khdam 39lk chwiya,,خدام عقلك شوييا
dbert fwahd lkhdma,,دبرت فواهد لخدما
chhal f3mrha,,شهال فعمرها
rah deja mgjadi,,راه دجا مڭجادي
kaychbah lik,,كايشباه ليك
kaychbh lwah syed kan3rfo,,كايشبه لواه سيد كانعرفو
hna fin khlast gharama,,هنا فين خلاست غاراما
chhal khlasti flgharama?,,شهال خلاستي فلغاراما?
chhal talbin fsda9,,شهال تالبين فسداق
khasak tsda9 mra mra,,خاساك تسداق مرا مرا
3tini lmasder,,عتيني لماسدر
bghit nchri tomobil,,بغيت نشري توموبيل
ma3ndich zher,,ماعنديش زهر
kharj nt9ahwa,,خارج نتقاهوا
jib liya bhal hadi,,جيب لييا بهال هادي
jib liya bhal had,,جيب لييا بهال هاد
jib liya bhal hado,,جيب لييا بهال هادو
bghit nhaz chi rhil,,بغيت نهاز شي رهيل
kan9lb 3la chi honda,,كانقلب علا شي هوندا
bach ghadi n3rfk,,باش غادي نعرفك
na3at liya lblasa,,ناعات لييا لبلاسا
ana lighadi nkhalas,,أنا ليغادي نخالاس
ghir kandhak m3ak,,غير كاندهاك معاك
khasak thami 3lih,,خاساك تهامي عليه
achno aghrab haja darti fhyatk?,,أشنو أغراب حاجة دارتي فهياتك?
9ta3 m3ak had lkika,,قتاع معاك هاد لكيكا
had l2okla bnina,,هاد لأكلا بنينا
hado f3aylk,,هادو فعايلك
salam 3la shabk,,سالام علا سهابك
hadchi 3adi,,هادشي عادي
hadchi machi 3adi,,هادشي ماشي عادي
kidayer so9 lyoma?,,كيداير سوق ليوما?
achno knaytk?,,أشنو كنايتك?
makanfara9 bin hado,,ماكانفاراق بين هادو
matsbnich,,ماتسبنيش
malk kat3ayer?,,مالك كاتعاير?
hz hwayjk,,هز حوايجك
khask mohami,,خاسك موهامي
bach kthder?,,باش كتهدر?
ghadi nmchi direct,,غادي نمشي ديركت
chkon mol lfa3la?,,شكون مول لفاعلا?
bghit nfakrk fchi haja,,بغيت نفاكرك فشي حاجة
tawsil fabor,,تاوسيل فابور
khasak tkhlas livrizon,,خاساك تخلاس ليڤريزون
ma3ndich m3a tahramyat,,ماعنديش معا تاهراميات
rak m3rod l3res,,راك معرود لعرس
imta lkhotoba?,,إمتا لخوتوبا?
ach katghani?,,أش كاتغاني?
asmit loghnya?,,أسميت لوغنيا?
khask tkon wa3i bhad chi,,خاسك تكون واعي بهاد شي
kandawaz wahd stage,,كانداواز واهد ستاڭ
acho bghiti tchreb?,,أشو بغيتي تشرب?
ach heb lkhater?,,أش هب لخاتر?
ach takol?,,أش تاكول?
ma9dertch nthakam frasi,,ماقدرتش نتهاكام فراسي
khasni darori nmchi,,خاسني داروري نمشي
hadchi khas brjal,,هادشي خاس برجال
hadchi khas bnsa,,هادشي خاس بنسا
tkarfast,,تكارفاست
momkin t9dam rask?,,مومكين تقدام راسك?
3tini forsa okhra?,,عتيني فورسا أُخرا?
kandir lmaster,,كاندير لماستر
kandir doctora,,كاندير دوكتورا
khask tfrad rask,,خاسك تفراد راسك
bghit nbdal nmra,,بغيت نبدال نمرا
bghit nbdal smiya dyali,,بغيت نبدال سمييا ديالي
9rib ntkharaj,,قريب نتخاراج
hadchi bhal bhal,,هادشي بهال بهال
bghit ndir tijara,,بغيت ندير تيجارا
momkin takhad liya sora?,,مومكين تاخاد لييا سورا?
mbli blgaro,,مبلي بلڭارو
mbli bchrab,,مبلي بشراب
khasak thak m3a nas,,خاساك تهاك معا ناس
momkin t3tini chi wasf,,مومكين تعتيني شي واسف
skhen doch,,سخن دوش
mathawal tghach,,ماتهاوال تغاش
khas mora9aba,,خاس موراقابا
khasak tnfa9,,خاساك تنفاق
kanji 3yan mn lkhdma,,كانجي عيان من لخدما
khsart kolchi li	3ndi,,خسارت كولشي لي عندي
ndiro charaka binatna,,نديرو شاراكا بيناتنا
ncharti lhwayj?,,نشارتي لحوايج?
khasak tghayer rask?,,خاساك تغاير راسك?
kan9ra wahd riwaya,,كانقرا واهد ريوايا
fin momkin nchri journal?,,فين مومكين نشري جورنال?
bchhal had table?,,بشهال هاد تابل?
khasni nchri wah tlaja,,خاسني نشري واه تلاجا
matchadch lkridi,,ماتشادش لكريدي
bghit nkri mahal,,بغيت نكري ماهال
bghit nkri tomobil,,بغيت نكري توموبيل
hsen cha3rk,,هسن شاعرك
ghsal wajhk,,غسال واجهك
bghit nma9as dfari,,بغيت نماقاس دفاري
fin kayn salon?,,فين كاين سالون?
ghsal snank,,غسال سنانك
hayad hwayjk,,هاياد حوايجك
chr9at chams,,شرقات شامس
ghrbat chams,,غربات شامس
3ziz 3liya choro9,,عزيز علييا شوروق
3ziz 3liya lghorob,,عزيز علييا لغوروب
dbah lkhrof,,دباه لخروف
bghit bolfaf,,بغيت بولفاف
badal l9anat,,بادال لقانات
3tini telecomond,,عتيني تلكوموند
frach dar,,فراش دار
jib lfrach,,جيب لفراش
saye9 dar,,سايق دار
jafaf dar,,جافاف دار
ntla9aw 3chiya,,نتلاقاو عشييا
daba ndoz 3ndk,,دابا ندوز عندك
demari lmotor,,دماري لموتور
demari tomobil,,دماري توموبيل
sakat tomobil,,ساكات توموبيل
9alab mzyan,,قالاب مزيان
ch3al lpc,,شعال لپك
tfi lpc,,تفي لپك
sahd lyoma bzaf,,ساهد ليوما بزاف
kayderni sadri,,كايدرني سادري
makanaklch lham,,ماكاناكلش لهام
makanaklch djaj,,ماكاناكلش دجاج
ma3ndich m3a lham,,ماعنديش معا لهام
kanakl ghir lghdra,,كاناكل غير لغدرا
khasni motarjim,,خاسني موتارجيم
bghit ntrjam had lwati9a,,بغيت نترجام هاد لواتيقا
bchhal katrjam?,,بشهال كاترجام?
bghit ndir tarjama,,بغيت ندير تارجاما
bghir damana,,بغير دامانا
ghadi ndman lik,,غادي ندمان ليك
achman yawm hada?,,أشمان ياوم هادا?
achman chahr hada?,,أشمان شاهر هادا?
chhal lyom fchhar?,,شهال ليوم فشهار?
achman sana hadi?,,أشمان سانا هادي?
hadchi ijbari,,هادشي إجباري
achman mada?,,أشمان مادا?
salat salahiya,,سالات سالاهييا
chi haja kathra9,,شي حاجة كاتهراق
ach hadchi kaythra9?,,أش هادشي كايتهراق?
lah ytob 3lik,,الله يتوب عليك
blati n3awad lik wahd l9isa?,,بلاتي نعاواد ليك واهد لقيسا?
matkhalih ystaghlak,,ماتخاليه يستاغلاك
tkhlat 3lih,,تخلات عليه
tkhla 3liha,,تخلا عليها
jinni direct,,جينّي ديركت
hadi dyali,,هادي ديالي
hadi machi dyali,,هادي ماشي ديالي
khask tsraf,,خاسك تسراف
mamrtahch m3ak,,مامرتاهش معاك
mabghitch nb9a m3ak,,مابغيتش نبقا معاك
mathddni,,ماتهدّني
ftah 3inik,,فتاه عينيك
fin ndader dyali?,,فين ندادر ديالي?
kaykhdam smsar,,كايخدام سمسار
nod baraka mn n3as,,نود باراكا من نعاس
achman fasl hada?,,أشمان فاسل هادا?
3ziz 3liya sif,,عزيز علييا سيف
3ziz 3liya chat,,عزيز علييا شات
deja sma3t bhadchi,,دجا سماعت بهادشي
kayskan flmdina,,كايسكان فلمدينا
kayskan flbadiya,,كايسكان فلبادييا
khaso yt3a9b,,خاسو يتعاقب
bant lha9i9a,,بانت لهاقيقا
kayn chi jaded	?,,كاين شي جادد ?
achno danb dyali?,,أشنو دانب ديالي?
safi sala had lprodwi,,سافي سالا هاد لپرودوي
khdam modir fcharika,,خدام مودير فشاريكا
maymknch ntkhayal,,مايمكنش نتخايال
achno l9iti tama?,,أشنو لقيتي تاما?
3ndi hsab flbanka,,عندي هساب فلبانكا
bghit n9ad hsab flbanka,,بغيت نقاد هساب فلبانكا
mni l2asl dyalk,,مني لأسل ديالك
wash tab3k cho wahd?,,واسه تابعك شو واهد?
la makandan,,لا ماكاندان
khalini n9arar,,خاليني نقارار
mdadnit fik hadchi,,مدادنيت فيك هادشي
matfhamnich ghalat,,ماتفهامنيش غالات
khask daf3 3liya,,خاسك دافع علييا
achno ghadi n9ol,,أشنو غادي نقول
wash mtaf9in 3la hadchi,,واسه متافقين علا هادشي
mat3aya9 bzaf,,ماتعاياق بزاف
ghadi nsaliw had l3ala9a,,غادي نساليو هاد لعالاقا
hadchi t9il bzaf,,هادشي تقيل بزاف
mamt2akad mzyan,,مامتأكاد مزيان
ymkan lik tn3as hnaya ila bghiti,,يمكان ليك تنعاس هنايا إلا بغيتي
hta tjibha lwa9t wn9olik,,هتا تجيبها لواقت ونقوليك
achno kayhsab lik rask?,,أشنو كايهساب ليك راسك?
matkonch mkalakh,,ماتكونش مكالاخ
malk mkalakh?,,مالك مكالاخ?
9ra had lckomontir,,قرا هاد لككومونتير
red 3la had lcomontir,,رد علا هاد لكومونتير
hadchi kaykhla3,,هادشي كايخلاع
safi mchina fiha,,سافي مشينا فيها
mghadich ntzawaj,,مغاديش نتزاواج
hta yktab,,هتا يكتاب
3tini ti9ar,,عتيني تيقار
mathez lhem bzaf,,ماتهز لهم بزاف
mzyer had sa3a,,مزير هاد ساعا
kandawaz imtihan,,كانداواز إمتيهان
hadchi mam3rofch 3lik,,هادشي مامعروفش عليك
matm3nich 3liya,,ماتمعنيش علييا
twafa lbarh,,توافا لباره
wach katsali?,,واش كاتسالي?
kathchem,,كاتهشم
mathchem biya,,ماتهشم بييا
katchak bzaf,,كاتشاك بزاف
hayed mnk chek,,هايد منك شك
doz 3ndi lbiro,,دوز عندي لبيرو
kayt9an lkhadma dyalo,,كايتقان لخادما ديالو
3ndo m3a hadchi,,عندو معا هادشي
3tini molakhass,,عتيني مولاخاسّ
tha9a9 mn hadchi,,تهاقاق من هادشي
zid chwiya fsot,,زيد شوييا فسوت
matahmnich,,ماتاهمنيش
khdam lfrfara,,خدام لفرفارا
khasak dahi,,خاساك داهي
khask tltazm m3ana,,خاسك تلتازم معانا
3ndi diplom,,عندي ديپلوم
fker m3aya mzyan,,فكر معايا مزيان
hadchi khadi ykhraj 3lik,,هادشي خادي يخراج عليك
khasna ndiri hafla,,خاسنا نديري هافلا
fach nhtajk antasl bik,,فاش نهتاجك أنتاسل بيك
tla3 m3a droj,,تلاع معا دروج
kon hani,,كون هاني
t9ta3 do,,تقتاع دو
wash katsm3ni?,,واسه كاتسمعني?
3lach tfar9to?,,علاش تفارقتو?
sift liya tsawer,,سيفت لييا تساور
htni hnaya,,هتني هنايا
3ndi tyara lyoma,,عندي تيارا ليوما
ma3ndich lpaspor,,ماعنديش لپاسپور
khasni nakhd lvisa,,خاسني ناخد لڤيسا
hadchi 9lil fach kayw9a3,,هادشي قليل فاش كايوقاع
bghit n3ti ra2y dyali,,بغيت نعتي راإي ديالي
jaw dyof,,جاو ديوف
3za3 3liya lhayawanat,,عزاع علييا لهاياوانات
ma3ndich m3a lklab,,ماعنديش معا لكلاب
kelb kaynbah,,كلب كاينباه
khrej chof chkon,,خرج شوف شكون
matf9x l2almal,,ماتفقش لألمال
ghadi nt9ada fmarjan,,غادي نتقادا فمارجان
jib tid m3ak,,جيب تيد معاك
makaydirch lmaf3ol,,ماكايديرش لمافعول
lmf3ol dyalo 9wi,,لمفعول ديالو قوي
dir lkhobz flfran,,دير لخوبز فلفران
dir lhot flfran,,دير لهوت فلفران
bghit lhot mchwi,,بغيت لهوت مشوي
bghit lhot m9li,,بغيت لهوت مقلي
knftakher bik,,كنفتاخر بيك
dem kaysil,,دم كايسيل
dir hadchi fmilf,,دير هادشي فميلف
fin jat lmktaba,,فين جات لمكتابا
nmcho m3a had chari3,,نمشو معا هاد شاريع
