darija,eng,darija_ar
hta 9t3na ljiha lokhra,,هتا قتعنا لجيها لوخرا
kna kat3in hafyanin,,كنا كاتعين هافيانين
hit ila lbst sbat,,هيت إلا لبست سبات
i9dr it9ata3 lik,,إقدر إتقاتاع ليك
ana jb sandalti osbrida,,أنا جب ساندالتي أُسبريدا
howa jabo gher sbrdilat,,هووا جابو غر سبرديلات
galt lihom t9olbto,,ڭالت ليهوم تقولبتو
hit mli nwslo khasna nhaydo sbridalat,,هيت ملي نوسلو خاسنا نهايدو سبريدالات
mli 9tr3na l9ina joj rjala,,ملي قترعنا لقينا جوج رجالا
kay9t3o f chjar lkib,,كايقتعو ف شجار لكيب
imkan safsal,,إمكان سافسال
howa chjar twil bzaf okhder,,هووا شجار تويل بزاف أُخدر
saraha be9a fiya dak chjr,,ساراها بقا فييا داك شجر
homa hamhom lfloss,,هوما هامهوم لفلوسّ
bghaw irbho lfloss,,بغاو إربهو لفلوسّ
ohdai hiya okhyab haja,,أُهداي هييا أُخياب حاجة
bnadem kaymot 3la floss,,بنادم كايموت علا فلوسّ
madi bzaff onsa l aham,,مادي بزافّ أُنسا ل أهام
3andhomwahed lmanchar,,عاندهومواهد لمانشار
kaykhdem belmazot,,كايخدم بلمازوت
3an 3an sd3ona,,عان عان سدعونا
kena bghina nglsso hdahom,,كنا بغينا نڭلسّو هداهوم
galt ldrari lala,,ڭالت لدراري لالا
hna makhdamch,,هنا ماخدامش
gher isd3ona hado,,غر إسدعونا هادو
hzina hwayjna,,هزينا حوايجنا
omchina 3awtani,,أُمشينا عاوتاني
chi nass sa3a ohna kandor,,شي ناسّ ساعا أُهنا كاندور
hta l9ina wahed lblassa,,هتا لقينا واهد لبلاسّا
mbrda omkhbya,,مبردا أُمخبيا
hit kan skhon lhal,,هيت كان سخون لحال
nsina wahed tabssil temak,,نسينا واهد تابسّيل تماك
rj3 soufian m3a moustafa,,رجع سوفيان معا موستافا
b9it kantsena hta rj3o,,بقيت كانتسنا هتا رجعو
3ad bdlna hwayjna,,عاد بدلنا حوايجنا
kola wahed fina bda kay9ala,,كولا واهد فينا بدا كايقالا
3la l3wad bach ndiro ch3ala,,علا لعواد باش نديرو شعالا
ze3ma l3afya,,زعما لعافيا
makayn labota lawalo,,ماكاين لابوتا لاوالو
hit t9ila bach thzha,,هيت تقيلا باش تهزها
tb9ay jay men temak onta haz,,تبقاي جاي من تماك أُنتا هاز
dak lwazn ga3,,داك لوازن ڭاع
ana jbt lihom wahed l3aram diyal dkhchich,,أنا جبت ليهوم واهد لعارام دييال دخشيش
homa jabo l3wad ghlad,,هوما جابو لعواد غلاد
drna dkhchich,,درنا دخشيش
wahed lkoma diyal l3wad,,واهد لكوما دييال لعواد
mdgdguin osghar bzaf,,مدڭدڭوين أُسغار بزاف
hfrna wahed lhfra,,هفرنا واهد لهفرا
lakhor mcha ijib lhjar,,لاخور مشا إجيب لهجار
bach nhatoh fjnab,,باش نهاتوه فجناب
obach lbrd maytfich l3afya,,أُباش لبرد مايتفيش لعافيا
9lbna 3la lbrika,,قلبنا علا لبريكا
mabghatch tch3al,,مابغاتش تشعال
gher bzaz hta ch3lat,,غر بزاز هتا شعلات
ch3lna l3afya,,شعلنا لعافيا
khlina hta chdat wlat jmar,,خلينا هتا شدات ولات جمار
dak jmar howa limzyan,,داك جمار هووا ليمزيان
3mrna mo9raj,,عمرنا موقراج
be9a lma kaytib bchwiya,,بقا لما كايتيب بشوييا
mli tab lma,,ملي تاب لما
3mrt lihom atay,,عمرت ليهوم أتاي
glt lsahbi ijbd lkhobz,,ڭلت لساهبي إجبد لخوبز
lkhobz kan ktir,,لخوبز كان كتير
hit lma kayjib jo3,,هيت لما كايجيب جوع
jab lina lmkhmar okhobz dar,,جاب لينا لمخمار أُخوبز دار
skhnto mzyan fo9 l3afya,,سخنتو مزيان فوق لعافيا
hta wla mgrmel,,هتا ولا مڭرمل
homa khslo lkissan ofrcho,,هوما خسلو لكيسّان أُفرشو
bghit nhaz lbrad,,بغيت نهاز لبراد
walakin hrgni skhoun bzaff,,والاكين هرڭني سخون بزافّ
ja mustafa jab wahed srbita,,جا موستافا جاب واهد سربيتا
hazo bchwiya,,هازو بشوييا
odaro fsiniya,,أُدارو فسينييا
kbit lihom atay li3mrt,,كبيت ليهوم أتاي ليعمرت
wahed dekka bna3na3,,واهد دكّا بناعناع
yasalam katfy9 men n3ass,,ياسالام كاتفيق من نعاسّ
dagoh 3jbhom,,داڭوه عجبهوم
galo liya 3mrn lina,,ڭالو لييا عمرن لينا
chi wahed khor,,شي واهد خور
rah lyoum hslti,,راه ليوم هسلتي
kbina zit fwahed zlafa,,كبينا زيت فواهد زلافا
lformage kan fjiha lokhra diyal sac,,لفورماڭ كان فجيها لوخرا دييال ساك
kant cartona kbira,,كانت كارتونا كبيرا
3jbatna gher zit hit diayl lblad,,عجباتنا غر زيت هيت ديايل لبلاد
zebda tahiya kant,,زبدا تاهييا كانت
l3ssal gher nsaliw,,لعسّال غر نساليو
onmchiw ldar ndo9oh,,أُنمشيو لدار ندوقوه
kola wahed chrb,,كولا واهد شرب
okal hta chb3,,أُكال هتا شبع
nsina tajin,,نسينا تاجين
drna l3od chkon itayab,,درنا لعود شكون إتاياب
ochkon ighsal lma3en,,أُشكون إغسال لماعن
nad mostapha tay9lb 3la tajin,,ناد موستاپها تايقلب علا تاجين
ana kanghsal l7am,,أنا كانغسال لحام
soufian ma3gaz,,سوفيان ماعڭاز
b9a mteki okaytkayaf,,بقا متكي أُكايتكاياف
glna lih serbi rassek,,ڭلنا ليه سربي راسّك
mli sala howa,,ملي سالا هووا
haga kan dayr ndader kahlin,,هاڭا كان داير ندادر كاهلين
glt lih jib liya,,ڭلت ليه جيب لييا
hit rmad kay3mini,,هيت رماد كايعميني
wla aji nfokh nta,,ولا أجي نفوخ نتا
hit jmar kaytfa,,هيت جمار كايتفا
ila manfokhtich 3lih,,إلا مانفوختيش عليه
ghadi itfa belbroda,,غادي إتفا بلبرودا
wakha kan sahd ch3lnaha,,واخا كان ساهد شعلناها
motsafa jab tajine kbir,,موتسافا جاب تاجين كبير
ana drt l7am ftajine,,أنا درت لحام فتاجين
odarna l3triya,,أُدارنا لعترييا
olmlha olkamoun hta howa,,أُلملها أُلكامون هتا هووا
wahed soupira kant that lhwayj,,واهد سوپيرا كانت تهات لحوايج
kant fiha lhalwa,,كانت فيها لحالوا
odssert jbto ana,,أُدسّرت جبتو أنا
odrto fwahed lmika,,أُدرتو فواهد لميكا
jbna l3nab olimoun,,جبنا لعناب أُليمون
lbanan mal9inahch,,لبانان مالقيناهش
swihla kant mojod,,سويهلا كانت موجود
drbna wahda be3d lfot,,دربنا واهدا بعد لفوت
ojoj khlinahom hta ntghdaw,,أُجوج خليناهوم هتا نتغداو
tajin bda kayt9la,,تاجين بدا كايتقلا
9chrna lbassla odernaha melfo9,,قشرنا لباسّلا أُدرناها ملفوق
bda kaytchhar kolchi,,بدا كايتشهار كولشي
mchina kanwjdo fsenara,,مشينا كانوجدو فسنارا
merra merra wahed kaydir tlila,,مرّا مرّا واهد كايدير تليلا
bach tajine maythragch,,باش تاجين مايتهراڭش
kna kanzido melmo9raj,,كنا كانزيدو ملموقراج
li3mrna meno atay,,ليعمرنا منو أتاي
hit skhoun hssen melnard,,هيت سخون هسّن ملنارد
khlinah kaytib bchwiua,,خليناه كايتيب بشويوا
merra merra kanzido 3wifya,,مرّا مرّا كانزيدو عويفيا
dok lhjrat wla kahlin,,دوك لهجرات ولا كاهلين
godamna kan wahed rajl owlado,,ڭودامنا كان واهد راجل أُولادو
howa kan kayhach rbi3,,هووا كان كايهاش ربيع
wldo sghir sarh lbhaym,,ولدو سغير ساره لبهايم
olakhor dayr wahed senara felwad,,أُلاخور داير واهد سنارا فلواد
mustapha chafhom o3rfhom,,موستاپها شافهوم أُعرفهوم
hna kna jiha lokhra,,هنا كنا جيها لوخرا
chayr lihom bidih,,شاير ليهوم بيديه
oswl dari sghir,,أُسول داري سغير
galih wach lbir fih lma,,ڭاليه واش لبير فيه لما
hit i9dr it9ada lina,,هيت إقدر إتقادا لينا
galih rah nchaf,,ڭاليه راه نشاف
galih chof hdak tema kayn wahed akhor,,ڭاليه شوف هداك تما كاين واهد أخور
mchaw homa kay9lbo 3la lma,,مشاو هوما كايقلبو علا لما
ana drt telephone hdaya,,أنا درت تلپهون هدايا
okhdmt wahed disque,,أُخدمت واهد ديسقو
chwiya sm3t lhdra hdaya,,شوييا سمعت لهدرا هدايا
tlit bano liya cho drari,,تليت بانو لييا شو دراري
kay3omo m3a sbah,,كايعومو معا سباه
salmo 3liya owloni,,سالمو علييا أُولوني
yakma khask chi haja,,ياكما خاسك شي حاجة
lmohim galo liya ila htajitina,,لموهيم ڭالو لييا إلا هتاجيتينا
gher 3ayat lina,,غر عايات لينا
chkrthom bzaf,,شكرتهوم بزاف
galt lihom wach kayn chi hanta hdahom,,ڭالت ليهوم واش كاين شي هانتا هداهوم
bach ila khasatna chi haja,,باش إلا خاساتنا شي حاجة
n3rfo fin namchiw,,نعرفو فين نامشيو
galo liya rah mostafa 3arf kolchi,,ڭالو لييا راه موستافا عارف كولشي
nsit hta chmit lhrag,,نسيت هتا شميت لهراڭ
mchit kanjri zat lma,,مشيت كانجري زات لما
obdit kan9chr lbtata olgar3a okhizo,,أُبديت كانقشر لبتاتا أُلڭارعا أُخيزو
jlbana jebnha m9chra,,جلبانا جبنها مقشرا
drt lkhodra ochwiya diyal l9rfa,,درت لخودرا أُشوييا دييال لقرفا
zat lma 3awtani osdit,,زات لما عاوتاني أُسديت
chdit mika kat3tha,,شديت ميكا كاتعتها
odrtha 3la lmkab,,أُدرتها علا لمكاب
bach itif dghya,,باش إتيف دغيا
majaw fin iwslo drari hta l9aw lghda,,ماجاو فين إوسلو دراري هتا لقاو لغدا
9rib itib dakchi,,قريب إتيب داكشي
sawloni walakin glt lihom,,ساولوني والاكين ڭلت ليهوم
aji chi wahed isarhni,,أجي شي واهد إسارهني
3mrt lihom berad ttani,,عمرت ليهوم براد التاني
oglsna kanchrbo,,أُڭلسنا كانشربو
howa t3tlo chi sa3tayen,,هووا تعتلو شي ساعتاين
ana mahsitch belw9t,,أنا ماهسيتش بلوقت
nti bhali hta ana,,نتي بهالي هتا أنا
mkntx knkhrj,,مكنتش كنخرج
hta dar wldi 3am,,هتا دار ولدي عام
dirih flkrosa,,ديريه فلكروسا
wdih m3lih walo,,وديه معليه والو
ana kano ygololi mdirix hka tkhafi 3lih bzaf,,أنا كانو يڭولولي مديريش هكا تخافي عليه بزاف
rtndmi wl9it 3ndhom lh9,,رتندمي ولقيت عندهوم لهق
ana krit fwahd dar,,أنا كريت فواهد دار
li ja 3ndi kaygol lia,,لي جا عندي كايڭول ليا
m3a dkhla,,معا دخلا
kayna riha mazwinach,,كاينا ريها مازويناش
wana makanchm ta riha,,وانا ماكانشم تا ريها
m3a dalik makhlit mo3tir,,معا داليك ماخليت موعتير
makhlit nad bkhour sanikrwa hadak rah litro,,ماخليت ناد بخور سانيكروا هاداك راه ليترو
kaydi lia youmain,,كايدي ليا يوماين
ta sf 3yit,,تا سف عييت
ma3mri w93 lina bhal haka,,ماعمري وقع لينا بهال هاكا
fdyour likna fihom mn 9bl,,فديور ليكنا فيهوم من قبل
bnat m3aroda svah,,بنات معارودا سڤاه
bit labs banti had kasiwa wach zawina,,بيت لابس بانتي هاد كاسيوا واش زاوينا
mochkila nas kom,,موشكيلا ناس كوم
ach andir liha,,أش أندير ليها
golo liya ach nalbsha frajliha,,ڭولو لييا أش نالبسها فراجليها
nod n3so,,نود نعسو
ana b3da 3yit bzaf,,أنا بعدا عييت بزاف
7ti lbnt fblastha,,حتي لبنت فبلاستها
tfo do rah droni 3ini,,تفو دو راه دروني عيني
mama mjhda tlfaza,,ماما مجهدا تلفازا
yakma b9a lgaraj m7lol,,ياكما بقا لڭاراج محلول
chofi had vidéo,,شوفي هاد ڤيدéو
rah kidhr 3la dak ra2iss,,راه كيدهر علا داك راإسّ
kola wchno kigol,,كولا وشنو كيڭول
z3ma tkon bsah,,زعما تكون بساه
dkchi ghir kdoub,,دكشي غير كدوب
bach 3refti nta,,باش عرفتي نتا
maghadi ysawbo 7ta 7aja,,ماغادي يساوبو حتا حاجا
mama kat9ad lina zitouni,,ماما كاتقاد لينا زيتوني
ana kanrd3 bnti flbit,,أنا كانردع بنتي فلبيت
lwld kaybki bjahd,,لولد كايبكي بجاهد
khoya kisawb tlfaza,,خويا كيساوب تلفازا
mrat khoya kat3awn mama,,مرات خويا كاتعاون ماما
tajine kaytib,,تاجين كايتيب
dar mazal mamjmo3a,,دار مازال مامجموعا
makhlatnich bnti nch9a,,ماخلاتنيش بنتي نشقا
lghda nsbnah m3tl,,لغدا نسبناه معتل
maftrnach bkri lyouma,,مافترناش بكري ليوما
bnti 3datni fbzoulti,,بنتي عداتني فبزولتي
imkn bghat tnwd snan,,إمكن بغات تنود سنان
rah khssha ghir fach t3d,,راه خسّها غير فاش تعد
lyoma drt lbnita jalba,,ليوما درت لبنيتا جالبا
wach dart liha skhana,,واش دارت ليها سخانا
la hit drt liha 9wilb,,لا هيت درت ليها قويلب
ewa ntmnaw lkhir,,إوا نتمناو لخير
lyoma kayn dban,,ليوما كاين دبان
majbtich lia dwa sara9 zit,,ماجبتيش ليا دوا ساراق زيت
rah hjm 3la lkozina,,راه هجم علا لكوزينا
mama bghat 7jra,,ماما بغات حجرا
3lach bghatha,,علاش بغاتها
bach dog ziton,,باش دوڭ زيتون
wjdi liha lbidoyat,,وجدي ليها لبيدويات
kayna ghir lata,,كاينا غير لاتا
lata maghadich tkfa,,لاتا ماغاديش تكفا
kafiya ghir wjdiha,,كافييا غير وجديها
rani ghssltha,,راني غسّلتها
7awlo tnzlo mn st7 daba,,حاولو تنزلو من ستح دابا
3lach nzlo ach kayn,,علاش نزلو أش كاين
bghina ntghdaw,,بغينا نتغداو
3lah tab lghda,,علاه تاب لغدا
wah tab ghir nzlo,,واه تاب غير نزلو
wach 7titih ftbla,,واش حتيتيه فتبلا
ah 7tito,,أه حتيتو
wach njib m3aya lwld,,واش نجيب معايا لولد
jibih ytghda m3ana,,جيبيه يتغدا معانا
3afak sd sta7,,عافاك سد ستاح
lmchach kin9zo mn sor,,لمشاش كينقزو من سور
ana rani mana3sach,,أنا راني ماناعساش
ntghdaw ontka chwia,,نتغداو أُنتكا شويا
chmch 7ara lyouma,,شمش حارا ليوما
l3chya 3ndi sway3,,لعشيا عندي سوايع
maghadich nkon msalia,,ماغاديش نكون مساليا
awili 3lik ghir katkhrb9i,,أويلي عليك غير كاتخربقي
ach bghiti dakchi,,أش بغيتي داكشي
rah ghir l7ram,,راه غير لحرام
thdni chwia,,تهدني شويا
diri ya9ink f lah,,ديري ياقينك ف الله
nod kml khdmtk,,نود كمل خدمتك
rah 3y9ti bn3as,,راه عيقتي بنعاس
madrthach ana li3yana,,مادرتهاش أنا ليعيانا
chno jab sahbti lhdra,,شنو جاب ساهبتي لهدرا
ghir katkhrb9i osafi,,غير كاتخربقي أُسافي
mohim hadchy mamnouch,,موهيم هادشي مامنوش
men gbila ma3mrtich atay,,من ڭبيلا ماعمرتيش أتاي
hit kant lkhdora olma hdana,,هيت كانت لخدورا أُلما هدانا
matskhach dji men temak,,ماتسخاش دجي من تماك
9bl maymchiw,,قبل مايمشيو
dar mostafa lgsba,,دار موستافا لڭسبا
mach liha l9aha,,ماش ليها لقاها
chdat lih khamsat lhotat,,شدات ليه خامسات لهوتات
ana ishab li ghadi idw9na,,أنا إسهاب لي غادي إدوقنا
hit hna dyaf,,هيت هنا دياف
sa3a wslna odkhl dakchi ldaro,,ساعا وسلنا أُدخل داكشي لدارو
lmohim nkml likom,,لموهيم نكمل ليكوم
b9ina kanjbdo fdrari shabna,,بقينا كانجبدو فدراري سهابنا
hali khdam hali mat,,هالي خدام هالي مات
hali dzwj,,هالي دزوج
kolawahed achno dar,,كولاواهد أشنو دار
swlto ana 3la drari likan3rf,,سولتو أنا علا دراري ليكانعرف
galiya aktariya mchaw menhna,,ڭالييا أكتارييا مشاو منهنا
wahed mcha lfransa,,واهد مشا لفرانسا
lkhrin daro tabnayt,,لخرين دارو تابنايت
wahdin mchaw l3askar,,واهدين مشاو لعاسكار
glt lih hadi hiya denya,,ڭلت ليه هادي هييا دنيا
wald 3amk lknbir ach dar,,والد عامك لكنبير أش دار
mcha lsahra chi sb3 snin hadi,,مشا لساهرا شي سبع سنين هادي
howa dzwj 9bl meni,,هووا دزوج قبل مني
3andi bniya kayna fdar,,عاندي بنييا كاينا فدار
waladih lichadinha,,والاديه ليشادينها
howa ga3ma kayji bzaff,,هووا ڭاعما كايجي بزافّ
khoh lakhor khdam fcharika,,خوه لاخور خدام فشاريكا
lakhor mazal kay9ra,,لاخور مازال كايقرا
kola wahed fin chadha,,كولا واهد فين شادها
galiya tla9it bsahbek,,ڭالييا تلاقيت بساهبك
ghdar asahbi hadak,,غدار أساهبي هاداك
wah ma3ndoch lkmla,,واه ماعندوش لكملا
m3rofa 3liha howa,,معروفا عليها هووا
kaydir m3ak wikhwi bik,,كايدير معاك ويخوي بيك
asahbi ach bghina bnadem,,أساهبي أش بغينا بنادم
hna machadinch namima,,هنا ماشادينش ناميما
hna gher glna lha9,,هنا غر ڭلنا لهاق
bnadem khasso ikon tarjlit,,بنادم خاسّو إكون تارجليت
machi chmata,,ماشي شماتا
gher ji igol ana rajl,,غر جي إڭول أنا راجل
rajla rah kanz,,راجلا راه كانز
okay3r rajl gher rajl,,أُكايعر راجل غر راجل
chmayt mojodin,,شمايت موجودين
baraka 3lina men had lmawdo3,,باراكا علينا من هاد لماودوع
bdl nta nit,,بدل نتا نيت
jamal ach kaydir daba,,جامال أش كايدير دابا
imkn khdam fchi banka,,إمكن خدام فشي بانكا
ah osahbo fin ghbr,,أه أُساهبو فين غبر
wla bolissi f casa,,ولا بوليسّي ف كاسا
hsann mcha lberra,,هسانّ مشا لبرّا
ltalyan mcha bcontra,,لتاليان مشا بكونترا
dbrat 3lih khto,,دبرات عليه ختو
kant mhlya fih bzaf,,كانت مهليا فيه بزاف
hasbrilat lmarkat akhay,,هاسبريلات لماركات أخاي
nta a mostfa fin tomobil diyalk,,نتا أ موستفا فين توموبيل دييالك
b3tha rah lmazot ghla,,بعتها راه لمازوت غلا
howa khdam f taalim,,هووا خدام ف تاليم
hka lina bli dorof,,هكا لينا بلي دوروف
diayl lkhdma mab9atch 3ajbah,,ديايل لخدما مابقاتش عاجباه
lghalat diayl tlamd,,لغالات ديايل تلامد
mabghawch i9raw,,مابغاوش إقراو
omab9awch masw9in,,أُمابقاوش ماسوقين
chkon 3rf lik hadchi,,شكون عرف ليك هادشي
i9dr ibdl khdmto,,إقدر إبدل خدمتو
galih lakhor gher salak,,ڭاليه لاخور غر سالاك
had lblad kolchi kaysala,,هاد لبلاد كولشي كايسالا
chi kaysala ochi wa9f 3la sah,,شي كايسالا أُشي واقف علا ساه
hadi hiya dinya,,هادي هييا دينيا
makatbghich tkon mrkhi,,ماكاتبغيش تكون مرخي
khask tkon wa9f 3la rjlik,,خاسك تكون واقف علا رجليك
machi gher hal fomk,,ماشي غر هال فومك
swlna 3awtani 3la lafac,,سولنا عاوتاني علا لافاك
dok liyam dazt zwina,,دوك لييام دازت زوينا
matl9ach bhalha,,ماتلقاش بهالها
kan hamna howa le9raya,,كان هامنا هووا لقرايا
makatfkr la floss la f3a2ila,,ماكاتفكر لا فلوسّ لا فعاإلا
kna kan9raw owaklin charbin,,كنا كانقراو أُواكلين شاربين
gan3in bli 3adna,,ڭانعين بلي عادنا
wakha hakak dazt dik lfra,,واخا هاكاك دازت ديك لفرا
zwina bzaf,,زوينا بزاف
hit makatfkrch fdenya bzaff,,هيت ماكاتفكرش فدنيا بزافّ
kena tal9inha,,كنا تالقينها
hdra 3la fouad,,هدرا علا فواد
kifach wsl lcasa,,كيفاش وسل لكاسا
kifach tghrb,,كيفاش تغرب
odbr 3la rasso,,أُدبر علا راسّو
men b3d khams snin diyal le9raya,,من بعد خامس سنين دييال لقرايا
mchat o3awd men zero,,مشات أُعاود من زرو
kra temak odar takwin,,كرا تماك أُدار تاكوين
walakin w9f m3ah bah,,والاكين وقف معاه باه
howa likayn wa9f janbo,,هووا ليكاين واقف جانبو
okan hta khoh,,أُكان هتا خوه
kaydbr 3lih bserf,,كايدبر عليه بسرف
hit lhayat wlat ghalya,,هيت لهايات ولات غاليا
olmotatalabat diyal had zman,,أُلموتاتالابات دييال هاد زمان
machi bhal zman khor,,ماشي بهال زمان خور
3am 3la 3am katkfss,,عام علا عام كاتكفسّ
kan kayji wimchi,,كان كايجي ويمشي
kola sebt ohad,,كولا سبت أُهاد
kan lcar kayjibo,,كان لكار كايجيبو
hta ichof malin dar,,هتا إشوف مالين دار
okayrj3 flil,,أُكايرجع فليل
merra mera kaydir salata,,مرّا مرا كايدير سالاتا
slit hta howa makhdamch,,سليت هتا هووا ماخدامش
ila jina nhdro 3lih,,إلا جينا نهدرو عليه
ga3 mansaliw hta lghda,,ڭاع مانساليو هتا لغدا
daba wla kolchi bgha islat,,دابا ولا كولشي بغا إسلات
jbdna 3abd lkrim,,جبدنا عابد لكريم
howa dar trik khra,,هووا دار تريك خرا
mcha dar master,,مشا دار ماستر
wakha t3tl chwiya,,واخا تعتل شوييا
lmohim wsl,,لموهيم وسل
kif makangolo,,كيف ماكانڭولو
lahoma t3tila wala derba blm9ass,,لاهوما تعتيلا والا دربا بلمقاسّ
tkhmima o alf tkhmima,,تخميما أُ ألف تخميما
wala derba blm9ass,,والا دربا بلمقاسّ
kayn tarik hta howa,,كاين تاريك هتا هووا
mazgach kola 3am fin,,مازڭاش كولا عام فين
merra bgha i9ra,,مرّا بغا إقرا
mera bgha itsahab,,مرا بغا إتساهاب
mera tal3 ldar,,مرا تالع لدار
matfhmoch hal o3e9l,,ماتفهموش هال أُعقل
imkan mcha lberra,,إمكان مشا لبرّا
dar chi harga felbhar,,دار شي هارڭا فلبهار
hdrna 3la tanawiya,,هدرنا علا تاناوييا
hta hiya 3alam,,هتا هييا عالام
kna fdakhliya diyal lmo2assassa,,كنا فداخلييا دييال لموأسّاسّا
rj3tna rjal,,رجعتنا رجال
khask t3wl 3la rassek,,خاسك تعول علا راسّك
tnod djm3 hwayjk,,تنود دجمع حوايجك
lmakla on3ass flw9t,,لماكلا أُنعاسّ فلوقت
kolchi felw9t,,كولشي فلوقت
dwzna fiha tlt snin,,دوزنا فيها تلت سنين
wakha kan s3iba,,واخا كان سعيبا
walakin rbatna,,والاكين رباتنا
odart fina amal,,أُدارت فينا أمال
anak khasek tkon harbi,,أناك خاسك تكون هاربي
harbi bima3na lkalima,,هاربي بيماعنا لكاليما
kano lib3ad kaydwzo chhr temak,,كانو ليبعاد كايدوزو شهر تماك
hit lmrkob ghali,,هيت لمركوب غالي
o9lt chi maymknch lih,,أُقلت شي مايمكنش ليه
ghadi jay kola simana,,غادي جاي كولا سيمانا
kano fiha drari men kol blasa,,كانو فيها دراري من كول بلاسا
kano fiha tlat ajniha,,كانو فيها تلات أجنيها
kola janah fih mo3alim,,كولا جاناه فيه موعاليم
tahowa talmid,,تاهووا تالميد
walakin taykon kbir 3lina,,والاكين تايكون كبير علينا
otaykono 3ando mtiyazat,,أُتايكونو عاندو متييازات
bhal matalan bit bohdo,,بهال ماتالان بيت بوهدو
imkn lih itayab,,إمكن ليه إتاياب
ila ma3jbatoch lmakla,,إلا ماعجباتوش لماكلا
kayn wahed lghol,,كاين واهد لغول
mafih maydar,,مافيه مايدار
mamrbich wahed lmaskhot,,مامربيش واهد لماسخوت
kan tawahed makayhlmo,,كان تاواهد ماكايهلمو
felkher drna lih l9alb,,فلخر درنا ليه لقالب
drna wahed lbra,,درنا واهد لبرا
siftnaha lmodir fiha kolchi,,سيفتناها لمودير فيها كولشي
kan kayshab lih 9ayd,,كان كايسهاب ليه قايد
drna briya men that lbab,,درنا برييا من تهات لباب
dazt dik liyam,,دازت ديك لييام
wakha kant s3iba,,واخا كانت سعيبا
wahed nhar l9ina wahed lfdiha,,واهد نهار لقينا واهد لفديها
howa nit kan kaydoz ldrari,,هووا نيت كان كايدوز لدراري
taykon bohdo okayft lbiban,,تايكون بوهدو أُكايفت لبيبان
blakarat diyal tlamd,,بلاكارات دييال تلامد
kola wahed sad 3la hwayjo,,كولا واهد ساد علا حوايجو
kano jami3 el2anwa3,,كانو جاميع إلأنواع
djm3o fdak l9ont,,دجمعو فداك لقونت
hali bgha ichfr hali bgha itsahb,,هالي بغا إشفر هالي بغا إتساهب
kayn likaybghi ishar,,كاين ليكايبغي إسهار
walakin daw kaytfa,,والاكين داو كايتفا
khask l 11 tkon fblastek,,خاسك ل 11 تكون فبلاستك
nass sa3a kaytfiw daw,,ناسّ ساعا كايتفيو داو
kna kandjm3o flbyota,,كنا كاندجمعو فلبيوتا
onta hadi hwayjek,,أُنتا هادي حوايجك
kano chela 9fola,,كانو شلا قفولا
chela namosiyat,,شلا ناموسييات
kna kanjibohta lmant,,كنا كانجيبوهتا لمانت
kanjibo 9ra3i diyal zit,,كانجيبو قراعي دييال زيت
hit lmakla 9lila,,هيت لماكلا قليلا
maymknch tchb3 fdakhiliya,,مايمكنش تشبع فداخيلييا
okant hta lmakla na9sa,,أُكانت هتا لماكلا ناقسا
machi bhal darkom,,ماشي بهال داركوم
kna kantwhco walidina,,كنا كانتوهكو واليدينا
oghaliban kola wahed haka,,أُغاليبان كولا واهد هاكا
kna kal3bo riayada bzaf,,كنا كالعبو ريايادا بزاف
kanmmchiw lcyber,,كانمّشيو لسيبر
kna kandkhlo lih flwalal dsimana,,كنا كاندخلو ليه فلوالال دسيمانا
