darija,eng,darija_ar
hadchi darni fkhatri,,هادشي دارني فخاتري
lhadra dylak jrhatni,,لهادرا ديلاك جرهاتني
bghaw y3a9boh,,بغاو يعاقبوه
madawztch bzaf,,ماداوزتش بزاف
dawazt moda twila hna,,داوازت مودا تويلا هنا
la3bin 3la lflous,,لاعبين علا لفلوس
la3bin ftiran,,لاعبين فتيران
makan9marach,,ماكانقماراش
3ziz 3lih y9amar,,عزيز عليه يقامار
sad 3la raso flbit,,ساد علا راسو فلبيت
kaydawaz lwa9t bwahdo,,كايداواز لواقت بواهدو
kantfrj ftinis,,كانتفرج فتينيس
wash sala chawt lawal,,واسه سالا شاوت لاوال
sala chawt lawal,,سالا شاوت لاوال
sala chawt tani,,سالا شاوت تاني
mab9ach 9ader ykamal,,مابقاش قادر يكامال
daw lbotola,,داو لبوتولا
rbh lmidalya dahabiya,,ربه لميداليا داهابييا
rbhat lmidalya lfidya,,ربهات لميداليا لفيديا
how batal l3alam daba,,هوو باتال لعالام دابا
kaydiro m3ah tah9i9,,كايديرو معاه تاهقيق
dit liya layk,,ديت لييا لايك
dir liya mataba3a lsafha dyali,,دير لييا ماتاباعا لسافها ديالي
partagi m3ak,,پارتاڭي معاك
kantfrj fyotob,,كانتفرج فيوتوب
mhtaj lflous,,مهتاج لفلوس
nta hor dir mabghiti,,نتا هور دير مابغيتي
kan9lb 3la had lpyasa,,كانقلب علا هاد لپياسا
makayswa walo,,ماكايسوا والو
tchafa daba,,تشافا دابا
kaydiro taskhinat,,كايديرو تاسخينات
tah fwahd lhofra,,تاه فواهد لهوفرا
hadchi mktab 3lina,,هادشي مكتاب علينا
wjhak mnawar,,وجهاك مناوار
dir nya,,دير نيا
hadak ghi monafi9,,هاداك غي مونافيق
nafs bnadm s3iba,,نافس بنادم سعيبا
fih lhsed,,فيه لهسد
kaydrb 3la mslahto,,كايدرب علا مسلاهتو
ana ghir kanhdrk wsafi,,أنا غير كانهدرك وسافي
dir dakchi bink obin rask,,دير داكشي بينك أُبين راسك
matsawa9 lnas,,ماتساواق لناس
sir tssali,,سير تسّالي
sir t3bad lah,,سير تعباد الله
hadchi kandiroh li wajhi lah,,هادشي كانديروه لي واجهي الله
matchrak blah,,ماتشراك بلاه
tba3 tri9 sah,,تباع تريق ساه
kandwi m2a shabi,,كاندوي مأ سهابي
ma3ndi mandir bra2y dyalk,,ماعندي ماندير براإي ديالك
hadi kat3zl sawt,,هادي كاتعزل ساوت
kayban krim,,كايبان كريم
lah ytwal lik fl3mer,,الله يتوال ليك فلعمر
hsit bzlzal,,هسيت بزلزال
kantbrd fstah,,كانتبرد فستاه
kolchi ghadi ymot flakher,,كولشي غادي يموت فلاخر
d3i lah,,دعي الله
howa li mdlom,,هووا لي مدلوم
mat liha rajl,,مات ليها راجل
mat lih mrato,,مات ليه مراتو
sa3ada hiya raht lbal,,ساعادا هييا راهت لبال
9tassd wahd chwiya,,قتاسّد واهد شوييا
hadchi ghir lmslahtk,,هادشي غير لمسلاهتك
mta9i lah,,متاقي الله
l9alb dyali safi,,لقالب ديالي سافي
mrid bl9alb,,مريد بلقالب
fih syatik,,فيه سياتيك
khdam fradio,,خدام فراديو
mcha ydawaz radio,,مشا يداواز راديو
dawaz 3nd tbib,,داواز عند تبيب
chra khrof,,شرا خروف
kanakol lkafta,,كاناكول لكافتا
bghit kafta dyal lham,,بغيت كافتا ديال لهام
bghit kafta dyal lhot,,بغيت كافتا ديال لهوت
maghadich nji hta lghda,,ماغاديش نجي هتا لغدا
chra siro dyal n3as,,شرا سيرو ديال نعاس
bgha fanida dyal n3as,,بغا فانيدا ديال نعاس
mcha lswi9a,,مشا لسويقا
khdam 39lk,,خدام عقلك
las9ha blkola,,لاسقها بلكولا
taht liya lacart,,تاهت لييا لاكارت
bgha ydir tahalil,,بغا يدير تاهاليل
mcha lmokhtabar,,مشا لموختابار
labsa tabliya,,لابسا تابلييا
haji ngolik,,هاجي نڭوليك
mab9itch mahtam biha,,مابقيتش ماهتام بيها
maghadich nsmh lik,,ماغاديش نسمه ليك
bl3ani darti haka,,بلعاني دارتي هاكا
hna fin tzadit,,هنا فين تزاديت
kna kala3bo fsghar,,كنا كالاعبو فسغار
kbrna bjoj,,كبرنا بجوج
hta ldaba madart walo,,هتا لدابا مادارت والو
thr9at lihom dar,,تهرقات ليهوم دار
tchalal,,تشالال
bghit chi haja mtwastta,,بغيت شي حاجة متواستّا
chhal mn bit fdar?,,شهال من بيت فدار?
smah liya n9dam lik sahib,,سماه لييا نقدام ليك ساهيب
bghit n9dal lik l3a2ila dyali,,بغيت نقدال ليك لعاإلا ديالي
9tl lfar,,قتل لفار
telefon tah flma,,تلفون تاه فلما
3lach rja3ti?,,علاش رجاعتي?
dar labas,,دار لاباس
mcha ldar l3ajaza,,مشا لدار لعاجازا
fikra s3iba,,فيكرا سعيبا
mn 3a2ila lohtarama,,من عاإلا لوهتاراما
3mro lik rask,,عمرو ليك راسك
jib liya lbaliza mn tomobil,,جيب لييا لباليزا من توموبيل
wldat lbarh,,ولدات لباره
kayrattab jald,,كايراتّاب جالد
kaymtlo wahd lfilm,,كايمتلو واهد لفيلم
fin katmchi kola nhar?,,فين كاتمشي كولا نهار?
bghit nhder m3a lmodir,,بغيت نهدر معا لمودير
bghit nt9ayed fnadi,,بغيت نتقايد فنادي
goliya fin katmchi,,ڭولييا فين كاتمشي
kay3om flwad,,كايعوم فلواد
kanhder 3la rasi,,كانهدر علا راسي
tal mn charjam,,تال من شارجام
wach tkhraj m3ana lyoma?,,واش تخراج معانا ليوما?
malk mnafakh,,مالك منافاخ
tawad3 chwiya,,تاوادع شوييا
mal9itch taxi,,مالقيتش تاشي
bchhal ba3ti tomobil?,,بشهال باعتي توموبيل?
bchhal chriti tomobil?,,بشهال شريتي توموبيل?
kifach bghitih ykon?,,كيفاش بغيتيه يكون?
hayed mnk lhedra lkhasra,,هايد منك لهدرا لخاسرا
matkhsarch lhedra,,ماتخسارش لهدرا
bghit n9ad snani,,بغيت نقاد سناني
bghit ndir li bag,,بغيت ندير لي باڭ
wach 3ndk lasorans?,,واش عندك لاسورانس?
tzawaj bgawrya,,تزاواج بڭاوريا
bgha y9ad lwra9 bach ymchi lbra,,بغا يقاد لوراق باش يمشي لبرا
wach mhtaj chi haja?,,واش مهتاج شي حاجة?
jarab haddak,,جاراب هادّاك
kolha wzahro,,كولها وزاهرو
ido khfifa,,إدو خفيفا
bach ghadi nakl?,,باش غادي ناكل?
wach nakl blm3al9a?,,واش ناكل بلمعالقا?
chlal hwaykj,,شلال هوايكج
fin kayn lavag?,,فين كاين لاڤاڭ?
bghit nghsal tomobil,,بغيت نغسال توموبيل
fin kayna lmsbana?,,فين كاينا لمسبانا?
bghit nghsal lhwayj,,بغيت نغسال لحوايج
3zel chi haja mzyana,,عزل شي حاجة مزيانا
mab9at salha lwalo,,مابقات سالها لوالو
ma3ndk maydar,,ماعندك مايدار
tkarfass ftri9,,تكارفاسّ فتريق
bgha ydefola chwiya,,بغا يدفولا شوييا
3ndi nafs lfikra,,عندي نافس لفيكرا
ma39ltch fin chaftk,,ماعقلتش فين شافتك
dakira 3ndi 3yana,,داكيرا عندي عيانا
mazal kandaker kolchi,,مازال كانداكر كولشي
dakira 3ndi mazal hya,,داكيرا عندي مازال هيا
3ya mskin,,عيا مسكين
mab9ach kay39l,,مابقاش كايعقل
kterti 3la rask,,كترتي علا راسك
hadchi makayn,,هادشي ماكاين
la 3ala9a blwa9i3,,لا عالاقا بلواقيع
kayhder ghir mara mara,,كايهدر غير مارا مارا
makanaklch dnjal,,ماكاناكلش دنجال
l9it lhanot sad,,لقيت لهانوت ساد
3ink mizank,,عينك ميزانك
ma3rft ach ndir,,ماعرفت أش ندير
wahl ghir m3a raso,,واهل غير معا راسو
nod drab 3la rask,,نود دراب علا راسك
9reb ymot,,قرب يموت
9rbat l2intikhabat,,قربات لإنتيخابات
makayhdroch m3a b3dyathom,,ماكايهدروش معا بعدياتهوم
makaythamloch,,ماكايتهاملوش
siyasi kbir,,سيياسي كبير
makanhml do bzaf,,ماكانهمل دو بزاف
khdam modi3,,خدام موديع
kaynin 3ndi bzaf dyal chorott,,كاينين عندي بزاف ديال شوروتّ
achno homa chorott dyalk,,أشنو هوما شوروتّ ديالك
maradich bhadchi,,ماراديش بهادشي
kolchi ghadi 3lih,,كولشي غادي عليه
daz f2azma,,داز فأزما
khasna nhalo had lmachakil,,خاسنا نهالو هاد لماشاكيل
3ndk ghir chiya dyal lwa9t,,عندك غير شييا ديال لواقت
barhan liya 3la hadchi,,بارهان لييا علا هادشي
hadchi machi char3i,,هادشي ماشي شارعي
hadchi char3i,,هادشي شارعي
tkhtafa lbarh,,تختافا لباره
khtfoh fzen9a,,ختفوه فزنقا
makanthterm hed,,ماكانتهترم هد
htarm kolchi,,هتارم كولشي
sawto 3lih fl2intikhabat,,ساوتو عليه فلإنتيخابات
tgalbo 3lih,,تڭالبو عليه
malk 9alb wajhk,,مالك قالب واجهك
malk 9labti 3liya,,مالك قلابتي علييا
mamno3 tgls hna,,مامنوع تڭلس هنا
msmoh tgls hna,,مسموه تڭلس هنا
mamno3 tkmi hna,,مامنوع تكمي هنا
lmobadar khasha tji mn 3andk,,لموبادار خاسها تجي من عاندك
kanhdrk chhal hadi,,كانهدرك شهال هادي
malk ba3dti 3liya?,,مالك باعدتي علييا?
malk katradad?,,مالك كاتراداد?
kan2ayedk,,كانأيدك
matb9ach tab3o,,ماتبقاش تابعو
lbitala ktrat,,لبيتالا كترات
lgrisag kter,,لڭريساڭ كتر
malk basl,,مالك باسل
khask tkon diplomasi,,خاسك تكون ديپلوماسي
klah lih 3a9lo ghir blhedra,,كلاه ليه عاقلو غير بلهدرا
had lblasa khassa blkhdama,,هاد لبلاسا خاسّا بلخداما
khdam fwahd lbaladiya,,خدام فواهد لبالادييا
tchawer m3ahom,,تشاور معاهوم
tchawer m3a rask,,تشاور معا راسك
mhtajin liy3awnhom,,مهتاجين لييعاونهوم
mhtaj liy3awni,,مهتاج لييعاوني
mhtaja liy3awnha,,مهتاجا لييعاونها
khasna nt3awno,,خاسنا نتعاونو
nawyin ytzawji,,ناويين يتزاوجي
dawkhoh blhedra,,داوخوه بلهدرا
tblokit ma9derch nfker,,تبلوكيت ماقدرش نفكر
taba3 systim,,تاباع سيستيم
hadi hiya lhel9a lkhra,,هادي هييا لهلقا لخرا
sta9l mn lkhedma,,ستاقل من لخدما
bgha ysta9l mn lkhedma,,بغا يستاقل من لخدما
mnin jak hadchi?,,منين جاك هادشي?
khasni n9s cha3ri,,خاسني نقس شاعري
mrahba bik mara okhra,,مراهبا بيك مارا أُخرا
khasna ndiro hed lhadchi,,خاسنا نديرو هد لهادشي
jib m3ak chi bakiya dyal atay,,جيب معاك شي باكييا ديال أتاي
matncher walo fsafha dyalk,,ماتنشر والو فسافها ديالك
nsit swart,,نسيت سوارت
nsit smayto,,نسيت سمايتو
nsit namra,,نسيت نامرا
maghadich nji,,ماغاديش نجي
maghadich nji 3la lmotor,,ماغاديش نجي علا لموتور
3lamhom yjo,,علامهوم يجو
chokran 3la zyara,,شوكران علا زيارا
bghit nchad rondivo,,بغيت نشاد رونديڤو
3ndi rondivo lyoma,,عندي رونديڤو ليوما
lgha kolchi,,لغا كولشي
ma3tawhch ha9o,,ماعتاوهش هاقو
3ad bda kayfi9,,عاد بدا كايفيق
safi ghadi yfham,,سافي غادي يفهام
fham rasak,,فهام راساك
mmno3 dkhol,,المنوع دخول
mmno3 lkhroj,,المنوع لخروج
dkhal wla khraj,,دخال ولا خراج
dfa3 lbab ytftah,,دفاع لباب يتفتاه
ghamer bhyatk,,غامر بهياتك
ghamer brask,,غامر براسك
dir l2ihtyatat dyalk,,دير لإهتياتات ديالك
dir lkmama,,دير لكماما
3a9am idik,,عاقام إديك
3tini lmo39im,,عتيني لموعقيم
sala liya sold mn tele,,سالا لييا سولد من تل
sift liya ta3bi2a,,سيفت لييا تاعبيأ
wsalna bkri,,وسالنا بكري
mchit direct ldar,,مشيت ديركت لدار
dnya sakta makaynch sda3,,دنيا ساكتا ماكاينش سداع
ftaht lbab wdkhalt,,فتاهت لباب ودخالت
gol bismilah,,ڭول بيسميلاه
gol lhamdo lilah,,ڭول لهامدو ليلاه
rakaz 3la lhadaf,,راكاز علا لهاداف
wakha yw93 libgha yw93,,واخا يوقع ليبغا يوقع
fracht frachi,,فراشت فراشي
tkit fblasti,,تكيت فبلاستي
tfit tele,,تفيت تل
kantsnt l9or2an,,كانتسنت لقورأن
kanhfd l9or2an,,كانهفد لقورأن
hanta jbtiha frask,,هانتا جبتيها فراسك
bgha lwart,,بغا لوارت
khassak taba9,,خاسّاك تاباق
kber m3a jdato,,كبر معا جداتو
rbawh mzyan,,رباوه مزيان
3ach bzaf,,عاش بزاف
lw9t s3abt,,لوقت سعابت
krmoh flkhdma,,كرموه فلخدما
tr9a fkhdma dyalo,,ترقا فخدما ديالو
ana sgher mnk,,أنا سغر منك
ana kber mnk,,أنا كبر منك
doctor dyal lblad,,دوكتور ديال لبلاد
hadchi ghrib 3liya,,هادشي غريب علييا
nafso mayta,,نافسو مايتا
ma3ndoch damir,,ماعندوش دامير
kayhrto lard,,كايهرتو لارد
kayzr3o lard,,كايزرعو لارد
msno3 fbra,,مسنوع فبرا
matfrat fih,,ماتفرات فيه
frat fihom,,فرات فيهوم
farto fih,,فارتو فيه
bhal walo,,بهال والو
kif walo hadchi,,كيف والو هادشي
daba t3rf 9imti,,دابا تعرف قيمتي
3al9o fl bab,,عالقو فل باب
n9z star,,نقز ستار
hadak ghir mokhlwid,,هاداك غير موخلويد
mcha lih chof,,مشا ليه شوف
9lb jyabk,,قلب جيابك
raj3 mzyan,,راجع مزيان
kankteb wahd lma9al,,كانكتب واهد لماقال
bghit ntba3 chi wra9,,بغيت نتباع شي وراق
ghadi lmtba3a,,غادي لمتباعا
kaytrza9 3la lah,,كايترزاق علا الله
daw lih rz9o,,داو ليه رزقو
lah how rza9,,الله هوو رزاق
nbahto mzyan,,نباهتو مزيان
matdich 3la lmdhar,,ماتديش علا لمدهار
3raf kifach thder,,عراف كيفاش تهدر
lsank ghadi ykhrj 3lik,,لسانك غادي يخرج عليك
matwalch bzaf,,ماتوالش بزاف
hadchi m3rof,,هادشي معروف
mcha 3nd lgzar,,مشا عند لڭزار
kay9lb 3la lbrik,,كايقلب علا لبريك
bgha ychri lbrik bach ybni,,بغا يشري لبريك باش يبني
mcha ykhlass do,,مشا يخلاسّ دو
mcha ykhlass lma,,مشا يخلاسّ لما
9t3o 3lih lma,,قتعو عليه لما
9t3o 3lih do,,قتعو عليه دو
bghit lbrika,,بغيت لبريكا
wach 3ndk lgaro?,,واش عندك لڭارو?
3tini garo,,عتيني ڭارو
mcha yl3ab flbyar,,مشا يلعاب فلبيار
kayla3bo karta,,كايلاعبو كارتا
kay9mer,,كايقمر
kay9lb 3la lkra,,كايقلب علا لكرا
t9te3 liya srwal,,تقتع لييا سروال
kan9lb 3la chi snack,,كانقلب علا شي سناكك
kaysrah lghnam,,كايسراه لغنام
kaychrab chrab,,كايشراب شراب
hadchi machi w9to,,هادشي ماشي وقتو
3ti l3a2iltk chwiya dyal lwa9t,,عتي لعاإلتك شوييا ديال لواقت
blati nkhamam wrad 3lik,,بلاتي نخامام وراد عليك
makhasar walo,,ماخاسار والو
wach ghadi nkhsro chi haja?,,واش غادي نخسرو شي حاجة?
ghadi nhawal nhal hadchi,,غادي نهاوال نهال هادشي
dik sa3a nmcho ila bghiti,,ديك ساعا نمشو إلا بغيتي
zatdon nta mhni,,زاتدون نتا مهني
ila bghiti nmchiw nmchiw,,إلا بغيتي نمشيو نمشيو
3ndo machakil flkhdma,,عندو ماشاكيل فلخدما
machi fmslahtk,,ماشي فمسلاهتك
machi fmslahthom,,ماشي فمسلاهتهوم
howa 3arf mzayan,,هووا عارف مزايان
mamaha kat2ater 3liha,,ماماها كاتأتر عليها
3ndo wahd chak,,عندو واهد شاك
dakchi maghadich ysda9,,داكشي ماغاديش يسداق
khali hta tbred da3wa,,خالي هتا تبرد داعوا
ghadi nji ndik,,غادي نجي نديك
dirha fbalk,,ديرها فبالك
matgoliyach ba9i masaliti,,ماتڭوليياش باقي ماساليتي
safi drt li 3liya,,سافي درت لي علييا
l9adiya mamsalka,,لقادييا مامسالكا
safi ghadi n9te3 daba,,سافي غادي نقتع دابا
ba9i fzen9a,,باقي فزنقا
dkhal 3la lberd,,دخال علا لبرد
matb9ach ghir kador,,ماتبقاش غير كادور
chat bdat katih,,شات بدات كاتيه
kanhawl n3s,,كانهاول نعس
tar mni n3as,,تار مني نعاس
dart rotinha lyawmi,,دارت روتينها لياومي
3ad hbt ltaht,,عاد هبت لتاهت
rach9a liya had nhar,,راشقا لييا هاد نهار
tal3 lih lmoral,,تالع ليه لمورال
dkhlat lkozina tyeb,,دخلات لكوزينا تيب
katjhder m3a bntha,,كاتجهدر معا بنتها
kanfker achno ghadi ndir,,كانفكر أشنو غادي ندير
kanwajad manakl,,كانواجاد ماناكل
katban mhmoma,,كاتبان مهموما
kay3jbni sfer dyal lbid,,كايعجبني سفر ديال لبيد
fter 3la khatrk,,فتر علا خاترك
lyoma saym,,ليوما سايم
bast mamaha,,باست ماماها
khraj sbah lkhdmto,,خراج سباه لخدمتو
hna fm3raka,,هنا فمعراكا
ana dima sab9k bkhotwa,,أنا ديما سابقك بخوتوا
dima kantsanat lih,,ديما كانتسانات ليه
bghat tl3b lik 3la nafsiya,,بغات تلعب ليك علا نافسييا
kaynin anwa3 bzaf,,كاينين أنواع بزاف
ma3ndich ras lmal,,ماعنديش راس لمال
rdat lfi3l dyalk ma3jbatnich,,ردات لفيعل ديالك ماعجباتنيش
ghadi nhtajk m3a lwa9t,,غادي نهتاجك معا لواقت
khas li y9abl li lmahal,,خاس لي يقابل لي لماهال
9abl liya lmahal hta nji,,قابل لييا لماهال هتا نجي
9abl m3ak drari,,قابل معاك دراري
hadchi 3lach kna dwina,,هادشي علاش كنا دوينا
hat rjal 3la rjal,,هات رجال علا رجال
chi haja jdida hadi,,شي حاجة جديدا هادي
3la maban liya ghir katrga3,,علا مابان لييا غير كاترڭاع
lach kat3jab?,,لاش كاتعجاب?
hadchi nit li 9lti,,هادشي نيت لي قلتي
khalih yghmal,,خاليه يغمال
kantebbe3 des pages dial beldane 3echt fihoum,,كانتبّع دس پاڭس ديال بلدان عشت فيهوم
ila chi hed kteb awla sswl b anglais anjwb b anglais.,,إلا شي هد كتب أولا السول ب أنڭلايس أنجوب ب أنڭلايس.
ila chi hed kteb awla sswl b darija anjwb b darija.,,إلا شي هد كتب أولا السول ب داريجا أنجوب ب داريجا.
ila chi hed kteb awla sswl b francais anjwb b francais.,,إلا شي هد كتب أولا السول ب فرانكايس أنجوب ب فرانكايس.
kol wahed kikteb b logha li kirtah fiha kter.,,كول واهد كيكتب ب لوغا لي كيرتاه فيها كتر.
rah glnaha o 3awdna glnaha,,راه ڭلناها أُ عاودنا ڭلناها
kaynin loghat ra2issiya,,كاينين لوغات راإسّييا
3ndk l7e9 tdwe bchma bghiti mnhom,,عندك لحق تدو بشما بغيتي منهوم
aghlabia kaydwiw bi anglais,,أغلابيا كايدويو بي أنڭلايس
7it machi kolche hna kayfhem,,حيت ماشي كولش هنا كايفهم
o nzidek kter,,أُ نزيدك كتر
y3ni s3ib kolche yfhemha o y9raha mzyan,,يعني سعيب كولش يفهمها أُ يقراها مزيان
bilakhass bl7orouf latiniya.,,بيلاخاسّ بلحوروف لاتينييا.
dwi b li 3jbek,,دوي ب لي عجبك
ghir mat goulch lina ndwiw bdakchi li nta ki 3jbek.,,غير مات ڭولش لينا ندويو بداكشي لي نتا كي عجبك.
lah9ach kaynin nas hna,,لاهقاش كاينين ناس هنا
a7na fshkel,,أحنا فسهكل
ch7al men merra kanbghi n9leb 3la chi 7aja fhad site,,شحال من مرّا كانبغي نقلب علا شي حاجا فهاد سيت
bla mandir post,,بلا ماندير پوست
machi koulchi hnaya kayhder mzyan,,ماشي كولشي هنايا كايهدر مزيان
ma3reftch 3lach hiya sara7a khayba,,ماعرفتش علاش هييا ساراحا خايبا
men wa7ed na7iya,,من واحد ناحييا
7it kayn bzaf dial berrani hna,,حيت كاين بزاف ديال برّاني هنا
walakin meziana men wa7ed na7iya,,والاكين مزيانا من واحد ناحييا
mayfham chi wezza,,مايفهام شي وزّا
tantkhayel wjah bnadem fach tay9raw hadchi,,تانتخايل وجاه بنادم فاش تايقراو هادشي
nhdar 3la rasi ana ba3da,,نهدار علا راسي أنا باعدا
makanktabch bhad logha bzf 7itach m3ankcha flktaba,,ماكانكتابش بهاد لوغا بزف حيتاش معانكشا فلكتابا
ba3d lmarrat makan3rafch ach naktab,,باعد لمارّات ماكانعرافش أش ناكتاب
o melli kanabghi na9ra l post dyal chi wa7ed,,أُ ملّي كانابغي ناقرا ل پوست ديال شي واحد
kanb9a nthajja fih ta ba7ra makana9rah,,كانبقا نتهاجّا فيه تا باحرا ماكاناقراه
katji sahla ktar bach t9aleb ela chi haja hna,,كاتجي ساهلا كتار باش تقالب إلا شي حاجة هنا
ouakha matkunch ga3 weld lminta9a,,واخا ماتكونش ڭاع ولد لمينتاقا
hit machi ga3 likaydkhlo m3rodin,,هيت ماشي ڭاع ليكايدخلو معرودين
mhtmin b taqafa l mghribia,,مهتمين ب تاقافا ل مغريبيا
bghaw y3rfo kifach nas,,بغاو يعرفو كيفاش ناس
w aslan waqila taykon nefs lw9t,,و أسلان واقيلا تايكون نفس لوقت
mn l ahsn kolchi ifhem,,من ل أهسن كولشي إفهم
ghir 3ya9a wsafi.,,غير عياقا وسافي.
9lil li kayji hna,,قليل لي كايجي هنا
