darija,eng,darija_ar
laydina fdaw,,لايدينا فداو
daba kon lbsat srwal,,دابا كون لبسات سروال
kan 3ay kon ahsan,,كان عاي كون أهسان
rah hya li chrat lih,,راه هيا لي شرات ليه
shwia ta3 tisa3,,سهويا تاع تيساع
bi chorat,,بي شورات
saraha ana nhxm,,ساراها أنا نهشم
n5af men khay,,نخاف من خاي
alla rah gheer bhal hado,,ألّا راه غير بهال هادو
makayjihomch l bard,,ماكايجيهومش ل بارد
aslan hadak machiy rajl,,أسلان هاداك ماشيي راجل
mkhliy khto kdiyr hoka,,مخليي ختو كديير هوكا
awal mra tshofha,,أوال مرا تسهوفها
bnat labsin kitmat,,بنات لابسين كيتمات
xi wahd yfhmni,,شي واهد يفهمني
katgolih fenhiya khtek,,كاتڭوليه فنهييا ختك
kaygolik sbar,,كايڭوليك سبار
ana ankalmha lik,,أنا أنكالمها ليك
hada hwa lmrrib,,هادا هوا لمرّيب
hta li bari i3ich hyato tab3ino,,هتا لي باري إعيش هياتو تابعينو
akhoya l3fo,,أخويا لعفو
la la rah hadak dri,,لا لا راه هاداك دري
ba9i sghir 3la t-max,,باقي سغير علا ت-ماش
brit ra n3rf mol had lpost,,بريت را نعرف مول هاد لپوست
wax mkydkhalx so9 raso,,واش مكيدخالش سوق راسو
diha fjiha lidarak,,ديها فجيها ليداراك
xwiya sir xof khtk,,شوييا سير شوف ختك
b3da fin mxiti,,بعدا فين مشيتي
fin mxat lbarh,,فين مشات لباره
normalement tal wlad,,نورمالمنت تال ولاد
makhshumx ylbsu dak short,,ماخسهومش يلبسو داك سهورت
knt mhtarma,,كنت مهتارما
ghir tchhrt,,غير تشهرت
hya dir fi rasha had choha,,هيا دير في راسها هاد شوها
lkhot diwha xwiya rir fkhotkom,,لخوت ديوها شوييا رير فخوتكوم
li dar xi haja tb3oh,,لي دار شي حاجة تبعوه
nas t3ix hyatha,,ناس تعيش هياتها
wntoma tfrjo fiha,,ونتوما تفرجو فيها
yakh 3la bnadm,,ياخ علا بنادم
mazal 39alkom sghir,,مازال عقالكوم سغير
khok msator,,خوك مساتور
onty mchoah,,أُنتي مشواه
n3lk lah,,نعلك الله
wntouma malkom?,,ونتوما مالكوم?
awdii hdiii ghir khtk,,أوديّ هديّي غير ختك
fhad lwa9t,,فهاد لواقت
khlii nas dabr rasha,,خليّ ناس دابر راسها
yak chrat lih sh,,ياك شرات ليه سه
ewa tlbas li bghat,,إوا تلباس لي بغات
wa9i3 5ayb,,واقيع خايب
dih itharb,,ديه إتهارب
it3alamo chwia rojola,,إتعالامو شويا روجولا
n3as hsn liya menshir,,نعاس هسن لييا منسهير
wa7d txdo tbi3o,,واحد تشدو تبيعو
wa7da dawz 3liha,,واحدا داوز عليها
3dab sahaina,,عداب ساهاينا
kaygol lik cute,,كايڭول ليك كوت
khok w labs srwal,,خوك و لابس سروال
ou dih so9a raskom,,و ديه سوقا راسكوم
kola imachi ichof hyato,,كولا إماشي إشوف هياتو
ila mtf9toch m3aya,,إلا متفقتوش معايا
fiha mitro orb3in,,فيها ميترو أُربعين
wa7ed khour,,واحد خور
bndra 5aso lhabs,,بندرا خاسو لهابس
nn kadaber 3la rasha,,الن كادابر علا راسها
xftha f tik tok,,شفتها ف تيك توك
makadirch chihaja khayba,,ماكاديرش شيحاجة خايبا
chti dnya xhl sghira,,شتي دنيا شهل سغيرا
mani twali thaz mas2olia,,ماني توالي تهاز ماسأليا
dyl darkom,,ديل داركوم
t7ayad mank o t3tihom,,تحاياد مانك أُ تعتيهوم
dik sa3a machi hanya,,ديك ساعا ماشي هانيا
y3ni db hiya 5ayba,,يعني دب هييا خايبا
lah ikmal bl5ir,,الله إكمال بلخير
l7sed o l7i9d,,لحسد أُ لحيقد
howa xomor,,هووا شومور
likaykhlik tgolo fhal haka,,ليكايخليك تڭولو فهال هاكا
awadi les paramétres tkharb9o,,أوادي لس پارامéترس تخاربقو
chhal hadi,,شهال هادي
khaliha 3la moulana ou sf,,خاليها علا مولانا و سف
rah hiya li khdama 3lihom,,راه هييا لي خداما عليهوم
hiya li chrat lih motor,,هييا لي شرات ليه موتور
bflos tik tok,,بفلوس تيك توك
lay hdi ma khla9,,لاي هدي ما خلاق
hta haja ma khalitoha,,هتا حاجة ما خاليتوها
fi ti9ar b3da,,في تيقار بعدا
rahom dayrin 3lach iraj3o,,راهوم دايرين علاش إراجعو
kaytkom ntoma,,كايتكوم نتوما
3a tab3in bnadm,,عا تابعين بنادم
li ban lih had lpost,,لي بان ليه هاد لپوست
khaso ydhk matalan ???,,خاسو يدهك ماتالان ???
homa 3ychin hyathom,,هوما عيشين هياتهوم
cha3b malo.,,شاعب مالو.
lahadya ktar,,لاهاديا كتار
mn t9adya hhh .,,من تقاديا ههه .
3it manfham,,عيت مانفهام
omafhamt walo,,أُمافهامت والو
wlah ila bsah hadchi,,ولاه إلا بساه هادشي
wlina kanchofoh bzaf,,ولينا كانشوفوه بزاف
db ntoma katnmro 3la nas,,دب نتوما كاتنمرو علا ناس
db ijib likom lah,,دب إجيب ليكوم الله
li tnamr 3likom,,لي تنامر عليكوم
ana li t5rb9t,,أنا لي تخربقت
khuti mnin ntiya,,خوتي منين نتييا
taman bach khayati,,تامان باش خاياتي
tlamt lagri,,تلامت لاڭري
khelitina3la khir,,خليتيناعلا خير
safi mchiti tkamchi,,سافي مشيتي تكامشي
7da mok wa bsha ora7a,,حدا موك وا بسها أُراحا
ikoun f ramadan,,إكون ف رامادان
kona okanto,,كونا أُكانتو
fin sakna akhti tbarkllah,,فين ساكنا أختي تباركلّاه
kina dyal rda3a,,كينا ديال رداعا
imta katbdawha,,إمتا كاتبداوها
hta tfot 40 ola 9bal,,هتا تفوت 40 أُلا قبال
nadma 3la bzaf,,نادما علا بزاف
nhar khrjt mn sbitar dwcht,,نهار خرجت من سبيتار دوشت
radit kdam nas,,راديت كدام ناس
madarrch simana,,مادارّش سيمانا
hta khrjo fiya l3yon,,هتا خرجو فييا لعيون
whda bdam otania bgi7,,وهدا بدام أُتانيا بڭيح
kanghwt lrbi likhl9ni,,كانغوت لربي ليخلقني
chhrayn ana flfrach,,شهراين أنا فلفراش
fach waladt sisaghyane,,فاش والادت سيساغيان
nhar 4 natt nach9a,,نهار 4 ناتّ ناشقا
ma3titch rasii raha,,ماعتيتش راسيّ راها
db 4 chhor,,دب 4 شهور
bach waldti,,باش والدتي
fatha ba9a kadrnii,,فاتها باقا كادرنيّ
hit mkhalthach tabra,,هيت مخالتهاش تابرا
kant kanchrb naf3,,كانت كانشرب نافع
har bzaf,,هار بزاف
dolipran kat2atr 3la ras,,دوليپران كاتأتر علا راس
tonsyo kan tal3,,تونسيو كان تالع
3andi sokar,,عاندي سوكار
ghandir chi karita frasi,,غاندير شي كاريتا فراسي
ghi rbi hfad,,غي ربي هفاد
nat nach9a 7ta daratni lfat7a,,نات ناشقا حتا داراتني لفاتحا
ô chadni l9abt,,ô شادني لقابت
rkhayt fih,,رخايت فيه
7ta wala 3andi lmard,,حتا والا عاندي لمارد
ana kolchy li dert aghlat,,أنا كولشي لي درت أغلات
knt ferhna hit wledt,,كنت فرهنا هيت ولدت
kant phobia bnisba lia,,كانت پهوبيا بنيسبا ليا
lhmala wlwlada,,لهمالا ولولادا
knt khouwafa,,كنت خووافا
wfrhana nass,,وفرهانا ناسّ
katjiw ybarko lia,,كاتجيو يباركو ليا
ferhana hit kanrede3 wldi,,فرهانا هيت كانردع ولدي
wkanchof 3winato,,وكانشوف عويناتو
wkangol hada wldi hhhh,,وكانڭول هادا ولدي هههه
lah ykheli lina wlidatna,,الله يخلي لينا وليداتنا
wlah yrze9 kol whda,,ولاه يرزق كول وهدا
katmena doriya,,كاتمنا دورييا
ana wakha ysahrni,,أنا واخا يساهرني
wakha ywelef lhezan,,واخا يولف لهزان
wakha li dar ferhana,,واخا لي دار فرهانا
hit hadchy kolo fetra,,هيت هادشي كولو فترا
fatre wdayza,,فاتر ودايزا
n3ichoha kima jat,,نعيشوها كيما جات
sobhanallah,,سوبهانالّاه
hadxi kamil kayw9a3,,هادشي كاميل كايوقاع
ana khaft oba9i hal,,أنا خافت أُباقي هال
3ad nwld in xa2a lah,,عاد نولد إن شاأ الله
khassk tlbsi maxyan,,خاسّك تلبسي ماشيان
thazmi rask,,تهازمي راسك
rass ila ma thzamch,,راسّ إلا ما تهزامش
dkhal m3ark lbrd,,دخال معارك لبرد
kat mrad wahd marda khatira,,كات مراد واهد ماردا خاتيرا
klit limon,,كليت ليمون
dar liya lbrd flmsran,,دار لييا لبرد فلمسران
chhal wana kan3alj fih,,شهال وانا كانعالج فيه
ja tani,,جا تاني
majm3tch lwldi raso,,ماجمعتش لولدي راسو
jani m3a shd,,جاني معا سهد
ndemt limadertch dakchi,,ندمت ليمادرتش داكشي
3la 7e9o otri9o,,علا حقو أُتريقو
ze3ma nafass,,زعما نافاسّ
kant corona omajatch,,كانت كورونا أُماجاتش
majatx 3ndi lwalida,,ماجاتش عندي لواليدا
makntch 3arfa.,,ماكنتش عارفا.
matalan ax kidar,,ماتالان أش كيدار
linfisa makhashach t3red lelberd,,لينفيسا ماخاسهاش تعرد للبرد
khas'ha takol mzyan,,خاس'ها تاكول مزيان
wajabat motakamila,,واجابات موتاكاميلا
bach t3wd ddem,,باش تعود الدم
likaymchi mnha,,ليكايمشي منها
t9der trde3 l bébé,,تقدر تردع ل بéبé
thtm btribya,,تهتم بتريبيا
dik dsara 5ayba,,ديك دسارا خايبا
40 youm lawla f7yatha,,40 يوم لاولا فحياتها
kat7ded masir s7i7tha.,,كاتحدد ماسير سحيحتها.
o akkiiiiid makrehtch,,أُ أكّيّيّيد ماكرهتش
kon dert lgmata,,كون درت لڭماتا
dyalt 3 jours osbou3,,ديالت 3 جورس أُسبوع
fbntu lwla knt kant3sb,,فبنتو لولا كنت كانتعسب
ghir kanbki lhamdoulah,,غير كانبكي لهامدولاه
lwlada tanya bikhir,,لولادا تانيا بيخير
kanhawl mant9l9ch,,كانهاول مانتقلقش
hit lhlib kaymchi,,هيت لهليب كايمشي
knt klit lkhokh,,كنت كليت لخوخ
whzouni urgent ltbib,,وهزوني ورڭنت لتبيب
ma9dert nthrk,,ماقدرت نتهرك
khti 9bl lwlada dylha,,ختي قبل لولادا ديلها
b 15 yom 3rdo 3liha,,ب 15 يوم عردو عليها
f 3 yam dyl whd syda,,ف 3 يام ديل وهد سيدا
wldat o dyrin rfisa,,ولدات أُ ديرين رفيسا
klat mnha xwya,,كلات منها شويا
txhat dk lkaxir drfisa,,تشهات دك لكاشير درفيسا
mnb3d mxat dar,,منبعد مشات دار
dik lila xdha lwj3,,ديك ليلا شدها لوجع
sbrat sbh dawha ltbib,,سبرات سبه داوها لتبيب
gloliha ghtwldi obsah wldat,,ڭلوليها غتولدي أُبساه ولدات
knt 7amla wma3arfach,,كنت حاملا وماعارفاش
wjani lw7m 3la rfissa,,وجاني لوحم علا رفيسّا
wdart hali mama,,ودارت هالي ماما
wklit fiha b7al 3mrni chft lmakla,,وكليت فيها بحال عمرني شفت لماكلا
w3awd mchit 3nd 3gozti,,وعاود مشيت عند عڭوزتي
w3awdt klitha 2 dlmrat,,وعاودت كليتها 2 دلمرات
fsimana whda,,فسيمانا وهدا
wslt ldari chdni l7ri9,,وسلت لداري شدني لحريق
kanmot mchit ltbiba,,كانموت مشيت لتبيبا
l9it rassi 7amla,,لقيت راسّي حاملا
wbda kaikhsr,,وبدا كايخسر
wakha n3st 15jrs.,,واخا نعست 1خجرس.
da3 wldi,,داع ولدي
bsbab tahawor,,بسباب تاهاوور
kn9ole lmera jaya mn3wdch,,كنقول لمرا جايا منعودش
jebtha f rassi,,جبتها ف راسّي
kantfkar kaydrouni khetri,,كانتفكار كايدروني ختري
mora sbou3 kolchi mcha,,مورا سبوع كولشي مشا
dkhalt l saloune,,دخالت ل سالون
kchouf tlmat mktoubin fihom,,كشوف تلمات مكتوبين فيهوم
mtab3in b steilo,,متابعين ب ستيلو
lkola deal dfran,,لكولا دال دفران
tay7a alihom,,تايحا أليهوم
nadt kanhze saloune,,نادت كانهز سالون
ki lhbila,,كي لهبيلا
ba9a mkmltch 15 jr,,باقا مكملتش 15 جر
ba9a fya saloune,,باقا فيا سالون
mb9tch feya sa7tti,,مبقتش فيا ساحتّي
morha chedni la ktiaeeb,,مورها شدني لا كتيايب
b3id alik kolchi,,بعيد أليك كولشي
'narri w7d la i7sas,,'نارّي وحد لا إحساس
kante tn7as bih bzaff,,كانت تنحاس بيه بزافّ
wlah ms hmd,,ولاه مس همد
kolchi kydwzo llah,,كولشي كيدوزو اللاه
mataklix lmsakhn bzf,,ماتاكليش لمساخن بزف
akhti kaydiro lfida,,أختي كايديرو لفيدا
4asli blkhzama,,4اسلي بلخزاما
daghya kaytiho lghraz,,داغيا كايتيهو لغراز
matwdayx bxaba,,ماتودايش بشابا
diri zif lrask,,ديري زيف لراسك
bax mayb9ax ydrak,,باش مايبقاش يدراك
waham haja mathzix trbiya,,واهام حاجة ماتهزيش تربييا
khliha flard,,خليها فلارد
hit at3adbi,,هيت أتعادبي
htiha 3lmiha,,هتيها علميها
tb9a fblastha,,تبقا فبلاستها
lah y3awna 3lihom yarbi,,الله يعاونا عليهوم ياربي
bnti kan fiha ligaz,,بنتي كان فيها ليڭاز
wana m3a ma3arfax,,وانا معا ماعارفاش
klit l3des,,كليت لعدس
ochrebt lmonada,,أُشربت لمونادا
oklit z3lok,,أُكليت زعلوك
makaynx ligaywrini,,ماكاينش ليڭايوريني
kant 3ndi 17ans,,كانت عندي 1حانس
owalidiya b3ad,,أُواليدييا بعاد
wakha hakak,,واخا هاكاك
dazt 3la khir,,دازت علا خير
sakna fih 11 r3am,,ساكنا فيه 11 رعام
wahada lifihom,,واهادا ليفيهوم
okhayba bzaf lhadiyan,,أُخايبا بزاف لهادييان
ihadiwk achdrti,,إهاديوك أشدرتي
fin maxi,,فين ماشي
achno drti,,أشنو درتي
achno chriti,,أشنو شريتي
fin sakna,,فين ساكنا
bchahal kari,,بشاهال كاري
lmohim la lilah ilalah,,لموهيم لا ليلاه إلالاه
medinty lehbiba tewahchtha,,مدينتي لهبيبا تواهشتها
nass dyl sokat,,ناسّ ديل سوكات
lah3mrah dar,,لاهعمراه دار
ta7iya nas dyal ban slimane,,تاحييا ناس ديال بان سليمان
nas drafat walah,,ناس درافات والاه
natmana yantaba9 3la kolchi,,ناتمانا يانتاباق علا كولشي
shab taxiat jooo3,,سهاب تاشيات جووع
li fihom daw,,لي فيهوم داو
makinch f somal hhhh,,ماكينش ف سومال هههه
dawazt fiha 6 mois,,داوازت فيها 6 موس
9atloni bs7or,,قاتلوني بسحور
chkon kdab 3lik,,شكون كداب عليك
man ahsan l3otor,,مان أهسان لعوتور
li sta3malt,,لي ستاعمالت
hadik zri3a akhti,,هاديك زريعا أختي
dyal krnb romi,,ديال كرنب رومي
zari3a dyal homida,,زاريعا ديال هوميدا
likadar m3a lba9ola,,ليكادار معا لباقولا
kana kanzr3oha fjrda,,كانا كانزرعوها فجردا
fdar,,فدار
m'en nhiya lma3ixa,,م'ن نهييا لماعيشا
ma3icha rekhsa .,,ماعيشا رخسا .
sakn 3la hsb hay,,ساكن علا هسب هاي
kybda kra m'en 1000dh,,كيبدا كرا م'ن 1000ده
hta 2500,,هتا 2500
.jaw bhal f rachidiya,,.جاو بهال ف راشيدييا
brd brda,,برد بردا
sif l3fya .,,سيف لعفيا .
amen mbihch,,أمن مبيهش
.kyn fin tmchi .,,.كين فين تمشي .
dima masafr,,ديما ماسافر
geles f medintk,,ڭلس ف مدينتك
w khali chi weld fès yekhdemha,,و خالي شي ولد فèس يخدمها
mli katchawar,,ملي كاتشاوار
aw welefto tenz 3la bnadem,,أو ولفتو تنز علا بنادم
takhawof o bari tb9a maahom,,تاخاووف أُ باري تبقا ماهوم
sir l fes,,سير ل فس
tb3 lifih télétravail bzzf,,تبع ليفيه تéلéتراڤايل بزّف
w surtout ila kan 3ndou 3a2ila,,و سورتوت إلا كان عندو عاإلا
bach ikoun toujours dispo,,باش إكون توجورس ديسپو
5ask lflos,,خاسك لفلوس
kayn impot d'etat de résidence o,,كاين إمپوت د'تات د رéسيدنس أُ
kayn impot dyal etat de ressource,,كاين إمپوت ديال إتات د رسّورس
nta a dakhal dollar,,نتا أ داخال دولّار
donc mkyn dariba,,دونك مكين داريبا
tb3 lifih télétravail,,تبع ليفيه تéلéتراڤايل
fach kaygulik rh flentretien,,فاش كايڭوليك ره فلنترتين
anndk xi as2ila?,,أنّدك شي أسإلا?
ra hna fin khask tswl,,را هنا فين خاسك تسول
had l2s2ila,,هاد لءسإلا
maalina hta daba baqi lhal,,مالينا هتا دابا باقي لحال
sefto lik contrat,,سفتو ليك كونترات
hez tel 3yet lihom,,هز تل عيت ليهوم
w swl ela rassk,,و سول إلا راسّك
khti ghadi nsawr lik wahd pomade,,ختي غادي نساور ليك واهد پوماد
rahma hta ana bantu haka,,راهما هتا أنا بانتو هاكا
odartha liha,,أُدارتها ليها
khti mtkhfi ma wlo,,ختي متخفي ما ولو
wldk kn bhal bnti mni dzdt,,ولدك كن بهال بنتي مني دزدت
wla fiha fi chehryn,,ولا فيها في شهرين
ochrit luha whed bomdz zwina,,أُشريت لوها وهد بومدز زوينا
nswerha onsyftha lik,,نسورها أُنسيفتها ليك
4da wlh 9sm ila w3ra,,4دا وله قسم إلا وعرا
bhal banti haka,,بهال بانتي هاكا
hta hiya 3andha chahrayan,,هتا هييا عاندها شاهرايان
taydoz liha blma,,تايدوز ليها بلما
ditha l tbiba o ktbt li wahad dwa,,ديتها ل تبيبا أُ كتبت لي واهاد دوا
d9a batla daba nsawro lik,,دقا باتلا دابا نساورو ليك
tatsafi lawjh f nharha,,تاتسافي لاوجه ف نهارها
3lik akhti gha b7libek,,عليك أختي غا بحليبك
o lah ichafiha ya rebi,,أُ الله إشافيها يا ربي
msikin lhbib dyali,,مسيكين لهبيب ديالي
dih akhti ltbib,,ديه أختي لتبيب
hewa raya3tik creme li ynasbo,,هوا راياعتيك كرم لي يناسبو
hta ana kan fwaldi,,هتا أنا كان فوالدي
wahd lwa9t,,واهد لواقت
mlai dito ltbib,,ملاي ديتو لتبيب
gal liya bchra dyalo hsasa,,ڭال لييا بشرا ديالو هساسا
b3di lih 3la ay haja fiha riha,,بعدي ليه علا أي حاجة فيها ريها
kandwach lih rir bsabon,,كاندواش ليه رير بسابون
rah wla bikher,,راه ولا بيخر
xofi hanti habanti,,شوفي هانتي هابانتي
kifax kan fiha microb,,كيفاش كان فيها ميكروب
kola ax ki9ol,,كولا أش كيقول
nar lfarisya,,نار لفاريسيا
wditha wa7d tbib,,وديتها واحد تبيب
gali 7aga 7sasiya,,ڭالي حاڭا حساسييا
fax 7ta t5an9atli blil,,فاش حتا تخانقاتلي بليل
wmxa liha l3inin,,ومشا ليها لعينين
jrit biha la clinique,,جريت بيها لا كلينيقو
bnsasa dlil,,بنساسا دليل
fax xafha pédiatre,,فاش شافها پéدياتر
gali microb,,ڭالي ميكروب
nasi7a mmani,,ناسيحا الماني
matjarbi 7ta xi 3jab,,ماتجاربي حتا شي عجاب
galak,,ڭالاك
xi 7ad tbib,,شي حاد تبيب
wxofi ax 4a ygolik,,وشوفي أش 4ا يڭوليك
3adi akhti db ymxilih,,عادي أختي دب يمشيليه
kimxi bohdooo,,كيمشي بوهدوو
rir tb9ay t4sli lih hwjho,,رير تبقاي ت4سلي ليه هوجهو
sabh bsbona dlhjra,,سابه بسبونا دلهجرا
onxflih wajho,,أُنشفليه واجهو
madirilo walo,,ماديريلو والو
ghasli lih gha blma,,غاسلي ليه غا بلما
oghayfot ola chofi tbib,,أُغايفوت أُلا شوفي تبيب
hhh idan nawi ykhalik,,ههه إدان ناوي يخاليك
hna homa ra nzyanin,,هنا هوما را نزيانين
ana ra sakna flmdina,,أنا را ساكنا فلمدينا
wchrit 2 flales,,وشريت 2 فلالس
rabithom fstah hh,,رابيتهوم فستاه هه
chofi ghir khalihom,,شوفي غير خاليهوم
mathaydihomch,,ماتهايديهومش
lbayd bldi 2 dh ones,,لبايد بلدي 2 ده أُنس
wlahila wtrab,,ولاهيلا وتراب
rak khal9a mno,,راك خالقا منو
wchemch,,وشمش
diri crema dchemch,,ديري كرما دشمش
wchachiya,,وشاشييا
wt9acher wligat,,وتقاشر وليڭات
lbnat li kayd7ko,,لبنات لي كايدحكو
3la l post dyalk houma lbhaym,,علا ل پوست ديالك هوما لبهايم
li khsek diri flkouri,,لي خسك ديري فلكوري
lah y3awnk akhty ela djiyjatek,,الله يعاونك أختي إلا دجييجاتك
khti nti rak f l3robia,,ختي نتي راك ف لعروبيا
ida kan 3andk twasa3,,إدا كان عاندك تواساع
fin trbi djaj,,فين تربي دجاج
hawli man had 6 djjajat,,هاولي مان هاد 6 دجّاجات
tkbri lmachro3,,تكبري لماشروع
w 9ray w bahti mzn,,و قراي و باهتي مزن
f tarbiat dawajin,,ف تاربيات داواجين
chno khask diri,,شنو خاسك ديري
w chno madirich,,و شنو ماديريش
mhm tawri machro3k,,مهم تاوري ماشروعك
w khalih ikon akbar machro3,,و خاليه إكون أكبار ماشروع
f intaj lbayd,,ف إنتاج لبايد
w dawajine,,و داواجين
ew lah issakhar lik,,إو الله إسّاخار ليك
chofi nasiha mni,,شوفي ناسيها مني
khli djajat dyalk rah zwin,,خلي دجاجات ديالك راه زوين
lbid data 50 ryal,,لبيد داتا 50 ريال
tb9ay tjm3ihom kol 15 lyom,,تبقاي تجمعيهوم كول 15 ليوم
bi3ihom kol simana,,بيعيهوم كول سيمانا
tchtab mra fsimana,,تشتاب مرا فسيمانا
nis sa3a entirely,,نيس ساعا إنتيرلي
samiti trying rask,,ساميتي تريينڭ راسك
akhti chedi sak,,أختي شدي ساك
kebir hadouk sikan,,كبير هادوك سيكان
lkebar wjm3i fih makeyajk,,لكبار وجمعي فيه ماكياجك
ouga3 dakchi lighay7taji,,وڭاع داكشي ليغايحتاجي
li ghi proudwiyat,,لي غي پرودوييات
whadi wevaliza khliha,,وهادي وڤاليزا خليها
tkoun ghi deyal lhwayj,,تكون غي ديال لحوايج
mnha whadak,,منها وهاداك
sak lkbir b9ay hazah ghi ntiya,,ساك لكبير بقاي هازاه غي نتييا
kaynin akhti 9ri3at sghar,,كاينين أختي قريعات سغار
kaytba3o b 3dh,,كايتباعو ب عده
chrithom wkhwi fihom l3atriya,,شريتهوم وخوي فيهوم لعاترييا
3ndi 9ri3at sghar,,عندي قريعات سغار
khti parfoum,,ختي پارفوم
takhdi m3k rir wahda kafiya,,تاخدي معك رير واهدا كافييا
les champo ou dakchi kandiro,,لس شامپو و داكشي كانديرو
f tasat sghar,,ف تاسات سغار
kaynin 3and lhri,,كاينين عاند لهري
kaybi3o dakchi d plastique,,كايبيعو داكشي د پلاستيقو
hta parfoum,,هتا پارفوم
kaynin 9ri3at sghar,,كاينين قريعات سغار
f miniso b 25dh zwinin,,ف مينيسو ب ءخده زوينين
ou kaynin hta dyal les produits,,و كاينين هتا ديال لس پرودويتس
rada tacheri wahad,,رادا تاشري واهاد
wahad la9e3at,,واهاد لاقعات
man 3and mol makyaj,,مان عاند مول ماكياج
sgar homa lidiri fihom,,سڭار هوما ليديري فيهوم
nti ham9a ymkan,,نتي هامقا يمكان
rah matakhdi hta haja,,راه ماتاخدي هتا حاجة
tifa9i la,,تيفاقي لا
sbagh blkarat b lbyad,,سباغ بلكارات ب لبياد
safi tbarklah,,سافي تباركلاه
mana9sha tahaja,,ماناقسها تاحاجة
kozintk tbrklh zwina,,كوزينتك تبركله زوينا
mkhskch tl3 lik fras,,مخسكش تلع ليك فراس
t9adi tsabghi placarate,,تقادي تسابغي پلاكارات
li ltahte,,لي لتاهت
f lbayde jihte lbab,,ف لبايد جيهت لباب
charjam byade,,شارجام بياد
badli do dirih byade,,بادلي دو ديريه بياد
l9al3 ykoune loune simple,,لقالع يكون لون سيمپل
atjik fenna,,أتجيك فنّا
limoni lon wa3r,,ليموني لون واعر
riha machi ri wa3ra,,ريها ماشي ري واعرا
kamlin flkhr kay3tiw lon wahd,,كاملين فلخر كايعتيو لون واهد
mli yzr9olk chla9mk,,ملي يزرقولك شلاقمك
khodi lihom bahl hada,,خودي ليهوم باهل هادا
blato ghadi ijiwk zwinin,,بلاتو غادي إجيوك زوينين
la khti khashom plateau,,لا ختي خاسهوم پلاتو
sghir xwiya,,سغير شوييا
mlahsan khchab,,ملاهسان خشاب
ana dayreahom fplto khchab,,أنا دايراهوم فپلتو خشاب
dhkatni had bnt,,دهكاتني هاد بنت
la3tiha khuir hhhh,,لاعتيها خوير هههه
diri lfmk,,ديري لفمك
kif dayrin had 9ra3i,,كيف دايرين هاد قراعي
la la homa m3afrate,,لا لا هوما معافرات
khodi lihom siniya,,خودي ليهوم سينييا
sghaira bohdhom,,سغايرا بوهدهوم
ma tnssaych,,ما تنسّايش
tkone ham o chane,,تكون هام أُ شان
hakka ahssan,,هاكّا أهسّان
dyal l3od kif galo lbnat,,ديال لعود كيف ڭالو لبنات
khti min tatchriw,,ختي مين تاتشريو
ana frbat ml9itch,,أنا فربات ملقيتش
omalhom mayt3afro,,أُمالهوم مايتعافرو
zit wllat dayra taman,,زيت ولّات دايرا تامان
ana man9darch nsta7malhom,,أنا مانقدارش نستاحمالهوم
ma3reftch 3lach,,ماعرفتش علاش
ila chefthom,,إلا شفتهوم
ghadi nbghi n9adhom hh,,غادي نبغي نقادهوم هه
da7kini mn a7san,,داحكيني من أحسان
chofi lhom chi 7aja d lo7,,شوفي لهوم شي حاجا د لوح
bach ybano ktar,,باش يبانو كتار
plato dyal lakhchab,,پلاتو ديال لاخشاب
