darija,eng,darija_ar
nt7edak t 7ffez lfer9a ra hom meytin,,نتحداك ت حفّز لفرقا را هوم ميتين
nt7edak t imprimi douk lwra9i fhad limprimante,,نتحداك ت إمپريمي دوك لوراقي فهاد ليمپريمانت
nt7edak t matwetterch fo9 lmesre7,,نتحداك ت ماتوتّرش فوق لمسرح
nt7edak t mat3yach m3a riyada,,نتحداك ت ماتعياش معا رييادا
nt7edak t dwi bhad sour3a,,نتحداك ت دوي بهاد سورعا
nt7edak t 3tared 3la had lmawdou3,,نتحداك ت عتارد علا هاد لماودوع
nt7edak t weli s7i7,,نتحداك ت ولي سحيح
nt7edak t mate7tajch douk l7wayj,,نتحداك ت ماتحتاجش دوك لحوايج
nt7edak t 7bes chi kora b7al hadi,,نتحداك ت حبس شي كورا بحال هادي
nt7edak t tfred 3lih dkchi li baghi nta,,نتحداك ت تفرد عليه دكشي لي باغي نتا
nt7edak t t2e9lem fhad lmdina,,نتحداك ت تءقلم فهاد لمدينا
nt7edak t 3god douk syour rahom mchettin,,نتحداك ت عڭود دوك سيور راهوم مشتّين
nt7edak t syter 3la lfila7a felblad,,نتحداك ت سيتر علا لفيلاحا فلبلاد
nt7edak t mattferge3 lik nefa5a,,نتحداك ت ماتّفرڭع ليك نفاخا
nt7edak t tlle3 fo9 had dar,,نتحداك ت تلّع فوق هاد دار
nt7edak t sta9al ou t5rej men dar walidik,,نتحداك ت ستاقال و تخرج من دار واليديك
nt7edak t matb9ach thejja,,نتحداك ت ماتبقاش تهجّا
nt7edak t t7errek chwiya ou matb9ach ghir na3ess,,نتحداك ت تحرّك شوييا و ماتبقاش غير ناعسّ
nt7edak t rkel dak l7awli ila ma3awdek,,نتحداك ت ركل داك لحاولي إلا ماعاودك
nt7edak t mat5lich lkelb y3eddek,,نتحداك ت ماتخليش لكلب يعدّك
nt7edak t lbes had l7wayj,,نتحداك ت لبس هاد لحوايج
nt7edak t diklari dak chffar 3end lboliss,,نتحداك ت ديكلاري داك شفّار عند لبوليسّ
nt7edak t l9a chi tari9a t2ekked liya biha had lmawdou3,,نتحداك ت لقا شي تاريقا تءكّد لييا بيها هاد لماودوع
nt7edak t d5el l9a3 lb7er,,نتحداك ت دخل لقاع لبحر
nt7edak t 2ejjel had lmaw3id maymkench,,نتحداك ت ءجّل هاد لماوعيد مايمكنش
nt7edak t wdde7 liya kifach katdi had lflouss kamlin,,نتحداك ت ودّح لييا كيفاش كاتدي هاد لفلوسّ كاملين
nt7edak tchre7 liya msian had derss,,نتحداك تشرح لييا مسيان هاد درسّ
nt7edak t tjber lik idek bhad sour3a,,نتحداك ت تجبر ليك إدك بهاد سورعا
nt7edak t 9bet swaret mli nlou7hom 3lik,,نتحداك ت قبت سوارت ملي نلوحهوم عليك
nt7edak t 3zzez lsa7bek,,نتحداك ت عزّز لساحبك
nt7edak t 7owwel lih had lflouss flcompte dialo,,نتحداك ت حووّل ليه هاد لفلوسّ فلكومپت ديالو
nt7edak t fhem had derss,,نتحداك ت فهم هاد درسّ
nt7edak t l9a chi wa7ed me39oul ye5dem 3endek,,نتحداك ت لقا شي واحد معقول يخدم عندك
nt7edak t 5ader had ljtima3 ou nta kat5ewet,,نتحداك ت خادر هاد لجتيماع و نتا كاتخوت
nt7edak t raaf9 dak rajel talfo9 dial jbel,,نتحداك ت رافق داك راجل تالفوق ديال جبل
nt7edak t mowwel had lmechro3,,نتحداك ت مووّل هاد لمشروع
nt7edak t jme3 7wayjek fness sa3a,,نتحداك ت جمع حوايجك فنسّ ساعا
nt7edak t s77e7 had lwra9i kamlin fsa3a,,نتحداك ت سحّح هاد لوراقي كاملين فساعا
nt7edak t 3oum fhad lb7er lhayj,,نتحداك ت عوم فهاد لبحر لهايج
nt7edak t 3owwed rassek 3la had snin dial lmerd,,نتحداك ت عووّد راسّك علا هاد سنين ديال لمرد
nt7edak t chfer had siyed rah s7i7,,نتحداك ت شفر هاد سييد راه سحيح
nt7edak t medded lcontra m3a lpatron dialek wa5a maki5elssech msian,,نتحداك ت مدّد لكونترا معا لپاترون ديالك واخا ماكيخلسّش مسيان
nt7edak t 3aared had l9arar ma3endek madir,,نتحداك ت عارد هاد لقارار ماعندك مادير
nt7edak t7edded liya chkon li rbe7 fhadou,,نتحداك تحدّد لييا شكون لي ربح فهادو
nt7edak tzreb ou matjibhach frassek,,نتحداك تزرب و ماتجيبهاش فراسّك
nt7edak t ncher had l7wayj fste7 bhad l7ala ila ma5wet 3lik rajlek,,نتحداك ت نشر هاد لحوايج فستح بهاد لحالا إلا ماخوت عليك راجلك
nt7edak tkoun mehmoum kter menni,,نتحداك تكون مهموم كتر منّي
nt7edak t rfed had lcontra,,نتحداك ت رفد هاد لكونترا
nt7edak t le5ess liya had l3am kolo,,نتحداك ت لخسّ لييا هاد لعام كولو
nt7edak t seweb liya lboita dial had tonobil,,نتحداك ت سوب لييا لبوتا ديال هاد تونوبيل
nt7edak t zreb bla mati7,,نتحداك ت زرب بلا ماتيح
nt7edak maytherresch dak lavabo ila glessti 3lih,,نتحداك مايتهرّسش داك لاڤابو إلا ڭلسّتي عليه
nt7edak t ntaz3 lih 7e99ou,,نتحداك ت نتازع ليه حقّو
nt7edak t kalmih mli ykoun mnirvi,,نتحداك ت كالميه ملي يكون منيرڤي
nt7edak t 7tejj 3la l7okoma ila md5elti l7ebss,,نتحداك ت حتجّ علا لحوكوما إلا مدخلتي لحبسّ
nt7edak t waazen bin ga3 lmes2ouliyat li 3endek,,نتحداك ت وازن بين ڭاع لمسأولييات لي عندك
nt7edak t s3a ila masewrti zblat lflouss hahowa wejhi,,نتحداك ت سعا إلا ماسورتي زبلات لفلوسّ هاهووا وجهي
nt7edak t tbbetni,,نتحداك ت تبّتني
nt7edak t tji t9eddem ldriya,,نتحداك ت تجي تقدّم لدرييا
nt7edak t mat7ergekch l3afya,,نتحداك ت ماتحرڭكش لعافيا
nt7edak t t3awen m3ah ma5atbghich 7it maystahelch,,نتحداك ت تعاون معاه ماخاتبغيش حيت مايستاهلش
nt7edak ydffeg lik lma men dik l9er3a raha msewba msian,,نتحداك يدفّڭ ليك لما من ديك لقرعا راها مسوبا مسيان
nt7edak t jerr dak l7bel bla maderek idek,,نتحداك ت جرّ داك لحبل بلا مادرك إدك
nt7edak tkoun bat had lwliyed,,نتحداك تكون بات هاد لولييد
nt7edak tkoun dasser 3la bak b7aloka,,نتحداك تكون داسّر علا باك بحالوكا
nt7edak terta7 fhad lblassa,,نتحداك ترتاح فهاد لبلاسّا
nt7edak t dareb m3a had rajel ou treb7ou,,نتحداك ت دارب معا هاد راجل و تربحو
nt7edak t ddabz m3ah ou mayzregch lik 3eynik,,نتحداك ت الدابز معاه و مايزرڭش ليك عينيك
nt7edak mattaf9ch m3ah rah ma3emro makay5let,,نتحداك ماتّافقش معاه راه ماعمرو ماكايخلت
nt7edak matirch 3la mratek,,نتحداك ماتيرش علا مراتك
nt7edak tl9a chi tari9a 7ssen,,نتحداك تلقا شي تاريقا حسّن
nt7edak t l9a chi makla morra kter men hadi,,نتحداك ت لقا شي ماكلا مورّا كتر من هادي
nt7edak t mtatel l9anoun 5aytle3 lik frassek,,نتحداك ت متاتل لقانون خايتلع ليك فراسّك
nt7edak t ste5rej l5alat mn hna,,نتحداك ت ستخرج لخالات من هنا
nt7edak t 3aaredni fhadi,,نتحداك ت عاردني فهادي
nt7edak t chedd chi teyr zwin,,نتحداك ت شدّ شي تير زوين
nt7edak t tze3lel fhad ze3loula bla mati7,,نتحداك ت تزعلل فهاد زعلولا بلا ماتيح
nt7edak t waajeh l7a9i9a,,نتحداك ت واجه لحاقيقا
nt7edak yban lik chkon li daha,,نتحداك يبان ليك شكون لي داها
nt7edak temse7 liya dik tabla ou t7yed liya douk les taches,,نتحداك تمسح لييا ديك تابلا و تحيد لييا دوك لس تاشس
nt7edak ydoble lik lpatron l5elssa,,نتحداك يدوبل ليك لپاترون لخلسّا
nt7edak ychtamel l3erd 3la hadchi kolo,,نتحداك يشتامل لعرد علا هادشي كولو
nt7edak ykoun mat chahid,,نتحداك يكون مات شاهيد
nt7edak t 5ress dik lavoca ou tnoud lik,,نتحداك ت خرسّ ديك لاڤوكا و تنود ليك
nt7edak ykchef lik had serwal rah nadi,,نتحداك يكشف ليك هاد سروال راه نادي
nt7edak t 3ser dak limoun ou y5rej lik menou lma,,نتحداك ت عسر داك ليمون و يخرج ليك منو لما
nt7edak trbet dak l7awli bl maynet7ek,,نتحداك تربت داك لحاولي بل ماينتحك
nt7edak t2adi manasik l7ejj 3la 7e9ha,,نتحداك تأدي ماناسيك لحجّ علا حقها
nt7edak tla9a m3a dak le3ab,,نتحداك تلاقا معا داك لعاب
nt7edak tleb chi credit men lbanka,,نتحداك تلب شي كرديت من لبانكا
nt7edak mat3anich fhad lblad,,نتحداك ماتعانيش فهاد لبلاد
nt7edak t5eddem chi nass me39oulin maychefroukch,,نتحداك تخدّم شي ناسّ معقولين مايشفروكش
nt7edak t5ebba fdak l5ar bla mat5le3,,نتحداك تخبّا فداك لخار بلا ماتخلع
nt7edak mat5eddemch dak l3ezzi ila ma slak,,نتحداك ماتخدّمش داك لعزّي إلا ما سلاك
nt7edak mat3awench m3a douk nass ra 5ay2enbek damirek,,نتحداك ماتعاونش معا دوك ناسّ را خايءنبك داميرك
nt7edak t sre7 fse7ra fhad lil,,نتحداك ت سرح فسحرا فهاد ليل
nt7edak t 3ber chari3 bla myaklaxoni 3lik chi 7edd,,نتحداك ت عبر شاريع بلا مياكلاشوني عليك شي حدّ
nt7edak dir had l7araka bla matni sba3ik,,نتحداك دير هاد لحاراكا بلا ماتني سباعيك
nt7edak tneddem we9tek b7ali,,نتحداك تندّم وقتك بحالي
nt7edak tn9ed dak deri flb7er,,نتحداك تنقد داك دري فلبحر
nt7edak t rffeh 3liya fhad lil,,نتحداك ت رفّه علييا فهاد ليل
nt7edak t twe99e3 natija dial had lmatch,,نتحداك ت توقّع ناتيجا ديال هاد لماتش
nt7edak t f7ess dak lmrid ra ma5ay5likch ki5ewet bezzaf,,نتحداك ت فحسّ داك لمريد را ماخايخليكش كيخوت بزّاف
nt7edak t sdder dak dissir jiht dak lblad ra mamnou3,,نتحداك ت سدّر داك ديسّير جيهت داك لبلاد را مامنوع
nt7edak t le77 3lih bach tsafer ou y9bel,,نتحداك ت لحّ عليه باش تسافر و يقبل
nt7edak t herres dak l9fel,,نتحداك ت هرّس داك لقفل
nt7edak t 3red 3la douk lhamajiyin ra 5aychewhouk fl3erss,,نتحداك ت عرد علا دوك لهاماجييين را خايشوهوك فلعرسّ
nt7edak t deffi rassek fhad lberd,,نتحداك ت دفّي راسّك فهاد لبرد
nt7edak t douz men had derb rah 5atir,,نتحداك ت دوز من هاد درب راه خاتير
nt7edak t tselle9 had chejra raha kbira,,نتحداك ت تسلّق هاد شجرا راها كبيرا
nt7edak t 5ssel snanek bhad tari9a,,نتحداك ت خسّل سنانك بهاد تاريقا
nt7edak t ntej had new3 dial limoun hna,,نتحداك ت نتج هاد نوع ديال ليمون هنا
nt7edak t khde3ni fhad lo3ba,,نتحداك ت خدعني فهاد لوعبا
nt7edak t bherni,,نتحداك ت بهرني
nt7edak t ne99es ftaman ou terbe7 ra maymkench dkchi 3lach makandirouch solde,,نتحداك ت نقّس فتامان و تربح را مايمكنش دكشي علاش ماكانديروش سولد
nt7edak t frek 7wayjek bla madyrouk idik,,نتحداك ت فرك حوايجك بلا ماديروك إديك
nt7edak t wkkel bak bla mat7ess blfer7a,,نتحداك ت وكّل باك بلا ماتحسّ بلفرحا
nt7edak tkoun katwezze3 lwra9i 3la tlamed ou matkounch nta l9erray dial l9issem,,نتحداك تكون كاتوزّع لوراقي علا تلامد و ماتكونش نتا لقرّاي ديال لقيسّم
tanfkker wach khass nwedde7 lih chnou tra,,تانفكّر واش خاسّ نودّح ليه شنو ترا
tanfkker wach ntbe3 tsawr,,تانفكّر واش نتبع تساور
tanfkker wach nmchi nsafer,,تانفكّر واش نمشي نسافر
tanfkker wach nb9a f dar,,تانفكّر واش نبقا ف دار
tanfkker wach nmchi l 7ammam,,تانفكّر واش نمشي ل حامّام
tanfkker wach nmchi f tonobil,,تانفكّر واش نمشي ف تونوبيل
tanfkker wach nched taxi,,تانفكّر واش نشد تاشي
tanfkker wach nched train,,تانفكّر واش نشد تراين
tanfkker wach nmchi 3la rjli,,تانفكّر واش نمشي علا رجلي
tanfkker wach nched tobis.,,تانفكّر واش نشد توبيس.
tanfkker wach nmchi f tram.,,تانفكّر واش نمشي ف ترام.
tanfkker wach nmchi f lmotor.,,تانفكّر واش نمشي ف لموتور.
tanfkker wach nmchi f lpicala.,,تانفكّر واش نمشي ف لپيكالا.
tanfkker wach nmchi f tyara.,,تانفكّر واش نمشي ف تيارا.
tanfkker wach nmchi f bateau.,,تانفكّر واش نمشي ف باتو.
tanfkker wach n3awed hadche.,,تانفكّر واش نعاود هادش.
tanfkker wach ndeclarer 3nd lbouliss.,,تانفكّر واش ندكلارر عند لبوليسّ.
tanfkker wach nmchi n3ss.,,تانفكّر واش نمشي نعسّ.
tanfkker wach nsher lyouma.,,تانفكّر واش نسهر ليوما.
tanfkker wach n3red 3lih.,,تانفكّر واش نعرد عليه.
tanfkker wach n7edded 7wayji,,تانفكّر واش نحدّد حوايجي
tanfkker wach nchri 7wayj jdad,,تانفكّر واش نشري حوايج جداد
tanfkker wach ncheteb l ard,,تانفكّر واش نشتب ل أرد
tanfkker wach nkhemel dar,,تانفكّر واش نخمل دار
tanfkker wach ndewer m3ah,,تانفكّر واش ندور معاه
tanfkker wach ntsewer .,,تانفكّر واش نتسور .
tanfkker wach nmchi nzoro.,,تانفكّر واش نمشي نزورو.
tanfkker wach nhezz had chanta.,,تانفكّر واش نهزّ هاد شانتا.
tanfkker wach nsed lbab b sarout.,,تانفكّر واش نسد لباب ب ساروت.
tanfkker wach njib m3aya sac zayd.,,تانفكّر واش نجيب معايا ساك زايد.
tanfkker wach ndi tonobil 3nd lmecanician.,,تانفكّر واش ندي تونوبيل عند لمكانيكيان.
tanfkker wach nrmi had zbl daba.,,تانفكّر واش نرمي هاد زبل دابا.
tanfkker wach njm3 ch3ri.,,تانفكّر واش نجمع شعري.
tanfkker wach nzid fsot.,,تانفكّر واش نزيد فسوت.
tanfkker wach nles9 had l9r3a.,,تانفكّر واش نلسق هاد لقرعا.
tanfkker wach nsayb ch3ri.,,تانفكّر واش نسايب شعري.
tanfkker wach nsayb dfari.,,تانفكّر واش نسايب دفاري.
tanfkker wach n3yt nsewel fih.,,تانفكّر واش نعيت نسول فيه.
tanfkker wach nmchi l cinema.,,تانفكّر واش نمشي ل سينما.
tanfkker wach ntlbou iji i3awni.,,تانفكّر واش نتلبو إجي إعاوني.
nt7edak t 5elles msian fhad l5edma,,نتحداك ت خلّس مسيان فهاد لخدما
nt7edak tn9ess men l7lawa mat9derch,,نتحداك تنقسّ من لحلاوا ماتقدرش
nt7edak t w99ef lgaro,,نتحداك ت وقّف لڭارو
nt7edak t chkkel chi techkila nadya di biha lcopa,,نتحداك ت شكّل شي تشكيلا ناديا دي بيها لكوپا
nt7edak t z3ej dak charef ra makism3ech aslan,,نتحداك ت زعج داك شارف را ماكيسمعش أسلان
nt7edak t t9ddem ldik lmra lsel3s,,نتحداك ت تقدّم لديك لمرا لسلعس
nt7edak t kerres douk l9iysm fwladek,,نتحداك ت كرّس دوك لقييسم فولادك
nt7edak t stafzz dak le3ab,,نتحداك ت ستافزّ داك لعاب
nt7edak t tem2enou rah dima me5lou3,,نتحداك ت تمءنو راه ديما مخلوع
nt7edak t t2emmel fih ghir ra mat9derch bayn fih cher,,نتحداك ت تءمّل فيه غير را ماتقدرش باين فيه شر
nt7edak t 7dder dak derss msian ou tji fahmo fl7issa,,نتحداك ت حدّر داك درسّ مسيان و تجي فاهمو فلحيسّا
nt7edak t btaker cchi 7aja jdida men ghir dik t5erbi9a li derti,,نتحداك ت بتاكر كشي حاجا جديدا من غير ديك تخربيقا لي درتي
nt7edak t 7kem had lblad b3edl,,نتحداك ت حكم هاد لبلاد بعدل
nt7edak t te7chi lih lhedra ila ma3awdha m3ak bselya,,نتحداك ت تحشي ليه لهدرا إلا ماعاودها معاك بسليا
nt7edak t ttekka fo9 had namosiya,,نتحداك ت التكّا فوق هاد ناموسييا
nt7edakom t tbbe9ou had l9anoun,,نتحداكوم ت تبّقو هاد لقانون
nt7edaki tred3i wladek 3arfek mat9edrich,,نتحداكي تردعي ولادك عارفك ماتقدريش
nt7edak t rtabet m3a chi we7da,,نتحداك ت رتابت معا شي وحدا
nt7edak t taabr f9raytek,,نتحداك ت تابر فقرايتك
nt7edak matdmme3ch mli tchouf dak lmender,,نتحداك ماتدمّعش ملي تشوف داك لمندر
nt7edak t taared dak cheffar bla mayderbek,,نتحداك ت تارد داك شفّار بلا مايدربك
nt7edak t ster 3la mratek,,نتحداك ت ستر علا مراتك
nt7edak matbarekch lih ila matlak,,نتحداك ماتباركش ليه إلا ماتلاك
nt7edak te5tare9 dak site,,نتحداك تختارق داك سيت
nt7edak t derreb dik lfer9a dial derbna,,نتحداك ت درّب ديك لفرقا ديال دربنا
nt7edak t chri kimiya kafya dial lmakla,,نتحداك ت شري كيمييا كافيا ديال لماكلا
nt7edak t seyed chi 7out jdid,,نتحداك ت سيد شي حوت جديد
nt7edak t t9edda dkchi zwin fhad sou9,,نتحداك ت تقدّا دكشي زوين فهاد سوق
nt7edak t tsab9 m3aya 5antew3ek,,نتحداك ت تسابق معايا خانتوعك
nt7edak t jemmed dak lma ra lfrigo ma5damch msian,,نتحداك ت جمّد داك لما را لفريڭو ماخدامش مسيان
nt7edak t daawa 3end tbib,,نتحداك ت داوا عند تبيب
nt7edak t stehlek had lmakla kolha,,نتحداك ت ستهلك هاد لماكلا كولها
nt7edak t 5cha fhad lbit,,نتحداك ت خشا فهاد لبيت
nt7edak t tsenna had l3am kolo bach t9ra,,نتحداك ت تسنّا هاد لعام كولو باش تقرا
tanfkker wach nbat m3ahoum,,تانفكّر واش نبات معاهوم
tanfkker wach nrj3 l darna.,,تانفكّر واش نرجع ل دارنا.
tanfkker wach nch3l l3afia.,,تانفكّر واش نشعل لعافيا.
tanfkker wach nod n3awnhoum.,,تانفكّر واش نود نعاونهوم.
tanfkker wach njib chi wa7d i3awni.,,تانفكّر واش نجيب شي واحد إعاوني.
tanfkker wach njerr had tabla.,,تانفكّر واش نجرّ هاد تابلا.
tanfkker wach tyeb l3cha.,,تانفكّر واش تيب لعشا.
tanfkker wach nfi9 bkri.,,تانفكّر واش نفيق بكري.
tanfkker wach ndir l alarme.,,تانفكّر واش ندير ل ألارم.
tanfkker wach nkherej tamarini lyouma,,تانفكّر واش نخرج تاماريني ليوما
tanfkker wach n9leb had l ar9am,,تانفكّر واش نقلب هاد ل أرقام
tanfkker wach nmchi nt9yd f mdrassa dial rassm,,تانفكّر واش نمشي نتقيد ف مدراسّا ديال راسّم
tanfkker wach an9dr ndamj f had ljaw.,,تانفكّر واش أنقدر ندامج ف هاد لجاو.
tanfkker wach antfahm m3ahoum.,,تانفكّر واش أنتفاهم معاهوم.
tanfkker wach ay9edni lw9t l hadche kaml.,,تانفكّر واش أيقدني لوقت ل هادش كامل.
tanfkker wach maghayjinich l3tch.,,تانفكّر واش ماغايجينيش لعتش.
tanfkker wach maghayjinich jou3.,,تانفكّر واش ماغايجينيش جوع.
tanfkker wach maghan3yach.,,تانفكّر واش ماغانعياش.
tanfkker wach maghayjinich lkhtiar s3ib.,,تانفكّر واش ماغايجينيش لختيار سعيب.
tanfkker wach ay3jbni l film.,,تانفكّر واش أيعجبني ل فيلم.
tanfkker wach nchri chi makina dial l7ssana.,,تانفكّر واش نشري شي ماكينا ديال لحسّانا.
tanfkker wach n9dr n3ared 3la hadche li darou.,,تانفكّر واش نقدر نعارد علا هادش لي دارو.
tanfkker wach ste2nef da3wa,,تانفكّر واش ستءنف داعوا
tanfkker wach nched m3ah bach i9t3,,تانفكّر واش نشد معاه باش إقتع
tanfkker wach ay7taj lmousa3ada diali,,تانفكّر واش أيحتاج لموساعادا ديالي
tan7awel ntfkr wach sllemt 3lih aw la,,تانحاول نتفكر واش سلّمت عليه أو لا
tanfkker wach nzid nzreb.,,تانفكّر واش نزيد نزرب.
tanfkker wach nwajhou.,,تانفكّر واش نواجهو.
tanfkker wach nbyn lih chnou kayn,,تانفكّر واش نبين ليه شنو كاين
tanfkker wach njih l sara7a,,تانفكّر واش نجيه ل ساراحا
tanfkker wach ndoble la dose,,تانفكّر واش ندوبل لا دوس
tanfkker wach n9dr ndkhol l had lclub.,,تانفكّر واش نقدر ندخول ل هاد لكلوب.
tanfkker wach nkhlss daba.,,تانفكّر واش نخلسّ دابا.
tanfkker wach ghres werd jdid,,تانفكّر واش غرس ورد جديد
tanfkker wach nkheli do cha3l.,,تانفكّر واش نخلي دو شاعل.
tanfkker wach ntghetta,,تانفكّر واش نتغتّا
tanfkker wach nchrb dwa daba,,تانفكّر واش نشرب دوا دابا
tanfkker wach rbet lklba,,تانفكّر واش ربت لكلبا
tanfkker wach ndih ldarou,,تانفكّر واش نديه لدارو
tanfkker wach ntla9a b s7abi,,تانفكّر واش نتلاقا ب سحابي
tanfkker wach ntleb lmakla daba,,تانفكّر واش نتلب لماكلا دابا
tanfkker wach ntl3 lfo9,,تانفكّر واش نتلع لفوق
tanfkker wach nkheddem3ndi chi wa7d,,تانفكّر واش نخدّمعندي شي واحد
tanfkker wach ntlhba 3lih,,تانفكّر واش نتلهبا عليه
tanfkker wach nbedel lkhdma.,,تانفكّر واش نبدل لخدما.
tanfkker wach ndfe3 l berra.,,تانفكّر واش ندفع ل برّا.
tanfkker wach nmchi ntmecha.,,تانفكّر واش نمشي نتمشا.
tanfkker wach nched tri9 daba.,,تانفكّر واش نشد تريق دابا.
tanfkker wach n9t3 lb7r,,تانفكّر واش نقتع لبحر
tanfkker wach ntza7m m3ahoum.,,تانفكّر واش نتزاحم معاهوم.
tanfkker wach nzyr syoura.,,تانفكّر واش نزير سيورا.
tanfkker wach nddem mario diali.,,تانفكّر واش ندّم ماريو ديالي.
nt7edak t bddel mora hadchi li w9e3,,نتحداك ت بدّل مورا هادشي لي وقع
nt7edak matsteslemch fhad l7erb,,نتحداك ماتستسلمش فهاد لحرب
nt7edak t ziyyer m3a wladek,,نتحداك ت زييّر معا ولادك
tanfkker wach n9der 3la had l3gba,,تانفكّر واش نقدر علا هاد لعڭبا
tanfkker wach nmchi n3ss,,تانفكّر واش نمشي نعسّ
tanfkker wach nsini 3la jad lcontrat,,تانفكّر واش نسيني علا جاد لكونترات
tanfkker wach nmchi 3nd tbib,,تانفكّر واش نمشي عند تبيب
